"school_key_clean","school_ppi_n_learners","school_ppi_n_complete","school_mean_ppi_score_Lower.Income","school_mean_ppi_score_Lower.middle.Income","school_mean_ppi_score_Middle.middle.Income","school_mean_ppi_score_National.Poverty.Line","school_mean_ppi_score_X150..National","school_mean_ppi_score_X200..National","school_mean_ppi_score_X.3.00.day..2021.PPP.","school_mean_ppi_score_X.4.20.day..2021.PPP.","school_mean_ppi_score_X.8.30.day..2021.PPP.","school_mean_ppi_score_X.2.15.day..2017.PPP.","school_mean_ppi_score_X.3.65.day..2017.PPP.","school_mean_ppi_score_X.6.85.day..2017.PPP.","school_mean_ppi_score_Bottom.20th.Percentile","school_mean_ppi_score_Bottom.40th.Percentile","school_mean_ppi_score_Bottom.60th.Percentile","school_mean_ppi_score_Bottom.80th.Percentile","school_mean_ppi_likelihood_Lower.Income","school_mean_ppi_likelihood_Lower.middle.Income","school_mean_ppi_likelihood_Middle.middle.Income","school_mean_ppi_likelihood_National.Poverty.Line","school_mean_ppi_likelihood_X150..National","school_mean_ppi_likelihood_X200..National","school_mean_ppi_likelihood_X.3.00.day..2021.PPP.","school_mean_ppi_likelihood_X.4.20.day..2021.PPP.","school_mean_ppi_likelihood_X.8.30.day..2021.PPP.","school_mean_ppi_likelihood_X.2.15.day..2017.PPP.","school_mean_ppi_likelihood_X.3.65.day..2017.PPP.","school_mean_ppi_likelihood_X.6.85.day..2017.PPP.","school_mean_ppi_likelihood_Bottom.20th.Percentile","school_mean_ppi_likelihood_Bottom.40th.Percentile","school_mean_ppi_likelihood_Bottom.60th.Percentile","school_mean_ppi_likelihood_Bottom.80th.Percentile"
"305001",1,1,48,97,64,69,52,48,78,68,48,82,68,50,64,52,49,54,0.358719824581223,0.538218121499061,0.908439438863978,0.00849026226958658,0.0965480672903895,0.358727531545449,0.00151575647367356,0.0114034542900862,0.411723434891824,0.000497829044809231,0.00958722874121465,0.283317909649393,0.0277407934324295,0.212736235250908,0.611539769723862,0.866218843131627
"305002",1,1,6,41,11,21,9,6,28,19,8,30,20,8,17,9,8,14,0.992274331579654,0.880796966742151,0.997927613330634,0.713813944274488,0.972903956974551,0.992277700105046,0.272300045377209,0.788177239481562,0.992029569334749,0.1006889797003,0.738529111942465,0.991121876969859,0.888714841825652,0.986681456320143,0.996661484600035,0.999198498948645
