"response_id","question_key","raw_response","primary_code","primary_code_label","matching_codes","needs_review"
4010,"why_not_previous_esc","My child completed Junior High School in a public school, so they were not eligible for the ESC private school subsidy.",1,"cost_financial_assistance","1;3;5",TRUE
4011,"why_not_previous_esc","My child was an ESC grantee during Junior High School but is applying as a new applicant for SHS Voucher Program.",1,"cost_financial_assistance","1;3",TRUE
4012,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4013,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4014,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4015,"why_not_previous_esc","From public school",3,"school_quality_private_opportunity","3;5",TRUE
4016,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4017,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4018,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4019,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4020,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4021,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4022,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4023,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4024,"why_not_previous_esc","Public school",3,"school_quality_private_opportunity","3;5",TRUE
4025,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4026,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4027,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4028,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4029,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4030,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4031,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4032,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4033,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4034,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4035,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4036,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4037,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4038,"why_not_previous_esc","On his grade 9 level he transferred school from Presentation of Mary School of Clarin where he got his ESC to Talamban National High School which is a public school with no ESC required and then again on grade 10 he transferred to Benedicto College which is a private school and the teacher said because of that the ESC is lost.",1,"cost_financial_assistance","1;3;4;5",TRUE
4039,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4040,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4041,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4042,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4043,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4044,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4045,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4046,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4047,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4048,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4049,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4050,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4051,"why_not_previous_esc","She is enrolled in a public school",3,"school_quality_private_opportunity","3;5",TRUE
4052,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4053,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4054,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4055,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4056,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4057,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4058,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4059,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4060,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4061,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4062,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4063,"why_not_previous_esc","Yes",90,"other_substantive","90",TRUE
4064,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4065,"why_not_previous_esc","From public school being transferred to private school",3,"school_quality_private_opportunity","3;5",TRUE
4066,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4067,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4068,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4069,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4070,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4071,"why_not_previous_esc","YES",90,"other_substantive","90",TRUE
4072,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4073,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4074,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4075,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4076,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4077,"why_not_previous_esc","Hindi ko po alam",90,"other_substantive","90",TRUE
4078,"why_not_previous_esc","because he’s from public school",3,"school_quality_private_opportunity","3;5",TRUE
4079,"why_not_previous_esc","I only know's it today",90,"other_substantive","90",TRUE
4080,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4081,"why_not_previous_esc","Studied in public school",3,"school_quality_private_opportunity","3;5",TRUE
4082,"why_not_previous_esc","Enrolled in a public school",3,"school_quality_private_opportunity","3;5",TRUE
4083,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4084,"why_not_previous_esc","Studied at a public school.",3,"school_quality_private_opportunity","3;5",TRUE
4085,"why_not_previous_esc","Participant in every dance contest",90,"other_substantive","90",TRUE
4086,"why_not_previous_esc","None",99,"blank_none_or_not_applicable","99",FALSE
4087,"why_not_previous_esc","Because she is in the public school",3,"school_quality_private_opportunity","3;5",TRUE
4088,"why_not_previous_esc","i dont know",90,"other_substantive","90",TRUE
4089,"why_not_previous_esc","I studied at public school that's why i didn't receive ESC and i wasn't eligible for ESC",3,"school_quality_private_opportunity","3;5",TRUE
4090,"why_not_previous_esc","in public school",3,"school_quality_private_opportunity","3;5",TRUE
4091,"why_not_previous_esc","because no one offer this kind of services that my child could have for her education",3,"school_quality_private_opportunity","3",FALSE
4092,"why_not_previous_esc","I am a recipient of the ESC",90,"other_substantive","90",TRUE
4093,"why_not_previous_esc","because hes not a student from private school",3,"school_quality_private_opportunity","3",FALSE
4094,"why_not_previous_esc","Completed Junior High School in a public school, so the ESC program was not applicable.",3,"school_quality_private_opportunity","3;5",TRUE
4095,"why_not_previous_esc","My child is not a previous recipient of the ESC because they studied in a public school during their junior high school years, where tuition is already free and no ESC subsidy is provided.",1,"cost_financial_assistance","1;3;5",TRUE
4096,"why_not_previous_esc","None",99,"blank_none_or_not_applicable","99",FALSE
4097,"why_not_previous_esc","He is studying at a public school",3,"school_quality_private_opportunity","3;5",TRUE
4098,"why_not_previous_esc","ewan",90,"other_substantive","90",TRUE
4099,"why_not_previous_esc","therefore run out of time to process what is needed & there is no time to spend with that  Government Program",8,"form_questionnaire_difficulty","8",FALSE
4100,"why_not_previous_esc","n/a",99,"blank_none_or_not_applicable","99",FALSE
4101,"why_not_previous_esc","Public schools student",3,"school_quality_private_opportunity","3;5",TRUE
4102,"why_not_previous_esc","My sibling is a public school student from grade 7 to grade 10",3,"school_quality_private_opportunity","3;5",TRUE
4103,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4104,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4105,"why_not_previous_esc","non",90,"other_substantive","90",TRUE
4106,"why_not_previous_esc","Walang kakayahan",90,"other_substantive","90",TRUE
4107,"why_not_previous_esc","Because we don't have much knowledge about ESC that time and my daughter graduated in a Public JHS",90,"other_substantive","90",TRUE
4108,"why_not_previous_esc","No",99,"blank_none_or_not_applicable","99",FALSE
4109,"why_not_previous_esc","I am a recipient of the ESC",90,"other_substantive","90",TRUE
4110,"why_not_previous_esc","My child attended a public elementary/junior high school, so they were not eligible for the ESC private school subsidy.",1,"cost_financial_assistance","1;3;5",TRUE
4111,"why_not_previous_esc","none",99,"blank_none_or_not_applicable","99",FALSE
4112,"why_not_previous_esc","yes",90,"other_substantive","90",TRUE
4113,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4114,"why_not_previous_esc","I answered yes",90,"other_substantive","90",TRUE
4115,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4116,"why_not_previous_esc","because she's from public school",3,"school_quality_private_opportunity","3;5",TRUE
4117,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4118,"why_not_previous_esc","hes not been selected",90,"other_substantive","90",TRUE
4119,"why_not_previous_esc","Studied in a public elementary school",3,"school_quality_private_opportunity","3",FALSE
4120,"why_not_previous_esc","i don't know",90,"other_substantive","90",TRUE
4121,"why_not_previous_esc","I'm ESC recipient",90,"other_substantive","90",TRUE
4122,"why_not_previous_esc","parent is busy",90,"other_substantive","90",TRUE
4123,"why_not_previous_esc","He doesn't want to go to private school",3,"school_quality_private_opportunity","3",FALSE
4124,"why_not_previous_esc","We are not aware of the program.",5,"awareness_or_eligibility","5",FALSE
4125,"why_not_previous_esc","Idk",90,"other_substantive","90",TRUE
4126,"why_not_previous_esc","They did not avail or qualify for this Depend tuition subsidy in Grade 7 , 8 , 9 and 10",1,"cost_financial_assistance","1",FALSE
4127,"why_not_previous_esc","too busy",90,"other_substantive","90",TRUE
4128,"why_not_previous_esc","She went to highschool in public school",3,"school_quality_private_opportunity","3;5",TRUE
4129,"why_not_previous_esc","dahil hindi kme nagprivate school nung junior high",3,"school_quality_private_opportunity","3",FALSE
4130,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4131,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4132,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4133,"why_not_previous_esc","not aware",5,"awareness_or_eligibility","5",FALSE
4134,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4135,"why_not_previous_esc","i dont know",90,"other_substantive","90",TRUE
4136,"why_not_previous_esc","Studied in a public school during Junior High School.",3,"school_quality_private_opportunity","3;5",TRUE
4137,"why_not_previous_esc","No",99,"blank_none_or_not_applicable","99",FALSE
4138,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4139,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4140,"why_not_previous_esc","We are not aware that there is a program",5,"awareness_or_eligibility","5",FALSE
4141,"why_not_previous_esc","Idk",90,"other_substantive","90",TRUE
4142,"why_not_previous_esc","because she's from public school",3,"school_quality_private_opportunity","3;5",TRUE
4143,"why_not_previous_esc","Studied in a public school during Junior High School.",3,"school_quality_private_opportunity","3;5",TRUE
4144,"why_not_previous_esc","the child has never applied for ESC before",90,"other_substantive","90",TRUE
4145,"why_not_previous_esc","The learner is from public school.",3,"school_quality_private_opportunity","3;5",TRUE
4146,"why_not_previous_esc","yes",90,"other_substantive","90",TRUE
4147,"why_not_previous_esc","From Public School",3,"school_quality_private_opportunity","3;5",TRUE
4148,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4149,"why_not_previous_esc","Public school",3,"school_quality_private_opportunity","3;5",TRUE
4150,"why_not_previous_esc","Just didn't apply",90,"other_substantive","90",TRUE
4151,"why_not_previous_esc","Previously studied in public school",3,"school_quality_private_opportunity","3;5",TRUE
4152,"why_not_previous_esc","my child has not previously been a recipient of the education service contracting (esc) program because this is the first application/enrollment in a participating private jhs.”",3,"school_quality_private_opportunity","3;5",TRUE
4153,"why_not_previous_esc","not an ESC recipients",90,"other_substantive","90",TRUE
4154,"why_not_previous_esc","we're unstable financially",1,"cost_financial_assistance","1",FALSE
4155,"why_not_previous_esc",".",99,"blank_none_or_not_applicable","99",FALSE
4156,"why_not_previous_esc","hindi naka pag apply aa ESC",90,"other_substantive","90",TRUE
4157,"why_not_previous_esc","we don't know about that program",90,"other_substantive","90",TRUE
4158,"why_not_previous_esc","I studied in a public school during Junior High School and was not an ESC recipient.",3,"school_quality_private_opportunity","3;5",TRUE
4159,"why_not_previous_esc","Because he study in a public school",3,"school_quality_private_opportunity","3;5",TRUE
4160,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4161,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4162,"why_not_previous_esc","my grand daughter came from public school",3,"school_quality_private_opportunity","3;5",TRUE
4163,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4164,"why_not_previous_esc","Not an ESC recipient during Junior High School",3,"school_quality_private_opportunity","3",FALSE
4165,"why_not_previous_esc","I didn't know that there is ESC",5,"awareness_or_eligibility","5",FALSE
4166,"why_not_previous_esc","Im g11✌️",90,"other_substantive","90",TRUE
4167,"why_not_previous_esc","yes",90,"other_substantive","90",TRUE
4168,"why_not_previous_esc","wala po akong idea na meron ESC sa grade 7-10.",90,"other_substantive","90",TRUE
4169,"why_not_previous_esc","Public school",3,"school_quality_private_opportunity","3;5",TRUE
4170,"why_not_previous_esc","DUE TO LACK OF FINANCIAL SUPPORT",1,"cost_financial_assistance","1",FALSE
4171,"why_not_previous_esc","Through recommendations from relatives/friends.""",4,"school_or_person_recommended","4;6",TRUE
4172,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4173,"why_not_previous_esc","I don't know",90,"other_substantive","90",TRUE
4174,"why_not_previous_esc","Not aware of this program",5,"awareness_or_eligibility","5",FALSE
4175,"why_not_previous_esc","from public school",3,"school_quality_private_opportunity","3;5",TRUE
4176,"why_not_previous_esc","I studied in a public school during Junior High School, so I was not a recipient of the ESC program.",3,"school_quality_private_opportunity","3;5",TRUE
4177,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4178,"why_not_previous_esc","Public High School Graduate",3,"school_quality_private_opportunity","3",FALSE
4179,"why_not_previous_esc","no",99,"blank_none_or_not_applicable","99",FALSE
4180,"why_not_previous_esc","i studied in a public school during Junior High School and was not an ESC recipient.",3,"school_quality_private_opportunity","3;5",TRUE
4181,"why_not_previous_esc","she is from public school",3,"school_quality_private_opportunity","3;5",TRUE
4182,"why_not_previous_esc","Because not afford to enroll to private school",1,"cost_financial_assistance","1;3",TRUE
4183,"why_not_previous_esc","Came from public school",3,"school_quality_private_opportunity","3;5",TRUE
4184,"why_not_previous_esc","my answer is yes",90,"other_substantive","90",TRUE
4185,"why_not_previous_esc","My child graduated from a public school",3,"school_quality_private_opportunity","3;5",TRUE
4186,"why_not_previous_esc","Public School student",3,"school_quality_private_opportunity","3;5",TRUE
4187,"why_not_previous_esc","no",99,"blank_none_or_not_applicable","99",FALSE
4188,"why_not_previous_esc","she went and studied to a public school",3,"school_quality_private_opportunity","3;5",TRUE
4189,"why_not_previous_esc","He study on public school.",3,"school_quality_private_opportunity","3;5",TRUE
4190,"why_not_previous_esc","Financial problems",1,"cost_financial_assistance","1",FALSE
4191,"why_not_previous_esc","Goes to public school last year",3,"school_quality_private_opportunity","3;5",TRUE
4192,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4193,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4194,"why_not_previous_esc","She studied at public school and did not apply for the ESC.",3,"school_quality_private_opportunity","3;5",TRUE
4195,"why_not_previous_esc","I dont know",90,"other_substantive","90",TRUE
4196,"why_not_previous_esc","kasi sa public school ang pinili niya",3,"school_quality_private_opportunity","3;5",TRUE
4197,"why_not_previous_esc","No",99,"blank_none_or_not_applicable","99",FALSE
4198,"why_not_previous_esc","n/a",99,"blank_none_or_not_applicable","99",FALSE
4199,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4200,"why_not_previous_esc","He's studying in public school",3,"school_quality_private_opportunity","3;5",TRUE
4201,"why_not_previous_esc","Public JHS student - not enrolled in private ESC school",3,"school_quality_private_opportunity","3",FALSE
4202,"why_not_previous_esc","I came from a public school",3,"school_quality_private_opportunity","3;5",TRUE
4203,"why_not_previous_esc","dahil nag public na lamang upang sa shs nalang magamit ang recipients",90,"other_substantive","90",TRUE
4204,"why_not_previous_esc","because he is graduated in public school",3,"school_quality_private_opportunity","3;5",TRUE
4205,"why_not_previous_esc","i",90,"other_substantive","90",TRUE
4206,"why_not_previous_esc","He becomes busy on his clubs",90,"other_substantive","90",TRUE
4207,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4208,"why_not_previous_esc","Not available in the community",90,"other_substantive","90",TRUE
4209,"why_not_previous_esc","my child attended public junior high school from grade 7-10",3,"school_quality_private_opportunity","3",FALSE
4210,"why_not_previous_esc","None",99,"blank_none_or_not_applicable","99",FALSE
4211,"why_not_previous_esc","I don't know",90,"other_substantive","90",TRUE
4212,"why_not_previous_esc","She's came from Public school",3,"school_quality_private_opportunity","3;5",TRUE
4213,"why_not_previous_esc","No",99,"blank_none_or_not_applicable","99",FALSE
4214,"why_not_previous_esc","n/a",99,"blank_none_or_not_applicable","99",FALSE
4215,"why_not_previous_esc","because she came from a public school",3,"school_quality_private_opportunity","3;5",TRUE
4216,"why_not_previous_esc","Walang pera pang tustus pang private",3,"school_quality_private_opportunity","3",FALSE
4217,"why_not_previous_esc","Because my child studied in a public school.",3,"school_quality_private_opportunity","3;5",TRUE
4218,"why_not_previous_esc","because i study in a public school",3,"school_quality_private_opportunity","3;5",TRUE
4219,"why_not_previous_esc",".",99,"blank_none_or_not_applicable","99",FALSE
4220,"why_not_previous_esc","LEARNING IN PUBLIC SCHOOL",3,"school_quality_private_opportunity","3;5",TRUE
4221,"why_not_previous_esc","Because my child came from a public school which is not an ESC participating school.",3,"school_quality_private_opportunity","3;5",TRUE
4222,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4223,"why_not_previous_esc","wala lang",90,"other_substantive","90",TRUE
4224,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4225,"why_not_previous_esc","We made her study in public school instead of private one.",3,"school_quality_private_opportunity","3;5",TRUE
4226,"why_not_previous_esc","We don’t no",90,"other_substantive","90",TRUE
4227,"why_not_previous_esc","previous school is not  ESC- participating school.",3,"school_quality_private_opportunity","3",FALSE
4228,"why_not_previous_esc","Hindi ko din po alam",90,"other_substantive","90",TRUE
4229,"why_not_previous_esc","n/a",99,"blank_none_or_not_applicable","99",FALSE
4230,"why_not_previous_esc","because my son is from the public",90,"other_substantive","90",TRUE
4231,"why_not_previous_esc","My family was able to pay for my education without ESC assistance",1,"cost_financial_assistance","1;3;4",TRUE
4232,"why_not_previous_esc","Esc recipient",90,"other_substantive","90",TRUE
4233,"why_not_previous_esc","My answer yes",90,"other_substantive","90",TRUE
4234,"why_not_previous_esc","From PUBLIC SCHOOL",3,"school_quality_private_opportunity","3;5",TRUE
4235,"why_not_previous_esc","Bcoz he graduated in public school.",3,"school_quality_private_opportunity","3;5",TRUE
4236,"why_not_previous_esc","She’s from public school",3,"school_quality_private_opportunity","3;5",TRUE
4237,"why_not_previous_esc","Public High School Graduate",3,"school_quality_private_opportunity","3",FALSE
4238,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4239,"why_not_previous_esc","N\A",90,"other_substantive","90",TRUE
4240,"why_not_previous_esc","no knowledge about the existing program",90,"other_substantive","90",TRUE
4241,"why_not_previous_esc","did not apply for the ESC",90,"other_substantive","90",TRUE
4242,"why_not_previous_esc","they don't know how to apply",90,"other_substantive","90",TRUE
4243,"why_not_previous_esc","Because he was enrolled on public school",3,"school_quality_private_opportunity","3;5",TRUE
4244,"why_not_previous_esc","none",99,"blank_none_or_not_applicable","99",FALSE
4245,"why_not_previous_esc","Kasi po Hindi ko naman alam Yung esc",90,"other_substantive","90",TRUE
4246,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4247,"why_not_previous_esc","Studied in Public School",3,"school_quality_private_opportunity","3;5",TRUE
4248,"why_not_previous_esc","Because she has not previously enrolled in a school participating in the ESC program",3,"school_quality_private_opportunity","3;5",TRUE
4249,"why_not_previous_esc",".",99,"blank_none_or_not_applicable","99",FALSE
4250,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4251,"why_not_previous_esc","From public school",3,"school_quality_private_opportunity","3;5",TRUE
4252,"why_not_previous_esc","We are not aware of such previlage hence we are living and working abroad as OFW and now leaving for good.",5,"awareness_or_eligibility","5;9",TRUE
4253,"why_not_previous_esc","Not applicable",99,"blank_none_or_not_applicable","99",FALSE
4254,"why_not_previous_esc","No, i graduate in public school",3,"school_quality_private_opportunity","3;5",TRUE
4255,"why_not_previous_esc","Because he doesn't enrolled in private school",3,"school_quality_private_opportunity","3",FALSE
4256,"why_not_previous_esc","Our child studied in a public school before, so the ESC was not applicable.",3,"school_quality_private_opportunity","3;5",TRUE
4257,"why_not_previous_esc","Kasi sa public school nag aral ang anak ko",3,"school_quality_private_opportunity","3;5",TRUE
4258,"why_not_previous_esc","Libre lng nmn po public school",1,"cost_financial_assistance","1;3;5",TRUE
4259,"why_not_previous_esc","n/a",99,"blank_none_or_not_applicable","99",FALSE
4260,"why_not_previous_esc","Yes",90,"other_substantive","90",TRUE
4261,"why_not_previous_esc","my child attended a public high school for Grades 7 to 10.",3,"school_quality_private_opportunity","3",FALSE
4262,"why_not_previous_esc","We prefer public school",3,"school_quality_private_opportunity","3;5",TRUE
4263,"why_not_previous_esc","No",99,"blank_none_or_not_applicable","99",FALSE
4264,"why_not_previous_esc","because she’s from the public school",3,"school_quality_private_opportunity","3;5",TRUE
4265,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4266,"why_not_previous_esc","My child is enrolled in public school before",3,"school_quality_private_opportunity","3;5",TRUE
4267,"why_not_previous_esc","Public school",3,"school_quality_private_opportunity","3;5",TRUE
4268,"why_not_previous_esc","Not aware of it",5,"awareness_or_eligibility","5",FALSE
4269,"why_not_previous_esc","We have no idea about and am not familiar with the ESC. No one informed us regarding this program.",5,"awareness_or_eligibility","5",FALSE
4270,"why_not_previous_esc","Study at public school",3,"school_quality_private_opportunity","3;5",TRUE
4271,"why_not_previous_esc","Attended public school",3,"school_quality_private_opportunity","3;5",TRUE
4272,"why_not_previous_esc","came from public school and not aware that there is such thing as ESC program.",3,"school_quality_private_opportunity","3;5",TRUE
4273,"why_not_previous_esc","Public School",3,"school_quality_private_opportunity","3;5",TRUE
4274,"why_not_previous_esc","Public School",3,"school_quality_private_opportunity","3;5",TRUE
4275,"why_not_previous_esc",".",99,"blank_none_or_not_applicable","99",FALSE
4276,"why_not_previous_esc","Public is affordable",1,"cost_financial_assistance","1",FALSE
4277,"why_not_previous_esc","NO AVAILABLE ESC",90,"other_substantive","90",TRUE
4278,"why_not_previous_esc","This is the first time applying for the program",90,"other_substantive","90",TRUE
4279,"why_not_previous_esc","None",99,"blank_none_or_not_applicable","99",FALSE
4280,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4281,"why_not_previous_esc","Not aware of the ESC program before.",5,"awareness_or_eligibility","5",FALSE
4282,"why_not_previous_esc","Enrolled in public school",3,"school_quality_private_opportunity","3;5",TRUE
4283,"why_not_previous_esc","Studied in a public junior high school.",3,"school_quality_private_opportunity","3",FALSE
4284,"why_not_previous_esc","My child was not a previous recipient of the ESC because he/she was not enrolled in a participating private school before and did not apply for the ESC program.",3,"school_quality_private_opportunity","3",FALSE
4285,"why_not_previous_esc","Enrolled in public school",3,"school_quality_private_opportunity","3;5",TRUE
4286,"why_not_previous_esc","N/A",99,"blank_none_or_not_applicable","99",FALSE
4287,"why_not_previous_esc","my child goes to public school",3,"school_quality_private_opportunity","3;5",TRUE
4288,"why_not_previous_esc",".",99,"blank_none_or_not_applicable","99",FALSE
4289,"why_not_previous_esc","Nothing",99,"blank_none_or_not_applicable","99",FALSE
4290,"why_not_previous_esc","I attended a public school during Junior High School and was not enrolled in a participating private school under the ESC program.",3,"school_quality_private_opportunity","3;5",TRUE
4291,"why_not_previous_esc","Yes",90,"other_substantive","90",TRUE
4292,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4293,"why_not_previous_esc","My child studied in a public school",3,"school_quality_private_opportunity","3;5",TRUE
4294,"why_not_previous_esc","wala",99,"blank_none_or_not_applicable","99",FALSE
4295,"why_not_previous_esc","high tution fee",90,"other_substantive","90",TRUE
4296,"why_not_previous_esc","She attended public school",3,"school_quality_private_opportunity","3;5",TRUE
4297,"why_not_previous_esc","She studied in a public school in her Junior High School",3,"school_quality_private_opportunity","3;5",TRUE
4298,"why_not_previous_esc","Hindi sya esc",90,"other_substantive","90",TRUE
4299,"why_not_previous_esc","Becauss we dont have free time and we dont know how to apply in ESC",90,"other_substantive","90",TRUE
4300,"why_not_previous_esc",".",99,"blank_none_or_not_applicable","99",FALSE
4301,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4302,"why_not_previous_esc","Public school",3,"school_quality_private_opportunity","3;5",TRUE
4303,"why_not_previous_esc","because he study at public school",3,"school_quality_private_opportunity","3;5",TRUE
4304,"why_not_previous_esc","Enrolled in public school",3,"school_quality_private_opportunity","3;5",TRUE
4305,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4306,"why_not_previous_esc","Because we dont have free time to apply them in ESC",90,"other_substantive","90",TRUE
4307,"why_not_previous_esc","He is enrolled in a public school.",3,"school_quality_private_opportunity","3;5",TRUE
4308,"why_not_previous_esc","No idea regarding ESC",5,"awareness_or_eligibility","5",FALSE
4309,"why_not_previous_esc","Because my child is came from Public School",3,"school_quality_private_opportunity","3;5",TRUE
4310,"why_not_previous_esc","I was not informed about the program before",90,"other_substantive","90",TRUE
4311,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4312,"why_not_previous_esc","Hindi nakapag-apply",90,"other_substantive","90",TRUE
4313,"why_not_previous_esc","My child attended a public school",3,"school_quality_private_opportunity","3;5",TRUE
4314,"why_not_previous_esc","Public school student",3,"school_quality_private_opportunity","3;5",TRUE
4315,"why_not_previous_esc","My parents can't afford to send us to private school",1,"cost_financial_assistance","1;3",TRUE
4316,"why_not_previous_esc","she's from public, her school offers a private school with voucher but we didn't accept it, because we don't know about it",1,"cost_financial_assistance","1;3;5",TRUE
4317,"why_not_previous_esc","No",99,"blank_none_or_not_applicable","99",FALSE
4318,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4319,"why_not_previous_esc","Because my son studied in public school.",3,"school_quality_private_opportunity","3;5",TRUE
4320,"why_not_previous_esc","Studied in a public junior high school and was not an ESC beneficiary.",3,"school_quality_private_opportunity","3",FALSE
4321,"why_not_previous_esc","My daughtee studied at public school",3,"school_quality_private_opportunity","3;5",TRUE
4322,"why_not_previous_esc","My son went to public highschool and now incoming gr 11",3,"school_quality_private_opportunity","3",FALSE
4323,"why_not_previous_esc",,99,"blank_none_or_not_applicable","99",FALSE
4324,"why_not_previous_esc","cause i came from a public school",3,"school_quality_private_opportunity","3;5",TRUE
4325,"why_not_previous_esc","dahil hindi namin alam na merong ganyan",90,"other_substantive","90",TRUE
