school_id,region_code,full_division_code,full_municipality_code,treatment_status,time_point,grade,level_group,reading_category,student_count,english_assessed,percent_of_english_assessed
301974,5,503,50311,Treatment,BoSY,Grade 7,2-level,independent,35,82,42.68292682926829
302256,5,505,50501,Control,BoSY,Grade 7,2-level,independent,2,115,1.7391304347826086
301834,5,501,50106,Control,BoSY,Grade 7,2-level,independent,26,165,15.757575757575758
309760,5,503,50306,Control,BoSY,Grade 7,2-level,independent,0,34,0
309936,5,508,50819,Control,BoSY,Grade 7,2-level,independent,2,56,3.5714285714285716
302203,5,511,51102,Control,BoSY,Grade 7,2-level,independent,0,81,0
302011,5,503,50314,Control,BoSY,Grade 7,2-level,independent,9,229,3.930131004366812
500168,5,505,50501,Control,BoSY,Grade 7,2-level,independent,11,90,12.222222222222221
301947,5,503,50306,Control,BoSY,Grade 7,2-level,independent,7,312,2.2435897435897436
309941,5,508,50812,Control,BoSY,Grade 7,2-level,independent,20,244,8.19672131147541
301839,5,501,50111,Control,BoSY,Grade 7,2-level,independent,14,90,15.555555555555555
501843,5,508,50818,Treatment,BoSY,Grade 7,2-level,independent,15,40,37.5
302111,5,508,50801,Control,BoSY,Grade 7,2-level,independent,150,496,30.241935483870968
302133,5,509,50901,Control,BoSY,Grade 7,2-level,independent,9,174,5.172413793103448
301990,5,503,50317,Control,BoSY,Grade 7,2-level,independent,16,64,25
309937,5,508,50819,Control,BoSY,Grade 7,2-level,independent,16,80,20
302241,5,511,51105,Control,BoSY,Grade 7,2-level,independent,59,170,34.705882352941174
500167,5,505,50501,Control,BoSY,Grade 7,2-level,independent,2,60,3.3333333333333335
309764,5,503,50320,Control,BoSY,Grade 7,2-level,independent,0,40,0
302205,5,511,51106,Control,BoSY,Grade 7,2-level,independent,9,136,6.617647058823529
302014,5,503,50302,Control,BoSY,Grade 7,2-level,independent,0,159,0
309740,5,503,50315,Control,BoSY,Grade 7,2-level,independent,3,37,8.108108108108109
309741,5,503,50315,Control,BoSY,Grade 7,2-level,independent,6,117,5.128205128205129
302161,5,508,50803,Treatment,BoSY,Grade 7,2-level,independent,15,100,15
302113,5,508,50818,Treatment,BoSY,Grade 7,2-level,independent,9,100,9
302127,5,508,50817,Control,BoSY,Grade 7,2-level,independent,3,49,6.122448979591836
301899,5,502,50205,Control,BoSY,Grade 7,2-level,independent,15,132,11.363636363636363
309509,5,501,50113,Control,BoSY,Grade 7,2-level,independent,10,89,11.235955056179776
309903,5,508,50816,Control,BoSY,Grade 7,2-level,independent,34,103,33.00970873786408
301995,5,503,50310,Control,BoSY,Grade 7,2-level,independent,20,63,31.746031746031747
309702,5,503,50325,Control,BoSY,Grade 7,2-level,independent,13,257,5.058365758754864
501020,5,503,50310,Control,BoSY,Grade 7,2-level,independent,6,33,18.181818181818183
309743,5,503,50332,Control,BoSY,Grade 7,2-level,independent,9,115,7.826086956521739
301816,5,501,50101,Control,BoSY,Grade 7,2-level,independent,2,122,1.639344262295082
302054,5,503,50315,Control,BoSY,Grade 7,2-level,independent,18,112,16.071428571428573
301862,5,507,50701,Control,BoSY,Grade 7,2-level,independent,6,247,2.42914979757085
502477,5,501,50108,Control,BoSY,Grade 7,2-level,independent,10,26,38.46153846153846
302283,5,513,51301,Control,BoSY,Grade 7,2-level,independent,11,333,3.3033033033033035
301900,5,502,50206,Control,BoSY,Grade 7,2-level,independent,0,71,0
302123,5,508,50808,Control,BoSY,Grade 7,2-level,independent,1,81,1.2345679012345678
309512,5,501,50110,Control,BoSY,Grade 7,2-level,independent,11,50,22
302284,5,513,51301,Control,BoSY,Grade 7,2-level,independent,8,181,4.419889502762431
500034,5,508,50819,Control,BoSY,Grade 7,2-level,independent,0,37,0
302043,5,503,50305,Control,BoSY,Grade 7,2-level,independent,6,213,2.816901408450704
302182,5,511,51107,Control,BoSY,Grade 7,2-level,independent,1,90,1.1111111111111112
301986,5,503,50334,Control,BoSY,Grade 7,2-level,independent,13,206,6.310679611650485
302109,5,508,50817,Control,BoSY,Grade 7,2-level,independent,11,240,4.583333333333333
302061,5,503,50311,Control,BoSY,Grade 7,2-level,independent,15,82,18.29268292682927
309931,5,508,50802,Control,BoSY,Grade 7,2-level,independent,12,87,13.793103448275861
301984,5,503,50331,Control,BoSY,Grade 7,2-level,independent,38,225,16.88888888888889
302156,5,508,50803,Control,BoSY,Grade 7,2-level,independent,33,101,32.67326732673267
309705,5,503,50330,Control,BoSY,Grade 7,2-level,independent,3,87,3.4482758620689653
500165,5,508,50804,Control,BoSY,Grade 7,2-level,independent,3,51,5.882352941176471
301930,5,503,50328,Control,BoSY,Grade 7,2-level,independent,2,99,2.0202020202020203
302177,5,508,50806,Control,BoSY,Grade 7,2-level,independent,4,114,3.508771929824561
302282,5,513,51301,Control,BoSY,Grade 7,2-level,independent,17,328,5.182926829268292
502615,5,508,50802,Control,BoSY,Grade 7,2-level,independent,2,22,9.090909090909092
302263,5,506,50601,Control,BoSY,Grade 7,2-level,independent,3,66,4.545454545454546
301826,5,501,50103,Control,BoSY,Grade 7,2-level,independent,2,56,3.5714285714285716
305750,5,513,51301,Control,BoSY,Grade 7,2-level,independent,2,66,3.0303030303030303
301870,5,501,50110,Control,BoSY,Grade 7,2-level,independent,6,124,4.838709677419355
302039,5,503,50316,Control,BoSY,Grade 7,2-level,independent,50,322,15.527950310559007
301868,5,501,50112,Control,BoSY,Grade 7,2-level,independent,45,227,19.823788546255507
301963,5,503,50316,Control,BoSY,Grade 7,2-level,independent,25,219,11.415525114155251
340567,15,1505,150501,Treatment,BoSY,Grade 7,2-level,independent,11,267,4.119850187265918
320606,15,1515,151502,Treatment,BoSY,Grade 7,2-level,independent,43,315,13.65079365079365
320202,15,1511,151101,Treatment,BoSY,Grade 7,2-level,independent,4,161,2.484472049689441
305310,15,1507,150703,Treatment,BoSY,Grade 7,2-level,independent,31,304,10.197368421052632
305418,15,1513,151301,Treatment,BoSY,Grade 7,2-level,independent,354,1277,27.721221613155834
500565,15,1515,151502,Treatment,BoSY,Grade 7,2-level,independent,136,947,14.361140443505807
301258,4,413,41308,Treatment,BoSY,Grade 7,2-level,independent,125,548,22.81021897810219
301214,4,411,41101,Treatment,BoSY,Grade 7,2-level,independent,100,646,15.479876160990711
301497,4,414,41401,Treatment,BoSY,Grade 7,2-level,independent,28,444,6.306306306306307
305411,15,1515,151502,Treatment,BoSY,Grade 7,2-level,independent,25,693,3.6075036075036073
305420,15,1513,151301,Treatment,BoSY,Grade 7,2-level,independent,233,1407,16.56005685856432
301231,4,413,41302,Control,BoSY,Grade 7,2-level,independent,25,236,10.59322033898305
301188,4,402,40201,Control,BoSY,Grade 7,2-level,independent,105,714,14.705882352941176
307913,4,413,41309,Control,BoSY,Grade 7,2-level,independent,1,351,0.2849002849002849
500566,15,1507,150710,Control,BoSY,Grade 7,2-level,independent,30,713,4.207573632538569
305453,15,1510,151001,Control,BoSY,Grade 7,2-level,independent,9,891,1.0101010101010102
305311,15,1507,150702,Control,BoSY,Grade 7,2-level,independent,19,288,6.597222222222222
301425,4,401,40101,Control,BoSY,Grade 7,2-level,independent,132,1052,12.547528517110266
301202,4,408,40812,Control,BoSY,Grade 7,2-level,independent,75,432,17.36111111111111
305412,15,1515,151502,Control,BoSY,Grade 7,2-level,independent,311,1188,26.17845117845118
308105,4,417,41703,Control,BoSY,Grade 7,2-level,independent,85,906,9.381898454746137
305341,15,1514,151401,Control,BoSY,Grade 7,2-level,independent,270,1278,21.12676056338028
319604,15,1512,151201,Control,BoSY,Grade 7,2-level,independent,16,395,4.050632911392405
305568,15,1516,151601,Control,BoSY,Grade 7,2-level,independent,125,469,26.652452025586353
305434,15,1503,150301,Control,BoSY,Grade 7,2-level,independent,164,967,16.959669079627716
301464,4,417,41710,Control,BoSY,Grade 7,2-level,independent,136,651,20.89093701996928
305461,15,1515,151502,Control,BoSY,Grade 7,2-level,independent,7,327,2.140672782874618
305384,15,1501,150101,Control,BoSY,Grade 7,2-level,independent,64,490,13.061224489795919
301143,4,421,42101,Control,BoSY,Grade 7,2-level,independent,282,1302,21.658986175115206
305340,15,1514,151401,Control,BoSY,Grade 7,2-level,independent,499,1372,36.370262390670554
305302,15,1507,150709,Treatment,BoSY,Grade 7,2-level,independent,189,1136,16.637323943661972
308103,4,417,41712,Control,BoSY,Grade 7,2-level,independent,48,406,11.822660098522167
308130,4,417,41711,Control,BoSY,Grade 7,2-level,independent,8,184,4.3478260869565215
301227,4,420,42001,Control,BoSY,Grade 7,2-level,independent,450,1520,29.605263157894736
305334,15,1514,151401,Control,BoSY,Grade 7,2-level,independent,39,605,6.446280991735537
305367,15,1512,151201,Control,BoSY,Grade 7,2-level,independent,268,1192,22.483221476510067
305635,15,1514,151401,Control,BoSY,Grade 7,2-level,independent,107,515,20.776699029126213
301218,4,408,40814,Control,BoSY,Grade 7,2-level,independent,332,2259,14.69676848162904
308501,4,415,41501,Control,BoSY,Grade 7,2-level,independent,78,724,10.773480662983426
500332,15,1506,150601,Control,BoSY,Grade 7,2-level,independent,53,316,16.772151898734176
305471,15,1509,150901,Control,BoSY,Grade 7,2-level,independent,40,1010,3.9603960396039604
305376,15,1501,150101,Treatment,BoSY,Grade 7,2-level,independent,142,890,15.955056179775282
301432,4,417,41705,Control,BoSY,Grade 7,2-level,independent,134,662,20.241691842900302
305459,15,1515,151502,Control,BoSY,Grade 7,2-level,independent,156,960,16.25
305313,15,1507,150708,Control,BoSY,Grade 7,2-level,independent,98,653,15.007656967840735
301186,4,410,41001,Control,BoSY,Grade 7,2-level,independent,359,2124,16.902071563088512
301184,4,410,41001,Control,BoSY,Grade 7,2-level,independent,911,1318,69.11987860394537
305295,15,1507,150710,Control,BoSY,Grade 7,2-level,independent,320,1345,23.79182156133829
301416,4,422,42201,Control,BoSY,Grade 7,2-level,independent,0,207,0
305450,15,1505,150501,Treatment,BoSY,Grade 7,2-level,independent,28,482,5.809128630705394
301403,4,416,41606,Control,BoSY,Grade 7,2-level,independent,54,584,9.246575342465754
301451,4,417,41708,Control,BoSY,Grade 7,2-level,independent,11,370,2.972972972972973
305338,15,1514,151401,Control,BoSY,Grade 7,2-level,independent,155,856,18.10747663551402
301257,4,413,41312,Control,BoSY,Grade 7,2-level,independent,513,2100,24.428571428571427
305416,15,1513,151301,Control,BoSY,Grade 7,2-level,independent,169,1038,16.28131021194605
305337,15,1514,151401,Control,BoSY,Grade 7,2-level,independent,675,2523,26.7538644470868
305353,15,1514,151401,Control,BoSY,Grade 7,2-level,independent,94,394,23.85786802030457
301197,4,408,40812,Control,BoSY,Grade 7,2-level,independent,109,442,24.660633484162897
301236,4,413,41308,Treatment,BoSY,Grade 7,2-level,independent,34,341,9.970674486803519
305444,15,1516,151601,Control,BoSY,Grade 7,2-level,independent,66,463,14.254859611231101
320306,15,1503,150301,Control,BoSY,Grade 7,2-level,independent,106,878,12.072892938496583
301489,4,414,41401,Control,BoSY,Grade 7,2-level,independent,94,403,23.325062034739453
301507,4,418,41801,Control,BoSY,Grade 7,2-level,independent,11,130,8.461538461538462
301456,4,417,41710,Control,BoSY,Grade 7,2-level,independent,81,619,13.08562197092084
301238,4,413,41303,Control,BoSY,Grade 7,2-level,independent,45,621,7.246376811594203
305438,15,1516,151601,Control,BoSY,Grade 7,2-level,independent,132,908,14.537444933920705
305324,15,1514,151401,Control,BoSY,Grade 7,2-level,independent,4,270,1.4814814814814814
305454,15,1510,151001,Control,BoSY,Grade 7,2-level,independent,20,139,14.388489208633093
308122,4,417,41708,Control,BoSY,Grade 7,2-level,independent,39,236,16.52542372881356
301508,4,418,41801,Control,BoSY,Grade 7,2-level,independent,13,311,4.180064308681672
305465,15,1515,151502,Control,BoSY,Grade 7,2-level,independent,84,813,10.33210332103321
305428,15,1511,151101,Control,BoSY,Grade 7,2-level,independent,122,412,29.611650485436893
301175,4,408,40807,Control,BoSY,Grade 7,2-level,independent,102,700,14.571428571428571
301437,4,417,41704,Control,BoSY,Grade 7,2-level,independent,223,1034,21.566731141199227
320204,15,1511,151101,Control,BoSY,Grade 7,2-level,independent,83,595,13.949579831932773
305447,15,1505,150501,Control,BoSY,Grade 7,2-level,independent,12,764,1.5706806282722514
301438,4,417,41704,Control,BoSY,Grade 7,2-level,independent,4,538,0.7434944237918215
308135,4,417,41708,Control,BoSY,Grade 7,2-level,independent,11,488,2.2540983606557377
301418,4,401,40101,Control,BoSY,Grade 7,2-level,independent,76,3463,2.194628934449899
305288,15,1507,150710,Control,BoSY,Grade 7,2-level,independent,17,704,2.414772727272727
301265,4,413,41301,Control,BoSY,Grade 7,2-level,independent,59,412,14.320388349514563
305442,15,1516,151601,Control,BoSY,Grade 7,2-level,independent,45,270,16.666666666666668
500339,15,1505,150501,Control,BoSY,Grade 7,2-level,independent,62,369,16.802168021680217
305435,15,1503,150301,Control,BoSY,Grade 7,2-level,independent,85,474,17.932489451476794
308134,4,417,41708,Control,BoSY,Grade 7,2-level,independent,138,643,21.46189735614308
305452,15,1505,150501,Control,BoSY,Grade 7,2-level,independent,60,693,8.658008658008658
312330,7,703,70308,Treatment,BoSY,Grade 7,2-level,independent,4,88,4.545454545454546
305710,7,703,70302,Treatment,BoSY,Grade 7,2-level,independent,15,86,17.441860465116278
305655,11,1101,110101,Treatment,BoSY,Grade 7,2-level,independent,3,27,11.11111111111111
305581,7,703,70303,Treatment,BoSY,Grade 7,2-level,independent,2,46,4.3478260869565215
303130,7,703,70309,Treatment,BoSY,Grade 7,2-level,independent,5,196,2.5510204081632653
312354,7,703,70309,Treatment,BoSY,Grade 7,2-level,independent,6,28,21.428571428571427
305849,11,1105,110503,Treatment,BoSY,Grade 7,2-level,independent,9,37,24.324324324324323
305500,11,1101,110101,Treatment,BoSY,Grade 7,2-level,independent,2,36,5.555555555555555
312355,7,703,70304,Treatment,BoSY,Grade 7,2-level,independent,3,38,7.894736842105263
501903,11,1110,111001,Treatment,BoSY,Grade 7,2-level,independent,1,30,3.3333333333333335
500665,7,705,70527,Control,BoSY,Grade 7,2-level,independent,6,107,5.607476635514018
312462,7,705,70520,Control,BoSY,Grade 7,2-level,independent,1,16,6.25
306038,11,1102,110202,Control,BoSY,Grade 7,2-level,independent,7,33,21.21212121212121
500221,7,705,70527,Control,BoSY,Grade 7,2-level,independent,2,22,9.090909090909092
500744,7,708,70801,Control,BoSY,Grade 7,2-level,independent,20,55,36.36363636363637
305884,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,18,125,14.4
303170,7,709,70901,Control,BoSY,Grade 7,2-level,independent,22,51,43.13725490196079
500787,7,708,70801,Control,BoSY,Grade 7,2-level,independent,16,49,32.6530612244898
500667,7,705,70528,Control,BoSY,Grade 7,2-level,independent,5,72,6.944444444444445
501071,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,8,25,32
303046,7,705,70527,Control,BoSY,Grade 7,2-level,independent,16,84,19.047619047619047
325303,7,707,70701,Control,BoSY,Grade 7,2-level,independent,1,85,1.1764705882352942
500208,7,703,70305,Control,BoSY,Grade 7,2-level,independent,3,19,15.789473684210526
312401,7,705,70525,Control,BoSY,Grade 7,2-level,independent,0,116,0
303136,7,706,70601,Control,BoSY,Grade 7,2-level,independent,8,111,7.207207207207207
312435,7,707,70701,Control,BoSY,Grade 7,2-level,independent,2,54,3.7037037037037037
502186,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,2,19,10.526315789473685
500782,7,708,70801,Control,BoSY,Grade 7,2-level,independent,93,291,31.95876288659794
306086,11,1106,110606,Control,BoSY,Grade 7,2-level,independent,1,18,5.555555555555555
305755,7,705,70529,Control,BoSY,Grade 7,2-level,independent,8,138,5.797101449275362
305665,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,0,25,0
501635,7,703,70301,Control,BoSY,Grade 7,2-level,independent,10,62,16.129032258064516
305843,11,1110,111001,Control,BoSY,Grade 7,2-level,independent,4,60,6.666666666666667
500894,7,705,70517,Control,BoSY,Grade 7,2-level,independent,7,101,6.930693069306931
500671,7,705,70506,Control,BoSY,Grade 7,2-level,independent,4,28,14.285714285714286
305847,11,1105,110503,Control,BoSY,Grade 7,2-level,independent,10,60,16.666666666666668
500784,7,708,70801,Control,BoSY,Grade 7,2-level,independent,1,24,4.166666666666667
501267,7,705,70525,Control,BoSY,Grade 7,2-level,independent,4,42,9.523809523809524
306000,7,705,70525,Control,BoSY,Grade 7,2-level,independent,9,63,14.285714285714286
305517,11,1106,110608,Control,BoSY,Grade 7,2-level,independent,4,53,7.547169811320755
305713,7,710,71001,Control,BoSY,Grade 7,2-level,independent,0,65,0
500768,7,705,70521,Control,BoSY,Grade 7,2-level,independent,0,83,0
316303,11,1107,110701,Control,BoSY,Grade 7,2-level,independent,13,71,18.309859154929576
316304,11,1107,110701,Control,BoSY,Grade 7,2-level,independent,2,101,1.9801980198019802
305506,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,2,22,9.090909090909092
500421,7,705,70507,Control,BoSY,Grade 7,2-level,independent,10,113,8.849557522123893
305681,11,1110,111001,Control,BoSY,Grade 7,2-level,independent,18,230,7.826086956521739
303186,7,711,71101,Control,BoSY,Grade 7,2-level,independent,8,145,5.517241379310345
501429,7,714,71402,Control,BoSY,Grade 7,2-level,independent,3,57,5.2631578947368425
305844,11,1103,110303,Control,BoSY,Grade 7,2-level,independent,7,57,12.280701754385966
305965,11,1110,111001,Control,BoSY,Grade 7,2-level,independent,33,114,28.94736842105263
501076,11,1103,110305,Control,BoSY,Grade 7,2-level,independent,0,13,0
305889,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,8,61,13.114754098360656
501074,11,1103,110306,Control,BoSY,Grade 7,2-level,independent,0,58,0
312408,7,705,70530,Control,BoSY,Grade 7,2-level,independent,11,79,13.924050632911392
501351,7,705,70522,Control,BoSY,Grade 7,2-level,independent,8,79,10.126582278481013
501404,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,3,18,16.666666666666668
305660,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,5,45,11.11111111111111
303219,7,701,70101,Control,BoSY,Grade 7,2-level,independent,29,141,20.56737588652482
312450,7,705,70522,Control,BoSY,Grade 7,2-level,independent,7,124,5.645161290322581
324903,7,704,70401,Control,BoSY,Grade 7,2-level,independent,9,44,20.454545454545453
501065,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,32,141,22.69503546099291
312451,7,705,70532,Control,BoSY,Grade 7,2-level,independent,2,88,2.272727272727273
501763,11,1103,110305,Control,BoSY,Grade 7,2-level,independent,0,45,0
316405,11,1110,111001,Control,BoSY,Grade 7,2-level,independent,8,166,4.819277108433735
316404,11,1110,111001,Control,BoSY,Grade 7,2-level,independent,0,63,0
316301,11,1107,110701,Control,BoSY,Grade 7,2-level,independent,118,198,59.5959595959596
312910,7,710,71001,Control,BoSY,Grade 7,2-level,independent,15,194,7.731958762886598
303011,7,705,70512,Control,BoSY,Grade 7,2-level,independent,10,59,16.949152542372882
305651,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,0,35,0
305662,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,3,52,5.769230769230769
305850,11,1105,110503,Control,BoSY,Grade 7,2-level,independent,0,32,0
312481,7,705,70518,Control,BoSY,Grade 7,2-level,independent,43,199,21.608040201005025
304409,11,1110,111001,Control,BoSY,Grade 7,2-level,independent,3,124,2.4193548387096775
303246,7,713,71303,Control,BoSY,Grade 7,2-level,independent,12,183,6.557377049180328
501405,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,14,65,21.53846153846154
305677,11,1105,110503,Control,BoSY,Grade 7,2-level,independent,3,59,5.084745762711864
500447,7,708,70801,Control,BoSY,Grade 7,2-level,independent,3,72,4.166666666666667
501305,7,708,70801,Control,BoSY,Grade 7,2-level,independent,4,31,12.903225806451612
305917,7,708,70801,Control,BoSY,Grade 7,2-level,independent,2,24,8.333333333333334
305722,7,703,70304,Control,BoSY,Grade 7,2-level,independent,0,60,0
312953,7,713,71306,Control,BoSY,Grade 7,2-level,independent,12,46,26.08695652173913
305498,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,2,75,2.6666666666666665
305669,11,1101,110101,Control,BoSY,Grade 7,2-level,independent,2,39,5.128205128205129
312960,7,710,71002,Control,BoSY,Grade 7,2-level,independent,1,71,1.408450704225352
309906,5,508,50811,Treatment,BoSY,Grade 7,3-level,frustration,76,130,58.46153846153846
309934,5,508,50806,Treatment,BoSY,Grade 7,3-level,frustration,2,43,4.651162790697675
301871,5,501,50107,Treatment,BoSY,Grade 7,3-level,frustration,46,73,63.013698630136986
302134,5,508,50804,Treatment,BoSY,Grade 7,3-level,frustration,0,169,0
302117,5,508,50803,Treatment,BoSY,Grade 7,3-level,frustration,16,92,17.391304347826086
309909,5,508,50801,Treatment,BoSY,Grade 7,3-level,frustration,120,127,94.48818897637796
309915,5,508,50801,Treatment,BoSY,Grade 7,3-level,frustration,19,51,37.254901960784316
501544,5,508,50815,Treatment,BoSY,Grade 7,3-level,frustration,36,72,50
301887,5,502,50205,Treatment,BoSY,Grade 7,3-level,frustration,13,98,13.26530612244898
302175,5,508,50820,Treatment,BoSY,Grade 7,3-level,frustration,8,126,6.349206349206349
302146,5,508,50812,Treatment,BoSY,Grade 7,3-level,frustration,104,150,69.33333333333333
309921,5,508,50805,Treatment,BoSY,Grade 7,3-level,frustration,33,97,34.02061855670103
302254,5,505,50501,Control,BoSY,Grade 7,3-level,frustration,48,93,51.61290322580645
309513,5,501,50112,Control,BoSY,Grade 7,3-level,frustration,75,122,61.47540983606557
500163,5,508,50801,Control,BoSY,Grade 7,3-level,frustration,3,76,3.9473684210526314
302058,5,503,50333,Control,BoSY,Grade 7,3-level,frustration,59,99,59.5959595959596
302192,5,511,51103,Control,BoSY,Grade 7,3-level,frustration,46,286,16.083916083916083
302227,5,511,51105,Control,BoSY,Grade 7,3-level,frustration,69,76,90.78947368421052
302252,5,505,50501,Control,BoSY,Grade 7,3-level,frustration,59,98,60.204081632653065
309914,5,508,50806,Control,BoSY,Grade 7,3-level,frustration,44,230,19.130434782608695
309711,5,503,50317,Control,BoSY,Grade 7,3-level,frustration,41,64,64.0625
301817,5,507,50701,Control,BoSY,Grade 7,3-level,frustration,66,114,57.89473684210526
302165,5,508,50816,Control,BoSY,Grade 7,3-level,frustration,58,92,63.04347826086956
301974,5,503,50311,Treatment,BoSY,Grade 7,3-level,frustration,0,82,0
302256,5,505,50501,Control,BoSY,Grade 7,3-level,frustration,18,115,15.652173913043478
301834,5,501,50106,Control,BoSY,Grade 7,3-level,frustration,22,165,13.333333333333334
309760,5,503,50306,Control,BoSY,Grade 7,3-level,frustration,22,34,64.70588235294117
309936,5,508,50819,Control,BoSY,Grade 7,3-level,frustration,0,56,0
302203,5,511,51102,Control,BoSY,Grade 7,3-level,frustration,54,81,66.66666666666667
302011,5,503,50314,Control,BoSY,Grade 7,3-level,frustration,155,229,67.68558951965065
500168,5,505,50501,Control,BoSY,Grade 7,3-level,frustration,9,90,10
301947,5,503,50306,Control,BoSY,Grade 7,3-level,frustration,150,312,48.07692307692308
309941,5,508,50812,Control,BoSY,Grade 7,3-level,frustration,107,244,43.85245901639344
301839,5,501,50111,Control,BoSY,Grade 7,3-level,frustration,2,90,2.2222222222222223
501843,5,508,50818,Treatment,BoSY,Grade 7,3-level,frustration,6,40,15
302111,5,508,50801,Control,BoSY,Grade 7,3-level,frustration,16,496,3.225806451612903
302133,5,509,50901,Control,BoSY,Grade 7,3-level,frustration,95,174,54.59770114942529
301990,5,503,50317,Control,BoSY,Grade 7,3-level,frustration,4,64,6.25
309937,5,508,50819,Control,BoSY,Grade 7,3-level,frustration,20,80,25
302241,5,511,51105,Control,BoSY,Grade 7,3-level,frustration,0,170,0
500167,5,505,50501,Control,BoSY,Grade 7,3-level,frustration,29,60,48.333333333333336
309764,5,503,50320,Control,BoSY,Grade 7,3-level,frustration,32,40,80
302205,5,511,51106,Control,BoSY,Grade 7,3-level,frustration,1,136,0.7352941176470589
302014,5,503,50302,Control,BoSY,Grade 7,3-level,frustration,122,159,76.72955974842768
309740,5,503,50315,Control,BoSY,Grade 7,3-level,frustration,11,37,29.72972972972973
309741,5,503,50315,Control,BoSY,Grade 7,3-level,frustration,97,117,82.90598290598291
302161,5,508,50803,Treatment,BoSY,Grade 7,3-level,frustration,24,100,24
302113,5,508,50818,Treatment,BoSY,Grade 7,3-level,frustration,35,100,35
302127,5,508,50817,Control,BoSY,Grade 7,3-level,frustration,24,49,48.97959183673469
301899,5,502,50205,Control,BoSY,Grade 7,3-level,frustration,23,132,17.424242424242426
309509,5,501,50113,Control,BoSY,Grade 7,3-level,frustration,4,89,4.49438202247191
309903,5,508,50816,Control,BoSY,Grade 7,3-level,frustration,0,103,0
301995,5,503,50310,Control,BoSY,Grade 7,3-level,frustration,0,63,0
309702,5,503,50325,Control,BoSY,Grade 7,3-level,frustration,214,257,83.26848249027238
501020,5,503,50310,Control,BoSY,Grade 7,3-level,frustration,1,33,3.0303030303030303
309743,5,503,50332,Control,BoSY,Grade 7,3-level,frustration,66,115,57.391304347826086
301816,5,501,50101,Control,BoSY,Grade 7,3-level,frustration,3,122,2.459016393442623
302054,5,503,50315,Control,BoSY,Grade 7,3-level,frustration,18,112,16.071428571428573
301862,5,507,50701,Control,BoSY,Grade 7,3-level,frustration,144,247,58.29959514170041
502477,5,501,50108,Control,BoSY,Grade 7,3-level,frustration,0,26,0
302283,5,513,51301,Control,BoSY,Grade 7,3-level,frustration,141,333,42.34234234234234
301900,5,502,50206,Control,BoSY,Grade 7,3-level,frustration,12,71,16.901408450704224
302123,5,508,50808,Control,BoSY,Grade 7,3-level,frustration,61,81,75.30864197530865
309512,5,501,50110,Control,BoSY,Grade 7,3-level,frustration,0,50,0
302284,5,513,51301,Control,BoSY,Grade 7,3-level,frustration,115,181,63.53591160220994
500034,5,508,50819,Control,BoSY,Grade 7,3-level,frustration,12,37,32.432432432432435
302043,5,503,50305,Control,BoSY,Grade 7,3-level,frustration,19,213,8.92018779342723
302182,5,511,51107,Control,BoSY,Grade 7,3-level,frustration,44,90,48.888888888888886
301986,5,503,50334,Control,BoSY,Grade 7,3-level,frustration,118,206,57.28155339805825
302109,5,508,50817,Control,BoSY,Grade 7,3-level,frustration,0,240,0
302061,5,503,50311,Control,BoSY,Grade 7,3-level,frustration,7,82,8.536585365853659
309931,5,508,50802,Control,BoSY,Grade 7,3-level,frustration,23,87,26.436781609195403
301984,5,503,50331,Control,BoSY,Grade 7,3-level,frustration,97,225,43.111111111111114
302156,5,508,50803,Control,BoSY,Grade 7,3-level,frustration,0,101,0
309705,5,503,50330,Control,BoSY,Grade 7,3-level,frustration,62,87,71.26436781609195
500165,5,508,50804,Control,BoSY,Grade 7,3-level,frustration,28,51,54.90196078431372
301930,5,503,50328,Control,BoSY,Grade 7,3-level,frustration,76,99,76.76767676767676
302177,5,508,50806,Control,BoSY,Grade 7,3-level,frustration,40,114,35.08771929824562
302282,5,513,51301,Control,BoSY,Grade 7,3-level,frustration,31,328,9.451219512195122
502615,5,508,50802,Control,BoSY,Grade 7,3-level,frustration,17,22,77.27272727272727
302263,5,506,50601,Control,BoSY,Grade 7,3-level,frustration,24,66,36.36363636363637
301826,5,501,50103,Control,BoSY,Grade 7,3-level,frustration,12,56,21.428571428571427
305750,5,513,51301,Control,BoSY,Grade 7,3-level,frustration,33,66,50
301870,5,501,50110,Control,BoSY,Grade 7,3-level,frustration,94,124,75.80645161290323
302039,5,503,50316,Control,BoSY,Grade 7,3-level,frustration,41,322,12.732919254658386
301868,5,501,50112,Control,BoSY,Grade 7,3-level,frustration,12,227,5.286343612334802
301963,5,503,50316,Control,BoSY,Grade 7,3-level,frustration,38,219,17.35159817351598
340567,15,1505,150501,Treatment,BoSY,Grade 7,3-level,frustration,125,267,46.81647940074907
