school_id,time_point,grade,level_group,english_assessed,summed_category_count,discrepancy_count,has_discrepancy
302252,BoSY,Grade 7,3-level,98,70,-28,TRUE
302252,BoSY,Grade 8,2-level,90,18,-72,TRUE
302252,BoSY,Grade 8,3-level,90,72,-18,TRUE
302252,BoSY,Grade 9,2-level,58,40,-18,TRUE
302252,BoSY,Grade 9,3-level,58,18,-40,TRUE
302252,EoSY,Grade 10,eosy,69,69,0,FALSE
302252,EoSY,Grade 7,eosy,98,98,0,FALSE
302252,EoSY,Grade 8,eosy,89,89,0,FALSE
302252,EoSY,Grade 9,eosy,58,58,0,FALSE
302254,BoSY,Grade 10,2-level,99,33,-66,TRUE
302254,BoSY,Grade 10,3-level,99,66,-33,TRUE
302254,BoSY,Grade 7,2-level,93,30,-63,TRUE
302254,BoSY,Grade 7,3-level,93,63,-30,TRUE
302254,BoSY,Grade 8,2-level,94,31,-63,TRUE
302254,BoSY,Grade 8,3-level,94,63,-31,TRUE
302254,BoSY,Grade 9,2-level,89,31,-58,TRUE
302254,BoSY,Grade 9,3-level,89,58,-31,TRUE
302254,EoSY,Grade 10,eosy,100,100,0,FALSE
302254,EoSY,Grade 7,eosy,93,93,0,FALSE
302254,EoSY,Grade 8,eosy,95,95,0,FALSE
302254,EoSY,Grade 9,eosy,89,89,0,FALSE
302256,BoSY,Grade 10,2-level,115,64,-51,TRUE
302256,BoSY,Grade 10,3-level,115,41,-74,TRUE
302256,BoSY,Grade 7,2-level,115,9,-106,TRUE
302256,BoSY,Grade 7,3-level,115,99,-16,TRUE
302256,BoSY,Grade 8,2-level,110,52,-58,TRUE
302256,BoSY,Grade 8,3-level,110,50,-60,TRUE
302256,BoSY,Grade 9,2-level,93,53,-40,TRUE
302256,BoSY,Grade 9,3-level,93,32,-61,TRUE
302256,EoSY,Grade 10,eosy,115,115,0,FALSE
302256,EoSY,Grade 7,eosy,118,118,0,FALSE
302256,EoSY,Grade 8,eosy,107,107,0,FALSE
302256,EoSY,Grade 9,eosy,95,95,0,FALSE
302263,BoSY,Grade 10,2-level,90,69,-21,TRUE
302263,BoSY,Grade 10,3-level,90,5,-85,TRUE
302263,BoSY,Grade 7,2-level,66,15,-51,TRUE
302263,BoSY,Grade 7,3-level,66,51,-15,TRUE
302263,BoSY,Grade 8,2-level,90,13,-77,TRUE
302263,BoSY,Grade 8,3-level,90,76,-14,TRUE
302263,BoSY,Grade 9,2-level,61,27,-34,TRUE
302263,BoSY,Grade 9,3-level,61,34,-27,TRUE
302263,EoSY,Grade 10,eosy,72,72,0,FALSE
302263,EoSY,Grade 7,eosy,61,61,0,FALSE
302263,EoSY,Grade 8,eosy,84,84,0,FALSE
302263,EoSY,Grade 9,eosy,62,62,0,FALSE
302282,BoSY,Grade 10,2-level,275,133,-142,TRUE
302282,BoSY,Grade 10,3-level,275,138,-137,TRUE
302282,BoSY,Grade 7,2-level,328,82,-246,TRUE
302282,BoSY,Grade 7,3-level,328,245,-83,TRUE
302282,BoSY,Grade 8,2-level,367,206,-161,TRUE
302282,BoSY,Grade 8,3-level,367,161,-206,TRUE
302282,BoSY,Grade 9,2-level,289,100,-189,TRUE
302282,BoSY,Grade 9,3-level,289,182,-107,TRUE
302282,EoSY,Grade 10,eosy,267,267,0,FALSE
302282,EoSY,Grade 7,eosy,286,286,0,FALSE
302282,EoSY,Grade 8,eosy,358,358,0,FALSE
302282,EoSY,Grade 9,eosy,261,261,0,FALSE
302283,BoSY,Grade 10,2-level,299,69,-230,TRUE
302283,BoSY,Grade 10,3-level,299,181,-118,TRUE
302283,BoSY,Grade 7,2-level,333,66,-267,TRUE
302283,BoSY,Grade 7,3-level,333,234,-99,TRUE
302283,BoSY,Grade 8,2-level,343,65,-278,TRUE
302283,BoSY,Grade 8,3-level,343,253,-90,TRUE
302283,BoSY,Grade 9,2-level,246,38,-208,TRUE
302283,BoSY,Grade 9,3-level,246,140,-106,TRUE
302283,EoSY,Grade 10,eosy,249,249,0,FALSE
302283,EoSY,Grade 7,eosy,304,304,0,FALSE
302283,EoSY,Grade 8,eosy,304,304,0,FALSE
302283,EoSY,Grade 9,eosy,177,177,0,FALSE
302284,BoSY,Grade 10,2-level,172,22,-150,TRUE
302284,BoSY,Grade 10,3-level,172,150,-22,TRUE
302284,BoSY,Grade 7,2-level,181,19,-162,TRUE
302284,BoSY,Grade 7,3-level,181,162,-19,TRUE
302284,BoSY,Grade 8,2-level,180,24,-156,TRUE
302284,BoSY,Grade 8,3-level,180,156,-24,TRUE
302284,BoSY,Grade 9,2-level,151,40,-111,TRUE
302284,BoSY,Grade 9,3-level,151,111,-40,TRUE
302284,EoSY,Grade 10,eosy,170,170,0,FALSE
302284,EoSY,Grade 7,eosy,180,180,0,FALSE
302284,EoSY,Grade 8,eosy,146,146,0,FALSE
302284,EoSY,Grade 9,eosy,148,148,0,FALSE
303011,BoSY,Grade 10,2-level,35,17,-18,TRUE
303011,BoSY,Grade 10,3-level,35,6,-29,TRUE
303011,BoSY,Grade 7,2-level,59,24,-35,TRUE
303011,BoSY,Grade 7,3-level,59,30,-29,TRUE
303011,BoSY,Grade 8,2-level,43,19,-24,TRUE
303011,BoSY,Grade 8,3-level,43,14,-29,TRUE
303011,BoSY,Grade 9,2-level,32,10,-22,TRUE
303011,BoSY,Grade 9,3-level,32,8,-24,TRUE
303011,EoSY,Grade 10,eosy,30,30,0,FALSE
303011,EoSY,Grade 7,eosy,50,50,0,FALSE
303011,EoSY,Grade 8,eosy,40,40,0,FALSE
303011,EoSY,Grade 9,eosy,26,26,0,FALSE
303046,BoSY,Grade 10,2-level,95,5,-90,TRUE
303046,BoSY,Grade 10,3-level,95,89,-6,TRUE
303046,BoSY,Grade 7,2-level,84,45,-39,TRUE
303046,BoSY,Grade 7,3-level,84,39,-45,TRUE
303046,BoSY,Grade 8,2-level,112,43,-69,TRUE
303046,BoSY,Grade 8,3-level,112,65,-47,TRUE
303046,BoSY,Grade 9,2-level,80,4,-76,TRUE
303046,BoSY,Grade 9,3-level,80,76,-4,TRUE
303046,EoSY,Grade 10,eosy,93,93,0,FALSE
303046,EoSY,Grade 7,eosy,86,86,0,FALSE
303046,EoSY,Grade 8,eosy,107,107,0,FALSE
303046,EoSY,Grade 9,eosy,69,69,0,FALSE
303130,BoSY,Grade 10,2-level,208,30,-178,TRUE
303130,BoSY,Grade 10,3-level,208,178,-30,TRUE
303130,BoSY,Grade 7,2-level,196,16,-180,TRUE
303130,BoSY,Grade 7,3-level,196,180,-16,TRUE
303130,BoSY,Grade 8,2-level,193,15,-178,TRUE
303130,BoSY,Grade 8,3-level,193,178,-15,TRUE
303130,BoSY,Grade 9,2-level,138,30,-108,TRUE
303130,BoSY,Grade 9,3-level,138,108,-30,TRUE
303130,EoSY,Grade 10,eosy,195,195,0,FALSE
303130,EoSY,Grade 7,eosy,184,184,0,FALSE
303130,EoSY,Grade 8,eosy,177,177,0,FALSE
303130,EoSY,Grade 9,eosy,133,133,0,FALSE
303136,BoSY,Grade 10,2-level,66,21,-45,TRUE
303136,BoSY,Grade 10,3-level,66,44,-22,TRUE
303136,BoSY,Grade 7,2-level,111,40,-71,TRUE
303136,BoSY,Grade 7,3-level,111,70,-41,TRUE
303136,BoSY,Grade 8,2-level,80,16,-64,TRUE
303136,BoSY,Grade 8,3-level,80,64,-16,TRUE
303136,BoSY,Grade 9,2-level,55,18,-37,TRUE
303136,BoSY,Grade 9,3-level,55,37,-18,TRUE
303136,EoSY,Grade 10,eosy,65,65,0,FALSE
303136,EoSY,Grade 7,eosy,108,108,0,FALSE
303136,EoSY,Grade 8,eosy,76,76,0,FALSE
303136,EoSY,Grade 9,eosy,49,49,0,FALSE
303170,BoSY,Grade 10,2-level,51,31,-20,TRUE
303170,BoSY,Grade 10,3-level,51,20,-31,TRUE
303170,BoSY,Grade 7,2-level,51,27,-24,TRUE
303170,BoSY,Grade 7,3-level,51,24,-27,TRUE
303170,BoSY,Grade 8,2-level,66,15,-51,TRUE
303170,BoSY,Grade 8,3-level,66,51,-15,TRUE
303170,BoSY,Grade 9,2-level,34,17,-17,TRUE
303170,BoSY,Grade 9,3-level,34,16,-18,TRUE
303170,EoSY,Grade 10,eosy,42,42,0,FALSE
303170,EoSY,Grade 7,eosy,45,45,0,FALSE
303170,EoSY,Grade 8,eosy,65,65,0,FALSE
303170,EoSY,Grade 9,eosy,31,31,0,FALSE
303186,BoSY,Grade 10,2-level,90,27,-63,TRUE
303186,BoSY,Grade 10,3-level,90,37,-53,TRUE
303186,BoSY,Grade 7,2-level,145,18,-127,TRUE
303186,BoSY,Grade 7,3-level,145,118,-27,TRUE
303186,BoSY,Grade 8,2-level,141,25,-116,TRUE
303186,BoSY,Grade 8,3-level,141,96,-45,TRUE
303186,BoSY,Grade 9,2-level,109,29,-80,TRUE
303186,BoSY,Grade 9,3-level,109,31,-78,TRUE
303186,EoSY,Grade 10,eosy,88,88,0,FALSE
303186,EoSY,Grade 7,eosy,145,145,0,FALSE
303186,EoSY,Grade 8,eosy,140,140,0,FALSE
303186,EoSY,Grade 9,eosy,110,110,0,FALSE
303219,BoSY,Grade 10,2-level,113,56,-57,TRUE
303219,BoSY,Grade 10,3-level,113,37,-76,TRUE
303219,BoSY,Grade 7,2-level,141,68,-73,TRUE
303219,BoSY,Grade 7,3-level,141,55,-86,TRUE
303219,BoSY,Grade 8,2-level,106,46,-60,TRUE
303219,BoSY,Grade 8,3-level,106,44,-62,TRUE
303219,BoSY,Grade 9,2-level,108,58,-50,TRUE
303219,BoSY,Grade 9,3-level,108,33,-75,TRUE
303219,EoSY,Grade 10,eosy,126,126,0,FALSE
303219,EoSY,Grade 7,eosy,145,145,0,FALSE
303219,EoSY,Grade 8,eosy,115,115,0,FALSE
303219,EoSY,Grade 9,eosy,125,125,0,FALSE
303246,BoSY,Grade 10,2-level,84,31,-53,TRUE
303246,BoSY,Grade 10,3-level,84,53,-31,TRUE
303246,BoSY,Grade 7,2-level,183,50,-133,TRUE
303246,BoSY,Grade 7,3-level,183,131,-52,TRUE
303246,BoSY,Grade 8,2-level,138,65,-73,TRUE
303246,BoSY,Grade 8,3-level,138,69,-69,TRUE
303246,BoSY,Grade 9,2-level,109,56,-53,TRUE
303246,BoSY,Grade 9,3-level,109,48,-61,TRUE
303246,EoSY,Grade 10,eosy,77,77,0,FALSE
303246,EoSY,Grade 7,eosy,179,179,0,FALSE
303246,EoSY,Grade 8,eosy,125,125,0,FALSE
303246,EoSY,Grade 9,eosy,101,101,0,FALSE
304409,BoSY,Grade 10,2-level,93,36,-57,TRUE
304409,BoSY,Grade 10,3-level,93,56,-37,TRUE
304409,BoSY,Grade 7,2-level,124,41,-83,TRUE
304409,BoSY,Grade 7,3-level,124,83,-41,TRUE
304409,BoSY,Grade 8,2-level,135,31,-104,TRUE
304409,BoSY,Grade 8,3-level,135,104,-31,TRUE
304409,BoSY,Grade 9,2-level,101,27,-74,TRUE
304409,BoSY,Grade 9,3-level,101,73,-28,TRUE
304409,EoSY,Grade 10,eosy,89,89,0,FALSE
304409,EoSY,Grade 7,eosy,128,128,0,FALSE
304409,EoSY,Grade 8,eosy,137,137,0,FALSE
304409,EoSY,Grade 9,eosy,109,109,0,FALSE
305288,BoSY,Grade 10,2-level,745,335,-410,TRUE
305288,BoSY,Grade 10,3-level,745,379,-366,TRUE
305288,BoSY,Grade 7,2-level,704,154,-550,TRUE
305288,BoSY,Grade 7,3-level,704,544,-160,TRUE
305288,BoSY,Grade 8,2-level,710,191,-519,TRUE
305288,BoSY,Grade 8,3-level,710,518,-192,TRUE
305288,BoSY,Grade 9,2-level,732,236,-496,TRUE
305288,BoSY,Grade 9,3-level,732,444,-288,TRUE
305288,EoSY,Grade 10,eosy,594,594,0,FALSE
305288,EoSY,Grade 7,eosy,639,639,0,FALSE
305288,EoSY,Grade 8,eosy,662,662,0,FALSE
305288,EoSY,Grade 9,eosy,536,536,0,FALSE
305295,BoSY,Grade 10,2-level,1261,213,-1048,TRUE
305295,BoSY,Grade 10,3-level,1261,188,-1073,TRUE
305295,BoSY,Grade 7,2-level,1345,450,-895,TRUE
305295,BoSY,Grade 7,3-level,1345,375,-970,TRUE
305295,BoSY,Grade 8,2-level,1171,320,-851,TRUE
305295,BoSY,Grade 8,3-level,1171,216,-955,TRUE
305295,BoSY,Grade 9,2-level,1234,315,-919,TRUE
305295,BoSY,Grade 9,3-level,1234,189,-1045,TRUE
305295,EoSY,Grade 10,eosy,367,367,0,FALSE
305295,EoSY,Grade 7,eosy,783,783,0,FALSE
305295,EoSY,Grade 8,eosy,510,510,0,FALSE
305295,EoSY,Grade 9,eosy,459,459,0,FALSE
305302,BoSY,Grade 10,2-level,1036,441,-595,TRUE
305302,BoSY,Grade 10,3-level,1036,580,-456,TRUE
305302,BoSY,Grade 7,2-level,1136,383,-753,TRUE
305302,BoSY,Grade 7,3-level,1136,741,-395,TRUE
305302,BoSY,Grade 8,2-level,1106,216,-890,TRUE
305302,BoSY,Grade 8,3-level,1106,882,-224,TRUE
305302,BoSY,Grade 9,2-level,1021,544,-477,TRUE
305302,BoSY,Grade 9,3-level,1021,461,-560,TRUE
305302,EoSY,Grade 10,eosy,998,998,0,FALSE
305302,EoSY,Grade 7,eosy,1087,1087,0,FALSE
305302,EoSY,Grade 8,eosy,1040,1040,0,FALSE
305302,EoSY,Grade 9,eosy,921,921,0,FALSE
305310,BoSY,Grade 10,2-level,291,61,-230,TRUE
305310,BoSY,Grade 10,3-level,291,17,-274,TRUE
305310,BoSY,Grade 7,2-level,304,124,-180,TRUE
305310,BoSY,Grade 7,3-level,304,132,-172,TRUE
305310,BoSY,Grade 8,2-level,319,64,-255,TRUE
305310,BoSY,Grade 8,3-level,319,46,-273,TRUE
305310,BoSY,Grade 9,2-level,299,50,-249,TRUE
305310,BoSY,Grade 9,3-level,299,28,-271,TRUE
305310,EoSY,Grade 10,eosy,78,78,0,FALSE
305310,EoSY,Grade 7,eosy,231,231,0,FALSE
305310,EoSY,Grade 8,eosy,84,84,0,FALSE
305310,EoSY,Grade 9,eosy,62,62,0,FALSE
305311,BoSY,Grade 10,2-level,325,112,-213,TRUE
305311,BoSY,Grade 10,3-level,325,210,-115,TRUE
305311,BoSY,Grade 7,2-level,288,52,-236,TRUE
305311,BoSY,Grade 7,3-level,288,235,-53,TRUE
305311,BoSY,Grade 8,2-level,293,32,-261,TRUE
305311,BoSY,Grade 8,3-level,293,261,-32,TRUE
305311,BoSY,Grade 9,2-level,266,94,-172,TRUE
305311,BoSY,Grade 9,3-level,266,168,-98,TRUE
305311,EoSY,Grade 10,eosy,311,311,0,FALSE
305311,EoSY,Grade 7,eosy,270,270,0,FALSE
305311,EoSY,Grade 8,eosy,282,282,0,FALSE
305311,EoSY,Grade 9,eosy,278,278,0,FALSE
305313,BoSY,Grade 10,2-level,529,300,-229,TRUE
305313,BoSY,Grade 10,3-level,529,89,-440,TRUE
305313,BoSY,Grade 7,2-level,653,371,-282,TRUE
305313,BoSY,Grade 7,3-level,653,162,-491,TRUE
305313,BoSY,Grade 8,2-level,597,264,-333,TRUE
305313,BoSY,Grade 8,3-level,597,184,-413,TRUE
305313,BoSY,Grade 9,2-level,497,277,-220,TRUE
305313,BoSY,Grade 9,3-level,497,122,-375,TRUE
305313,EoSY,Grade 10,eosy,310,310,0,FALSE
305313,EoSY,Grade 7,eosy,405,405,0,FALSE
305313,EoSY,Grade 8,eosy,363,363,0,FALSE
305313,EoSY,Grade 9,eosy,278,278,0,FALSE
305324,BoSY,Grade 10,2-level,298,78,-220,TRUE
305324,BoSY,Grade 10,3-level,298,22,-276,TRUE
305324,BoSY,Grade 7,2-level,270,99,-171,TRUE
305324,BoSY,Grade 7,3-level,270,152,-118,TRUE
305324,BoSY,Grade 8,2-level,310,91,-219,TRUE
305324,BoSY,Grade 8,3-level,310,106,-204,TRUE
305324,BoSY,Grade 9,2-level,292,104,-188,TRUE
305324,BoSY,Grade 9,3-level,292,52,-240,TRUE
305324,EoSY,Grade 10,eosy,69,69,0,FALSE
305324,EoSY,Grade 7,eosy,95,95,0,FALSE
305324,EoSY,Grade 8,eosy,86,86,0,FALSE
305324,EoSY,Grade 9,eosy,95,95,0,FALSE
305334,BoSY,Grade 10,2-level,648,57,-591,TRUE
305334,BoSY,Grade 10,3-level,648,45,-603,TRUE
305334,BoSY,Grade 7,2-level,605,74,-531,TRUE
305334,BoSY,Grade 7,3-level,605,142,-463,TRUE
305334,BoSY,Grade 8,2-level,661,177,-484,TRUE
305334,BoSY,Grade 8,3-level,661,129,-532,TRUE
305334,BoSY,Grade 9,2-level,569,225,-344,TRUE
305334,BoSY,Grade 9,3-level,569,90,-479,TRUE
305334,EoSY,Grade 10,eosy,92,92,0,FALSE
305334,EoSY,Grade 7,eosy,253,253,0,FALSE
305334,EoSY,Grade 8,eosy,273,273,0,FALSE
305334,EoSY,Grade 9,eosy,296,296,0,FALSE
305337,BoSY,Grade 10,2-level,1990,614,-1376,TRUE
305337,BoSY,Grade 10,3-level,1990,1185,-805,TRUE
305337,BoSY,Grade 7,2-level,2523,1633,-890,TRUE
305337,BoSY,Grade 7,3-level,2523,861,-1662,TRUE
305337,BoSY,Grade 8,2-level,2234,428,-1806,TRUE
305337,BoSY,Grade 8,3-level,2234,1680,-554,TRUE
305337,BoSY,Grade 9,2-level,1923,629,-1294,TRUE
305337,BoSY,Grade 9,3-level,1923,980,-943,TRUE
305337,EoSY,Grade 10,eosy,1993,1993,0,FALSE
305337,EoSY,Grade 7,eosy,2523,2523,0,FALSE
305337,EoSY,Grade 8,eosy,2234,2234,0,FALSE
305337,EoSY,Grade 9,eosy,1923,1923,0,FALSE
305338,BoSY,Grade 10,2-level,748,342,-406,TRUE
305338,BoSY,Grade 10,3-level,748,395,-353,TRUE
305338,BoSY,Grade 7,2-level,856,338,-518,TRUE
305338,BoSY,Grade 7,3-level,856,511,-345,TRUE
305338,BoSY,Grade 8,2-level,796,199,-597,TRUE
305338,BoSY,Grade 8,3-level,796,596,-200,TRUE
305338,BoSY,Grade 9,2-level,651,417,-234,TRUE
305338,BoSY,Grade 9,3-level,651,215,-436,TRUE
305338,EoSY,Grade 10,eosy,732,732,0,FALSE
305338,EoSY,Grade 7,eosy,860,860,0,FALSE
305338,EoSY,Grade 8,eosy,799,799,0,FALSE
305338,EoSY,Grade 9,eosy,628,628,0,FALSE
305340,BoSY,Grade 10,2-level,1369,724,-645,TRUE
305340,BoSY,Grade 10,3-level,1369,422,-947,TRUE
305340,BoSY,Grade 7,2-level,1372,681,-691,TRUE
305340,BoSY,Grade 7,3-level,1372,577,-795,TRUE
305340,BoSY,Grade 8,2-level,1208,636,-572,TRUE
305340,BoSY,Grade 8,3-level,1208,426,-782,TRUE
305340,BoSY,Grade 9,2-level,1128,437,-691,TRUE
305340,BoSY,Grade 9,3-level,1128,492,-636,TRUE
305340,EoSY,Grade 10,eosy,1146,1146,0,FALSE
305340,EoSY,Grade 7,eosy,1258,1258,0,FALSE
305340,EoSY,Grade 8,eosy,1062,1062,0,FALSE
305340,EoSY,Grade 9,eosy,929,929,0,FALSE
305341,BoSY,Grade 10,2-level,1599,628,-971,TRUE
305341,BoSY,Grade 10,3-level,1599,540,-1059,TRUE
305341,BoSY,Grade 7,2-level,1278,420,-858,TRUE
305341,BoSY,Grade 7,3-level,1278,631,-647,TRUE
305341,BoSY,Grade 8,2-level,1319,483,-836,TRUE
305341,BoSY,Grade 8,3-level,1319,751,-568,TRUE
305341,BoSY,Grade 9,2-level,862,515,-347,TRUE
305341,BoSY,Grade 9,3-level,862,289,-573,TRUE
305341,EoSY,Grade 10,eosy,1311,1311,0,FALSE
305341,EoSY,Grade 7,eosy,1289,1289,0,FALSE
305341,EoSY,Grade 8,eosy,1307,1307,0,FALSE
305341,EoSY,Grade 9,eosy,1266,1266,0,FALSE
305353,BoSY,Grade 10,2-level,505,316,-189,TRUE
305353,BoSY,Grade 10,3-level,505,145,-360,TRUE
305353,BoSY,Grade 7,2-level,394,175,-219,TRUE
305353,BoSY,Grade 7,3-level,394,213,-181,TRUE
305353,BoSY,Grade 8,2-level,477,145,-332,TRUE
305353,BoSY,Grade 8,3-level,477,329,-148,TRUE
305353,BoSY,Grade 9,2-level,397,198,-199,TRUE
305353,BoSY,Grade 9,3-level,397,190,-207,TRUE
305353,EoSY,Grade 10,eosy,501,501,0,FALSE
305353,EoSY,Grade 7,eosy,407,407,0,FALSE
305353,EoSY,Grade 8,eosy,476,476,0,FALSE
305353,EoSY,Grade 9,eosy,377,377,0,FALSE
305367,BoSY,Grade 10,2-level,936,736,-200,TRUE
305367,BoSY,Grade 10,3-level,936,195,-741,TRUE
305367,BoSY,Grade 7,2-level,1192,407,-785,TRUE
305367,BoSY,Grade 7,3-level,1192,780,-412,TRUE
305367,BoSY,Grade 8,2-level,1054,836,-218,TRUE
305367,BoSY,Grade 8,3-level,1054,200,-854,TRUE
305367,BoSY,Grade 9,2-level,901,473,-428,TRUE
305367,BoSY,Grade 9,3-level,901,352,-549,TRUE
305367,EoSY,Grade 10,eosy,863,863,0,FALSE
305367,EoSY,Grade 7,eosy,1074,1074,0,FALSE
305367,EoSY,Grade 8,eosy,986,986,0,FALSE
305367,EoSY,Grade 9,eosy,743,743,0,FALSE
305376,BoSY,Grade 10,2-level,789,215,-574,TRUE
305376,BoSY,Grade 10,3-level,789,156,-633,TRUE
305376,BoSY,Grade 7,2-level,890,241,-649,TRUE
305376,BoSY,Grade 7,3-level,890,185,-705,TRUE
305376,BoSY,Grade 8,2-level,839,252,-587,TRUE
305376,BoSY,Grade 8,3-level,839,167,-672,TRUE
305376,BoSY,Grade 9,2-level,775,197,-578,TRUE
305376,BoSY,Grade 9,3-level,775,170,-605,TRUE
305376,EoSY,Grade 10,eosy,371,371,0,FALSE
305376,EoSY,Grade 7,eosy,438,438,0,FALSE
305376,EoSY,Grade 8,eosy,489,489,0,FALSE
305376,EoSY,Grade 9,eosy,374,374,0,FALSE
305384,BoSY,Grade 10,2-level,451,173,-278,TRUE
305384,BoSY,Grade 10,3-level,451,150,-301,TRUE
305384,BoSY,Grade 7,2-level,490,103,-387,TRUE
305384,BoSY,Grade 7,3-level,490,309,-181,TRUE
305384,BoSY,Grade 8,2-level,518,143,-375,TRUE
305384,BoSY,Grade 8,3-level,518,329,-189,TRUE
305384,BoSY,Grade 9,2-level,418,131,-287,TRUE
305384,BoSY,Grade 9,3-level,418,164,-254,TRUE
305384,EoSY,Grade 10,eosy,150,150,0,FALSE
305384,EoSY,Grade 7,eosy,313,313,0,FALSE
305384,EoSY,Grade 8,eosy,328,328,0,FALSE
305384,EoSY,Grade 9,eosy,164,164,0,FALSE
305411,BoSY,Grade 10,2-level,1030,257,-773,TRUE
305411,BoSY,Grade 10,3-level,1030,255,-775,TRUE
305411,BoSY,Grade 7,2-level,693,188,-505,TRUE
305411,BoSY,Grade 7,3-level,693,230,-463,TRUE
305411,BoSY,Grade 8,2-level,810,212,-598,TRUE
305411,BoSY,Grade 8,3-level,810,252,-558,TRUE
305411,BoSY,Grade 9,2-level,844,229,-615,TRUE
305411,BoSY,Grade 9,3-level,844,303,-541,TRUE
305411,EoSY,Grade 10,eosy,1041,1041,0,FALSE
305411,EoSY,Grade 7,eosy,670,670,0,FALSE
305411,EoSY,Grade 8,eosy,782,782,0,FALSE
305411,EoSY,Grade 9,eosy,814,814,0,FALSE
305412,BoSY,Grade 10,2-level,933,668,-265,TRUE
305412,BoSY,Grade 10,3-level,933,224,-709,TRUE
305412,BoSY,Grade 7,2-level,1188,733,-455,TRUE
305412,BoSY,Grade 7,3-level,1188,393,-795,TRUE
305412,BoSY,Grade 8,2-level,1160,617,-543,TRUE
305412,BoSY,Grade 8,3-level,1160,469,-691,TRUE
305412,BoSY,Grade 9,2-level,991,715,-276,TRUE
305412,BoSY,Grade 9,3-level,991,172,-819,TRUE
305412,EoSY,Grade 10,eosy,920,920,0,FALSE
305412,EoSY,Grade 7,eosy,1128,1128,0,FALSE
305412,EoSY,Grade 8,eosy,1157,1157,0,FALSE
305412,EoSY,Grade 9,eosy,941,941,0,FALSE
305416,BoSY,Grade 10,2-level,900,416,-484,TRUE
305416,BoSY,Grade 10,3-level,900,360,-540,TRUE
305416,BoSY,Grade 7,2-level,1038,373,-665,TRUE
305416,BoSY,Grade 7,3-level,1038,453,-585,TRUE
305416,BoSY,Grade 8,2-level,971,241,-730,TRUE
305416,BoSY,Grade 8,3-level,971,574,-397,TRUE
305416,BoSY,Grade 9,2-level,838,439,-399,TRUE
305416,BoSY,Grade 9,3-level,838,310,-528,TRUE
305416,EoSY,Grade 10,eosy,720,720,0,FALSE
305416,EoSY,Grade 7,eosy,757,757,0,FALSE
305416,EoSY,Grade 8,eosy,791,791,0,FALSE
305416,EoSY,Grade 9,eosy,726,726,0,FALSE
305418,BoSY,Grade 10,2-level,861,529,-332,TRUE
305418,BoSY,Grade 10,3-level,861,209,-652,TRUE
305418,BoSY,Grade 7,2-level,1277,597,-680,TRUE
305418,BoSY,Grade 7,3-level,1277,661,-616,TRUE
305418,BoSY,Grade 8,2-level,908,410,-498,TRUE
305418,BoSY,Grade 8,3-level,908,491,-417,TRUE
305418,BoSY,Grade 9,2-level,966,504,-462,TRUE
305418,BoSY,Grade 9,3-level,966,385,-581,TRUE
305418,EoSY,Grade 10,eosy,686,686,0,FALSE
305418,EoSY,Grade 7,eosy,1189,1189,0,FALSE
305418,EoSY,Grade 8,eosy,1053,1053,0,FALSE
305418,EoSY,Grade 9,eosy,818,818,0,FALSE
305420,BoSY,Grade 10,2-level,1270,687,-583,TRUE
305420,BoSY,Grade 10,3-level,1270,508,-762,TRUE
305420,BoSY,Grade 7,2-level,1407,438,-969,TRUE
305420,BoSY,Grade 7,3-level,1407,964,-443,TRUE
305420,BoSY,Grade 8,2-level,1398,477,-921,TRUE
305420,BoSY,Grade 8,3-level,1398,916,-482,TRUE
305420,BoSY,Grade 9,2-level,1126,622,-504,TRUE
305420,BoSY,Grade 9,3-level,1126,441,-685,TRUE
305420,EoSY,Grade 10,eosy,1142,1142,0,FALSE
305420,EoSY,Grade 7,eosy,1356,1356,0,FALSE
305420,EoSY,Grade 8,eosy,1345,1345,0,FALSE
305420,EoSY,Grade 9,eosy,974,974,0,FALSE
305428,BoSY,Grade 10,2-level,376,164,-212,TRUE
305428,BoSY,Grade 10,3-level,376,94,-282,TRUE
305428,BoSY,Grade 7,2-level,412,158,-254,TRUE
305428,BoSY,Grade 7,3-level,412,167,-245,TRUE
305428,BoSY,Grade 8,2-level,422,239,-183,TRUE
305428,BoSY,Grade 8,3-level,422,173,-249,TRUE
305428,BoSY,Grade 9,2-level,341,259,-82,TRUE
305428,BoSY,Grade 9,3-level,341,66,-275,TRUE
305428,EoSY,Grade 10,eosy,356,356,0,FALSE
305428,EoSY,Grade 7,eosy,351,351,0,FALSE
305428,EoSY,Grade 8,eosy,415,415,0,FALSE
305428,EoSY,Grade 9,eosy,329,329,0,FALSE
305434,BoSY,Grade 10,2-level,789,316,-473,TRUE
305434,BoSY,Grade 10,3-level,789,233,-556,TRUE
305434,BoSY,Grade 7,2-level,967,361,-606,TRUE
305434,BoSY,Grade 7,3-level,967,293,-674,TRUE
305434,BoSY,Grade 8,2-level,837,132,-705,TRUE
305434,BoSY,Grade 8,3-level,837,240,-597,TRUE
305434,BoSY,Grade 9,2-level,690,155,-535,TRUE
305434,BoSY,Grade 9,3-level,690,237,-453,TRUE
305434,EoSY,Grade 10,eosy,505,505,0,FALSE
305434,EoSY,Grade 7,eosy,606,606,0,FALSE
305434,EoSY,Grade 8,eosy,295,295,0,FALSE
305434,EoSY,Grade 9,eosy,362,362,0,FALSE
305435,BoSY,Grade 10,2-level,423,143,-280,TRUE
