school_id,time_point,grade,level_group,english_assessed,summed_category_count,discrepancy_count,has_discrepancy
301871,BoSY,Grade 10,3-level,81,50,-31,TRUE
301871,BoSY,Grade 7,2-level,73,6,-67,TRUE
301871,BoSY,Grade 7,3-level,73,67,-6,TRUE
301871,BoSY,Grade 8,2-level,98,8,-90,TRUE
301871,BoSY,Grade 8,3-level,98,90,-8,TRUE
301871,BoSY,Grade 9,2-level,66,25,-41,TRUE
301871,BoSY,Grade 9,3-level,66,25,-41,TRUE
301871,EoSY,Grade 10,eosy,82,82,0,FALSE
301871,EoSY,Grade 7,eosy,72,72,0,FALSE
301871,EoSY,Grade 8,eosy,97,97,0,FALSE
301871,EoSY,Grade 9,eosy,65,65,0,FALSE
301887,BoSY,Grade 10,2-level,64,24,-40,TRUE
301887,BoSY,Grade 10,3-level,64,38,-26,TRUE
301887,BoSY,Grade 7,2-level,98,46,-52,TRUE
301887,BoSY,Grade 7,3-level,98,49,-49,TRUE
301887,BoSY,Grade 8,2-level,81,6,-75,TRUE
301887,BoSY,Grade 8,3-level,81,75,-6,TRUE
301887,BoSY,Grade 9,2-level,74,39,-35,TRUE
301887,BoSY,Grade 9,3-level,74,33,-41,TRUE
301887,EoSY,Grade 10,eosy,63,63,0,FALSE
301887,EoSY,Grade 7,eosy,95,95,0,FALSE
301887,EoSY,Grade 8,eosy,77,77,0,FALSE
301887,EoSY,Grade 9,eosy,70,70,0,FALSE
301899,BoSY,Grade 10,2-level,136,42,-94,TRUE
301899,BoSY,Grade 10,3-level,136,94,-42,TRUE
301899,BoSY,Grade 7,2-level,132,19,-113,TRUE
301899,BoSY,Grade 7,3-level,132,113,-19,TRUE
301899,BoSY,Grade 8,2-level,142,39,-103,TRUE
301899,BoSY,Grade 8,3-level,142,103,-39,TRUE
301899,BoSY,Grade 9,2-level,111,37,-74,TRUE
301899,BoSY,Grade 9,3-level,111,74,-37,TRUE
301899,EoSY,Grade 10,eosy,114,114,0,FALSE
301899,EoSY,Grade 7,eosy,131,131,0,FALSE
301899,EoSY,Grade 8,eosy,142,142,0,FALSE
301899,EoSY,Grade 9,eosy,90,90,0,FALSE
301900,BoSY,Grade 10,2-level,40,2,-38,TRUE
301900,BoSY,Grade 10,3-level,40,38,-2,TRUE
301900,BoSY,Grade 7,2-level,71,12,-59,TRUE
301900,BoSY,Grade 7,3-level,71,16,-55,TRUE
301900,BoSY,Grade 8,2-level,67,6,-61,TRUE
301900,BoSY,Grade 8,3-level,67,61,-6,TRUE
301900,BoSY,Grade 9,2-level,52,21,-31,TRUE
301900,BoSY,Grade 9,3-level,52,4,-48,TRUE
301900,EoSY,Grade 10,eosy,39,39,0,FALSE
301900,EoSY,Grade 7,eosy,28,28,0,FALSE
301900,EoSY,Grade 8,eosy,58,58,0,FALSE
301900,EoSY,Grade 9,eosy,25,25,0,FALSE
301930,BoSY,Grade 10,2-level,78,14,-64,TRUE
301930,BoSY,Grade 10,3-level,78,64,-14,TRUE
301930,BoSY,Grade 7,2-level,99,14,-85,TRUE
301930,BoSY,Grade 7,3-level,99,85,-14,TRUE
301930,BoSY,Grade 8,2-level,112,16,-96,TRUE
301930,BoSY,Grade 8,3-level,112,96,-16,TRUE
301930,BoSY,Grade 9,2-level,75,1,-74,TRUE
301930,BoSY,Grade 9,3-level,75,74,-1,TRUE
301930,EoSY,Grade 10,eosy,73,73,0,FALSE
301930,EoSY,Grade 7,eosy,92,92,0,FALSE
301930,EoSY,Grade 8,eosy,106,106,0,FALSE
301930,EoSY,Grade 9,eosy,71,71,0,FALSE
301947,BoSY,Grade 10,2-level,317,157,-160,TRUE
301947,BoSY,Grade 10,3-level,317,160,-157,TRUE
301947,BoSY,Grade 7,2-level,312,110,-202,TRUE
301947,BoSY,Grade 7,3-level,312,200,-112,TRUE
301947,BoSY,Grade 8,2-level,364,46,-318,TRUE
301947,BoSY,Grade 8,3-level,364,284,-80,TRUE
301947,BoSY,Grade 9,2-level,315,65,-250,TRUE
301947,BoSY,Grade 9,3-level,315,244,-71,TRUE
301947,EoSY,Grade 10,eosy,335,335,0,FALSE
301947,EoSY,Grade 7,eosy,360,360,0,FALSE
301947,EoSY,Grade 8,eosy,329,329,0,FALSE
301947,EoSY,Grade 9,eosy,316,316,0,FALSE
301963,BoSY,Grade 10,2-level,148,27,-121,TRUE
301963,BoSY,Grade 10,3-level,148,95,-53,TRUE
301963,BoSY,Grade 7,2-level,219,95,-124,TRUE
301963,BoSY,Grade 7,3-level,219,114,-105,TRUE
301963,BoSY,Grade 8,2-level,218,23,-195,TRUE
301963,BoSY,Grade 8,3-level,218,194,-24,TRUE
301963,BoSY,Grade 9,2-level,156,119,-37,TRUE
301963,BoSY,Grade 9,3-level,156,36,-120,TRUE
301963,EoSY,Grade 10,eosy,142,142,0,FALSE
301963,EoSY,Grade 7,eosy,215,215,0,FALSE
301963,EoSY,Grade 8,eosy,219,219,0,FALSE
301963,EoSY,Grade 9,eosy,153,153,0,FALSE
301974,BoSY,Grade 10,2-level,56,8,-48,TRUE
301974,BoSY,Grade 10,3-level,56,48,-8,TRUE
301974,BoSY,Grade 7,2-level,82,54,-28,TRUE
301974,BoSY,Grade 7,3-level,82,28,-54,TRUE
301974,BoSY,Grade 8,2-level,83,62,-21,TRUE
301974,BoSY,Grade 8,3-level,83,21,-62,TRUE
301974,BoSY,Grade 9,2-level,44,28,-16,TRUE
301974,BoSY,Grade 9,3-level,44,16,-28,TRUE
301974,EoSY,Grade 10,eosy,49,49,0,FALSE
301974,EoSY,Grade 7,eosy,85,85,0,FALSE
301974,EoSY,Grade 8,eosy,81,81,0,FALSE
301974,EoSY,Grade 9,eosy,47,47,0,FALSE
301984,BoSY,Grade 10,2-level,190,27,-163,TRUE
301984,BoSY,Grade 10,3-level,190,163,-27,TRUE
301984,BoSY,Grade 7,2-level,225,58,-167,TRUE
301984,BoSY,Grade 7,3-level,225,167,-58,TRUE
301984,BoSY,Grade 8,2-level,189,21,-168,TRUE
301984,BoSY,Grade 8,3-level,189,168,-21,TRUE
301984,BoSY,Grade 9,2-level,174,74,-100,TRUE
301984,BoSY,Grade 9,3-level,174,100,-74,TRUE
301984,EoSY,Grade 10,eosy,191,191,0,FALSE
301984,EoSY,Grade 7,eosy,187,187,0,FALSE
301984,EoSY,Grade 8,eosy,180,180,0,FALSE
301984,EoSY,Grade 9,eosy,168,168,0,FALSE
301986,BoSY,Grade 10,2-level,154,44,-110,TRUE
301986,BoSY,Grade 10,3-level,154,110,-44,TRUE
301986,BoSY,Grade 7,2-level,206,63,-143,TRUE
301986,BoSY,Grade 7,3-level,206,140,-66,TRUE
301986,BoSY,Grade 8,2-level,179,54,-125,TRUE
301986,BoSY,Grade 8,3-level,179,125,-54,TRUE
301986,BoSY,Grade 9,2-level,181,48,-133,TRUE
301986,BoSY,Grade 9,3-level,181,132,-49,TRUE
301986,EoSY,Grade 10,eosy,161,161,0,FALSE
301986,EoSY,Grade 7,eosy,182,182,0,FALSE
301986,EoSY,Grade 8,eosy,168,168,0,FALSE
301986,EoSY,Grade 9,eosy,167,167,0,FALSE
301990,BoSY,Grade 10,2-level,48,16,-32,TRUE
301990,BoSY,Grade 10,3-level,48,11,-37,TRUE
301990,BoSY,Grade 7,2-level,64,22,-42,TRUE
301990,BoSY,Grade 7,3-level,64,22,-42,TRUE
301990,BoSY,Grade 8,2-level,55,25,-30,TRUE
301990,BoSY,Grade 8,3-level,55,10,-45,TRUE
301990,BoSY,Grade 9,2-level,46,19,-27,TRUE
301990,BoSY,Grade 9,3-level,46,17,-29,TRUE
301990,EoSY,Grade 10,eosy,48,48,0,FALSE
301990,EoSY,Grade 7,eosy,65,65,0,FALSE
301990,EoSY,Grade 8,eosy,61,61,0,FALSE
301990,EoSY,Grade 9,eosy,45,45,0,FALSE
301995,BoSY,Grade 10,2-level,55,27,-28,TRUE
301995,BoSY,Grade 10,3-level,55,0,-55,TRUE
301995,BoSY,Grade 7,2-level,63,63,0,FALSE
301995,BoSY,Grade 7,3-level,63,0,-63,TRUE
301995,BoSY,Grade 8,2-level,76,44,-32,TRUE
301995,BoSY,Grade 8,3-level,76,7,-69,TRUE
301995,BoSY,Grade 9,2-level,71,71,0,FALSE
301995,BoSY,Grade 9,3-level,71,0,-71,TRUE
301995,EoSY,Grade 10,eosy,52,52,0,FALSE
301995,EoSY,Grade 7,eosy,60,60,0,FALSE
301995,EoSY,Grade 8,eosy,75,75,0,FALSE
301995,EoSY,Grade 9,eosy,61,61,0,FALSE
302011,BoSY,Grade 10,2-level,166,119,-47,TRUE
302011,BoSY,Grade 10,3-level,166,47,-119,TRUE
302011,BoSY,Grade 7,2-level,229,43,-186,TRUE
302011,BoSY,Grade 7,3-level,229,181,-48,TRUE
302011,BoSY,Grade 8,2-level,196,15,-181,TRUE
302011,BoSY,Grade 8,3-level,196,181,-15,TRUE
302011,BoSY,Grade 9,2-level,172,79,-93,TRUE
302011,BoSY,Grade 9,3-level,172,88,-84,TRUE
302011,EoSY,Grade 10,eosy,171,171,0,FALSE
302011,EoSY,Grade 7,eosy,235,235,0,FALSE
302011,EoSY,Grade 8,eosy,196,196,0,FALSE
302011,EoSY,Grade 9,eosy,162,162,0,FALSE
302014,BoSY,Grade 10,2-level,103,22,-81,TRUE
302014,BoSY,Grade 10,3-level,103,81,-22,TRUE
302014,BoSY,Grade 7,2-level,159,0,-159,TRUE
302014,BoSY,Grade 7,3-level,159,159,0,FALSE
302014,BoSY,Grade 8,2-level,151,41,-110,TRUE
302014,BoSY,Grade 8,3-level,151,110,-41,TRUE
302014,BoSY,Grade 9,2-level,125,33,-92,TRUE
302014,BoSY,Grade 9,3-level,125,92,-33,TRUE
302014,EoSY,Grade 10,eosy,96,96,0,FALSE
302014,EoSY,Grade 7,eosy,161,161,0,FALSE
302014,EoSY,Grade 8,eosy,149,149,0,FALSE
302014,EoSY,Grade 9,eosy,103,103,0,FALSE
302039,BoSY,Grade 10,2-level,241,94,-147,TRUE
302039,BoSY,Grade 10,3-level,241,147,-94,TRUE
302039,BoSY,Grade 7,2-level,322,96,-226,TRUE
302039,BoSY,Grade 7,3-level,322,224,-98,TRUE
302039,BoSY,Grade 8,2-level,284,38,-246,TRUE
302039,BoSY,Grade 8,3-level,284,246,-38,TRUE
302039,BoSY,Grade 9,2-level,228,116,-112,TRUE
302039,BoSY,Grade 9,3-level,228,112,-116,TRUE
302039,EoSY,Grade 10,eosy,228,228,0,FALSE
302039,EoSY,Grade 7,eosy,299,299,0,FALSE
302039,EoSY,Grade 8,eosy,244,244,0,FALSE
302039,EoSY,Grade 9,eosy,209,209,0,FALSE
302043,BoSY,Grade 10,2-level,190,103,-87,TRUE
302043,BoSY,Grade 10,3-level,190,72,-118,TRUE
302043,BoSY,Grade 7,2-level,213,44,-169,TRUE
302043,BoSY,Grade 7,3-level,213,169,-44,TRUE
302043,BoSY,Grade 8,2-level,186,82,-104,TRUE
302043,BoSY,Grade 8,3-level,186,97,-89,TRUE
302043,BoSY,Grade 9,2-level,178,68,-110,TRUE
302043,BoSY,Grade 9,3-level,178,100,-78,TRUE
302043,EoSY,Grade 10,eosy,188,188,0,FALSE
302043,EoSY,Grade 7,eosy,213,213,0,FALSE
302043,EoSY,Grade 8,eosy,186,186,0,FALSE
302043,EoSY,Grade 9,eosy,156,156,0,FALSE
302054,BoSY,Grade 10,2-level,102,59,-43,TRUE
302054,BoSY,Grade 10,3-level,102,19,-83,TRUE
302054,BoSY,Grade 7,2-level,112,55,-57,TRUE
302054,BoSY,Grade 7,3-level,112,40,-72,TRUE
302054,BoSY,Grade 8,2-level,119,54,-65,TRUE
302054,BoSY,Grade 8,3-level,119,44,-75,TRUE
302054,BoSY,Grade 9,2-level,95,53,-42,TRUE
302054,BoSY,Grade 9,3-level,95,18,-77,TRUE
302054,EoSY,Grade 10,eosy,94,94,0,FALSE
302054,EoSY,Grade 7,eosy,118,118,0,FALSE
302054,EoSY,Grade 8,eosy,116,116,0,FALSE
302054,EoSY,Grade 9,eosy,89,89,0,FALSE
302058,BoSY,Grade 10,2-level,86,13,-73,TRUE
302058,BoSY,Grade 10,3-level,86,73,-13,TRUE
302058,BoSY,Grade 7,2-level,99,11,-88,TRUE
302058,BoSY,Grade 7,3-level,99,88,-11,TRUE
302058,BoSY,Grade 8,2-level,74,18,-56,TRUE
302058,BoSY,Grade 8,3-level,74,56,-18,TRUE
302058,BoSY,Grade 9,2-level,84,21,-63,TRUE
302058,BoSY,Grade 9,3-level,84,63,-21,TRUE
302058,EoSY,Grade 10,eosy,83,83,0,FALSE
302058,EoSY,Grade 7,eosy,88,88,0,FALSE
302058,EoSY,Grade 8,eosy,67,67,0,FALSE
302058,EoSY,Grade 9,eosy,85,85,0,FALSE
302061,BoSY,Grade 10,2-level,52,16,-36,TRUE
302061,BoSY,Grade 10,3-level,52,34,-18,TRUE
302061,BoSY,Grade 7,2-level,82,23,-59,TRUE
302061,BoSY,Grade 7,3-level,82,57,-25,TRUE
302061,BoSY,Grade 8,2-level,64,11,-53,TRUE
302061,BoSY,Grade 8,3-level,64,51,-13,TRUE
302061,BoSY,Grade 9,2-level,50,23,-27,TRUE
302061,BoSY,Grade 9,3-level,50,23,-27,TRUE
302061,EoSY,Grade 10,eosy,53,53,0,FALSE
302061,EoSY,Grade 7,eosy,81,81,0,FALSE
302061,EoSY,Grade 8,eosy,61,61,0,FALSE
302061,EoSY,Grade 9,eosy,52,52,0,FALSE
302109,BoSY,Grade 10,2-level,205,29,-176,TRUE
302109,BoSY,Grade 10,3-level,205,0,-205,TRUE
302109,BoSY,Grade 7,2-level,240,58,-182,TRUE
302109,BoSY,Grade 7,3-level,240,0,-240,TRUE
302109,BoSY,Grade 8,2-level,225,41,-184,TRUE
302109,BoSY,Grade 8,3-level,225,0,-225,TRUE
302109,BoSY,Grade 9,2-level,181,55,-126,TRUE
302109,BoSY,Grade 9,3-level,181,0,-181,TRUE
302109,EoSY,Grade 10,eosy,216,216,0,FALSE
302109,EoSY,Grade 7,eosy,249,249,0,FALSE
302109,EoSY,Grade 8,eosy,241,241,0,FALSE
302109,EoSY,Grade 9,eosy,173,173,0,FALSE
302111,BoSY,Grade 10,2-level,470,154,-316,TRUE
302111,BoSY,Grade 10,3-level,470,298,-172,TRUE
302111,BoSY,Grade 7,2-level,496,192,-304,TRUE
302111,BoSY,Grade 7,3-level,496,302,-194,TRUE
302111,BoSY,Grade 8,2-level,469,128,-341,TRUE
302111,BoSY,Grade 8,3-level,469,331,-138,TRUE
302111,BoSY,Grade 9,2-level,401,185,-216,TRUE
302111,BoSY,Grade 9,3-level,401,205,-196,TRUE
302111,EoSY,Grade 10,eosy,360,360,0,FALSE
302111,EoSY,Grade 7,eosy,485,485,0,FALSE
302111,EoSY,Grade 8,eosy,481,481,0,FALSE
302111,EoSY,Grade 9,eosy,378,378,0,FALSE
302113,BoSY,Grade 10,2-level,80,35,-45,TRUE
302113,BoSY,Grade 10,3-level,80,35,-45,TRUE
302113,BoSY,Grade 7,2-level,100,26,-74,TRUE
302113,BoSY,Grade 7,3-level,100,71,-29,TRUE
302113,BoSY,Grade 8,2-level,100,6,-94,TRUE
302113,BoSY,Grade 8,3-level,100,94,-6,TRUE
302113,BoSY,Grade 9,2-level,55,27,-28,TRUE
302113,BoSY,Grade 9,3-level,55,28,-27,TRUE
302113,EoSY,Grade 10,eosy,88,88,0,FALSE
302113,EoSY,Grade 7,eosy,97,97,0,FALSE
302113,EoSY,Grade 8,eosy,111,111,0,FALSE
302113,EoSY,Grade 9,eosy,62,62,0,FALSE
302117,BoSY,Grade 10,2-level,72,45,-27,TRUE
302117,BoSY,Grade 10,3-level,72,11,-61,TRUE
302117,BoSY,Grade 7,2-level,92,9,-83,TRUE
302117,BoSY,Grade 7,3-level,92,83,-9,TRUE
302117,BoSY,Grade 8,2-level,67,27,-40,TRUE
302117,BoSY,Grade 8,3-level,67,31,-36,TRUE
302117,BoSY,Grade 9,2-level,59,17,-42,TRUE
302117,BoSY,Grade 9,3-level,59,15,-44,TRUE
302117,EoSY,Grade 10,eosy,61,61,0,FALSE
302117,EoSY,Grade 7,eosy,82,82,0,FALSE
302117,EoSY,Grade 8,eosy,58,58,0,FALSE
302117,EoSY,Grade 9,eosy,54,54,0,FALSE
302123,BoSY,Grade 10,2-level,54,5,-49,TRUE
302123,BoSY,Grade 10,3-level,54,49,-5,TRUE
302123,BoSY,Grade 7,2-level,81,2,-79,TRUE
302123,BoSY,Grade 7,3-level,81,79,-2,TRUE
302123,BoSY,Grade 8,2-level,90,5,-85,TRUE
302123,BoSY,Grade 8,3-level,90,85,-5,TRUE
302123,BoSY,Grade 9,2-level,77,10,-67,TRUE
302123,BoSY,Grade 9,3-level,77,67,-10,TRUE
302123,EoSY,Grade 10,eosy,55,55,0,FALSE
302123,EoSY,Grade 7,eosy,83,83,0,FALSE
302123,EoSY,Grade 8,eosy,92,92,0,FALSE
302123,EoSY,Grade 9,eosy,78,78,0,FALSE
302127,BoSY,Grade 10,2-level,35,11,-24,TRUE
302127,BoSY,Grade 10,3-level,35,23,-12,TRUE
302127,BoSY,Grade 7,2-level,49,10,-39,TRUE
302127,BoSY,Grade 7,3-level,49,39,-10,TRUE
302127,BoSY,Grade 8,2-level,53,4,-49,TRUE
302127,BoSY,Grade 8,3-level,53,49,-4,TRUE
302127,BoSY,Grade 9,2-level,38,5,-33,TRUE
302127,BoSY,Grade 9,3-level,38,33,-5,TRUE
302127,EoSY,Grade 10,eosy,33,33,0,FALSE
302127,EoSY,Grade 7,eosy,48,48,0,FALSE
302127,EoSY,Grade 8,eosy,52,52,0,FALSE
302127,EoSY,Grade 9,eosy,34,34,0,FALSE
302133,BoSY,Grade 10,2-level,121,26,-95,TRUE
302133,BoSY,Grade 10,3-level,121,95,-26,TRUE
302133,BoSY,Grade 7,2-level,174,20,-154,TRUE
302133,BoSY,Grade 7,3-level,174,154,-20,TRUE
302133,BoSY,Grade 8,2-level,179,14,-165,TRUE
302133,BoSY,Grade 8,3-level,179,165,-14,TRUE
302133,BoSY,Grade 9,2-level,147,20,-127,TRUE
302133,BoSY,Grade 9,3-level,147,127,-20,TRUE
302133,EoSY,Grade 10,eosy,117,117,0,FALSE
302133,EoSY,Grade 7,eosy,179,179,0,FALSE
302133,EoSY,Grade 8,eosy,188,188,0,FALSE
302133,EoSY,Grade 9,eosy,151,151,0,FALSE
302134,BoSY,Grade 10,2-level,120,120,0,FALSE
302134,BoSY,Grade 10,3-level,120,0,-120,TRUE
302134,BoSY,Grade 7,2-level,169,169,0,FALSE
302134,BoSY,Grade 7,3-level,169,0,-169,TRUE
302134,BoSY,Grade 8,2-level,126,126,0,FALSE
302134,BoSY,Grade 8,3-level,126,0,-126,TRUE
302134,BoSY,Grade 9,2-level,131,131,0,FALSE
302134,BoSY,Grade 9,3-level,131,0,-131,TRUE
302134,EoSY,Grade 10,eosy,43,43,0,FALSE
302134,EoSY,Grade 7,eosy,43,43,0,FALSE
302134,EoSY,Grade 8,eosy,22,22,0,FALSE
302134,EoSY,Grade 9,eosy,22,22,0,FALSE
302146,BoSY,Grade 10,2-level,105,14,-91,TRUE
302146,BoSY,Grade 10,3-level,105,91,-14,TRUE
302146,BoSY,Grade 7,2-level,150,5,-145,TRUE
302146,BoSY,Grade 7,3-level,150,145,-5,TRUE
302146,BoSY,Grade 8,2-level,138,5,-133,TRUE
302146,BoSY,Grade 8,3-level,138,133,-5,TRUE
302146,BoSY,Grade 9,2-level,135,12,-123,TRUE
302146,BoSY,Grade 9,3-level,135,123,-12,TRUE
302146,EoSY,Grade 10,eosy,100,100,0,FALSE
302146,EoSY,Grade 7,eosy,143,143,0,FALSE
302146,EoSY,Grade 8,eosy,122,122,0,FALSE
302146,EoSY,Grade 9,eosy,129,129,0,FALSE
302156,BoSY,Grade 10,2-level,99,94,-5,TRUE
302156,BoSY,Grade 10,3-level,99,5,-94,TRUE
302156,BoSY,Grade 7,2-level,101,101,0,FALSE
302156,BoSY,Grade 7,3-level,101,0,-101,TRUE
302156,BoSY,Grade 8,2-level,106,106,0,FALSE
302156,BoSY,Grade 8,3-level,106,0,-106,TRUE
302156,BoSY,Grade 9,2-level,95,95,0,FALSE
302156,BoSY,Grade 9,3-level,95,0,-95,TRUE
302156,EoSY,Grade 10,eosy,99,99,0,FALSE
302156,EoSY,Grade 7,eosy,102,102,0,FALSE
302156,EoSY,Grade 8,eosy,105,105,0,FALSE
302156,EoSY,Grade 9,eosy,94,94,0,FALSE
302161,BoSY,Grade 10,2-level,82,51,-31,TRUE
302161,BoSY,Grade 10,3-level,82,31,-51,TRUE
302161,BoSY,Grade 7,2-level,100,42,-58,TRUE
302161,BoSY,Grade 7,3-level,100,58,-42,TRUE
302161,BoSY,Grade 8,2-level,74,41,-33,TRUE
302161,BoSY,Grade 8,3-level,74,33,-41,TRUE
302161,BoSY,Grade 9,2-level,73,37,-36,TRUE
302161,BoSY,Grade 9,3-level,73,36,-37,TRUE
302161,EoSY,Grade 10,eosy,83,83,0,FALSE
302161,EoSY,Grade 7,eosy,98,98,0,FALSE
302161,EoSY,Grade 8,eosy,74,74,0,FALSE
302161,EoSY,Grade 9,eosy,73,73,0,FALSE
302165,BoSY,Grade 10,2-level,52,12,-40,TRUE
302165,BoSY,Grade 10,3-level,52,40,-12,TRUE
302165,BoSY,Grade 7,2-level,92,14,-78,TRUE
302165,BoSY,Grade 7,3-level,92,78,-14,TRUE
302165,BoSY,Grade 8,2-level,71,7,-64,TRUE
302165,BoSY,Grade 8,3-level,71,64,-7,TRUE
302165,BoSY,Grade 9,2-level,61,20,-41,TRUE
302165,BoSY,Grade 9,3-level,61,41,-20,TRUE
302165,EoSY,Grade 10,eosy,51,51,0,FALSE
302165,EoSY,Grade 7,eosy,93,93,0,FALSE
302165,EoSY,Grade 8,eosy,73,73,0,FALSE
302165,EoSY,Grade 9,eosy,60,60,0,FALSE
302175,BoSY,Grade 10,2-level,98,53,-45,TRUE
302175,BoSY,Grade 10,3-level,98,17,-81,TRUE
302175,BoSY,Grade 7,2-level,126,77,-49,TRUE
302175,BoSY,Grade 7,3-level,126,12,-114,TRUE
302175,BoSY,Grade 8,2-level,99,36,-63,TRUE
302175,BoSY,Grade 8,3-level,99,27,-72,TRUE
302175,BoSY,Grade 9,2-level,116,67,-49,TRUE
302175,BoSY,Grade 9,3-level,116,25,-91,TRUE
302175,EoSY,Grade 10,eosy,90,90,0,FALSE
302175,EoSY,Grade 7,eosy,128,128,0,FALSE
302175,EoSY,Grade 8,eosy,91,91,0,FALSE
302175,EoSY,Grade 9,eosy,122,122,0,FALSE
302177,BoSY,Grade 10,2-level,85,17,-68,TRUE
302177,BoSY,Grade 10,3-level,85,68,-17,TRUE
302177,BoSY,Grade 7,2-level,114,29,-85,TRUE
302177,BoSY,Grade 7,3-level,114,85,-29,TRUE
302177,BoSY,Grade 8,2-level,98,8,-90,TRUE
302177,BoSY,Grade 8,3-level,98,90,-8,TRUE
302177,BoSY,Grade 9,2-level,81,22,-59,TRUE
302177,BoSY,Grade 9,3-level,81,59,-22,TRUE
302177,EoSY,Grade 10,eosy,85,85,0,FALSE
302177,EoSY,Grade 7,eosy,114,114,0,FALSE
302177,EoSY,Grade 8,eosy,98,98,0,FALSE
302177,EoSY,Grade 9,eosy,81,81,0,FALSE
302182,BoSY,Grade 10,2-level,99,27,-72,TRUE
302182,BoSY,Grade 10,3-level,99,72,-27,TRUE
302182,BoSY,Grade 7,2-level,90,23,-67,TRUE
302182,BoSY,Grade 7,3-level,90,67,-23,TRUE
302182,BoSY,Grade 8,2-level,95,37,-58,TRUE
302182,BoSY,Grade 8,3-level,95,58,-37,TRUE
302182,BoSY,Grade 9,2-level,88,16,-72,TRUE
302182,BoSY,Grade 9,3-level,88,72,-16,TRUE
302182,EoSY,Grade 10,eosy,88,88,0,FALSE
302182,EoSY,Grade 7,eosy,82,82,0,FALSE
302182,EoSY,Grade 8,eosy,88,88,0,FALSE
302182,EoSY,Grade 9,eosy,84,84,0,FALSE
302192,BoSY,Grade 10,2-level,263,159,-104,TRUE
302192,BoSY,Grade 10,3-level,263,90,-173,TRUE
302192,BoSY,Grade 7,2-level,286,184,-102,TRUE
302192,BoSY,Grade 7,3-level,286,102,-184,TRUE
302192,BoSY,Grade 8,2-level,288,77,-211,TRUE
302192,BoSY,Grade 8,3-level,288,210,-78,TRUE
302192,BoSY,Grade 9,2-level,210,96,-114,TRUE
302192,BoSY,Grade 9,3-level,210,114,-96,TRUE
302192,EoSY,Grade 10,eosy,247,247,0,FALSE
302192,EoSY,Grade 7,eosy,285,285,0,FALSE
302192,EoSY,Grade 8,eosy,286,286,0,FALSE
302192,EoSY,Grade 9,eosy,214,214,0,FALSE
302203,BoSY,Grade 10,2-level,38,10,-28,TRUE
302203,BoSY,Grade 10,3-level,38,28,-10,TRUE
302203,BoSY,Grade 7,2-level,81,12,-69,TRUE
302203,BoSY,Grade 7,3-level,81,69,-12,TRUE
302203,BoSY,Grade 8,2-level,39,6,-33,TRUE
302203,BoSY,Grade 8,3-level,39,33,-6,TRUE
302203,BoSY,Grade 9,2-level,39,25,-14,TRUE
302203,BoSY,Grade 9,3-level,39,14,-25,TRUE
302203,EoSY,Grade 10,eosy,37,37,0,FALSE
302203,EoSY,Grade 7,eosy,79,79,0,FALSE
302203,EoSY,Grade 8,eosy,39,39,0,FALSE
302203,EoSY,Grade 9,eosy,36,36,0,FALSE
302205,BoSY,Grade 10,2-level,88,21,-67,TRUE
302205,BoSY,Grade 10,3-level,88,67,-21,TRUE
302205,BoSY,Grade 7,2-level,136,21,-115,TRUE
302205,BoSY,Grade 7,3-level,136,115,-21,TRUE
302205,BoSY,Grade 8,2-level,103,9,-94,TRUE
302205,BoSY,Grade 8,3-level,103,94,-9,TRUE
302205,BoSY,Grade 9,2-level,103,28,-75,TRUE
302205,BoSY,Grade 9,3-level,103,75,-28,TRUE
302205,EoSY,Grade 10,eosy,84,84,0,FALSE
302205,EoSY,Grade 7,eosy,135,135,0,FALSE
302205,EoSY,Grade 8,eosy,103,103,0,FALSE
302205,EoSY,Grade 9,eosy,102,102,0,FALSE
302227,BoSY,Grade 10,2-level,57,19,-38,TRUE
302227,BoSY,Grade 10,3-level,57,36,-21,TRUE
302227,BoSY,Grade 7,2-level,76,7,-69,TRUE
302227,BoSY,Grade 7,3-level,76,69,-7,TRUE
302227,BoSY,Grade 8,2-level,71,8,-63,TRUE
302227,BoSY,Grade 8,3-level,71,63,-8,TRUE
302227,BoSY,Grade 9,2-level,57,14,-43,TRUE
302227,BoSY,Grade 9,3-level,57,43,-14,TRUE
302227,EoSY,Grade 10,eosy,57,57,0,FALSE
302227,EoSY,Grade 7,eosy,92,92,0,FALSE
302227,EoSY,Grade 8,eosy,68,68,0,FALSE
302227,EoSY,Grade 9,eosy,48,48,0,FALSE
302241,BoSY,Grade 10,2-level,114,114,0,FALSE
302241,BoSY,Grade 10,3-level,114,0,-114,TRUE
302241,BoSY,Grade 7,2-level,170,111,-59,TRUE
302241,BoSY,Grade 7,3-level,170,0,-170,TRUE
302241,BoSY,Grade 8,2-level,123,99,-24,TRUE
302241,BoSY,Grade 8,3-level,123,0,-123,TRUE
302241,BoSY,Grade 9,2-level,105,67,-38,TRUE
302241,BoSY,Grade 9,3-level,105,0,-105,TRUE
302241,EoSY,Grade 10,eosy,16,16,0,FALSE
302241,EoSY,Grade 7,eosy,60,60,0,FALSE
302241,EoSY,Grade 8,eosy,55,55,0,FALSE
302241,EoSY,Grade 9,eosy,52,52,0,FALSE
302252,BoSY,Grade 10,2-level,68,20,-48,TRUE
302252,BoSY,Grade 10,3-level,68,45,-23,TRUE
302252,BoSY,Grade 7,2-level,98,26,-72,TRUE
