audit_type,source_dataset,source_file,school_id,school_name,region,division,grade,level_group,audit_value,comparison_value,difference,audit_note
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314105,NA,NA,NA,Grade 10,3-level,45,62,-17,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314105,NA,NA,NA,Grade 7,2-level,13,76,-63,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314105,NA,NA,NA,Grade 7,3-level,64,76,-12,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314105,NA,NA,NA,Grade 8,2-level,4,74,-70,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314105,NA,NA,NA,Grade 8,3-level,71,74,-3,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314105,NA,NA,NA,Grade 9,2-level,19,70,-51,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314105,NA,NA,NA,Grade 9,3-level,53,70,-17,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314110,NA,NA,NA,Grade 10,2-level,17,67,-50,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314110,NA,NA,NA,Grade 10,3-level,51,67,-16,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314110,NA,NA,NA,Grade 7,2-level,11,79,-68,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314110,NA,NA,NA,Grade 7,3-level,68,79,-11,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314110,NA,NA,NA,Grade 8,2-level,8,77,-69,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314110,NA,NA,NA,Grade 8,3-level,69,77,-8,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314110,NA,NA,NA,Grade 9,2-level,45,78,-33,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314110,NA,NA,NA,Grade 9,3-level,44,78,-34,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314126,NA,NA,NA,Grade 10,2-level,17,90,-73,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314126,NA,NA,NA,Grade 10,3-level,73,90,-17,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314126,NA,NA,NA,Grade 7,2-level,14,132,-118,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314126,NA,NA,NA,Grade 7,3-level,118,132,-14,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314126,NA,NA,NA,Grade 8,2-level,13,106,-93,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314126,NA,NA,NA,Grade 8,3-level,93,106,-13,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314126,NA,NA,NA,Grade 9,2-level,12,76,-64,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314126,NA,NA,NA,Grade 9,3-level,65,76,-11,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314128,NA,NA,NA,Grade 10,2-level,9,37,-28,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314128,NA,NA,NA,Grade 10,3-level,28,37,-9,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314128,NA,NA,NA,Grade 7,2-level,40,59,-19,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314128,NA,NA,NA,Grade 7,3-level,19,59,-40,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314128,NA,NA,NA,Grade 8,2-level,10,49,-39,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314128,NA,NA,NA,Grade 8,3-level,39,49,-10,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314128,NA,NA,NA,Grade 9,2-level,26,41,-15,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314128,NA,NA,NA,Grade 9,3-level,16,41,-25,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314210,NA,NA,NA,Grade 10,2-level,40,41,-1,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314210,NA,NA,NA,Grade 10,3-level,9,41,-32,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314210,NA,NA,NA,Grade 7,2-level,60,62,-2,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314210,NA,NA,NA,Grade 7,3-level,2,62,-60,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314210,NA,NA,NA,Grade 8,3-level,0,50,-50,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314210,NA,NA,NA,Grade 9,3-level,4,42,-38,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314223,NA,NA,NA,Grade 10,2-level,23,47,-24,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314223,NA,NA,NA,Grade 10,3-level,24,47,-23,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314223,NA,NA,NA,Grade 7,2-level,40,59,-19,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314223,NA,NA,NA,Grade 7,3-level,20,59,-39,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314223,NA,NA,NA,Grade 8,2-level,47,69,-22,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314223,NA,NA,NA,Grade 8,3-level,24,69,-45,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314223,NA,NA,NA,Grade 9,2-level,40,75,-35,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314223,NA,NA,NA,Grade 9,3-level,43,75,-32,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314233,NA,NA,NA,Grade 10,2-level,17,64,-47,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314233,NA,NA,NA,Grade 10,3-level,47,64,-17,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314233,NA,NA,NA,Grade 7,2-level,14,62,-48,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314233,NA,NA,NA,Grade 7,3-level,48,62,-14,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314233,NA,NA,NA,Grade 8,2-level,6,72,-66,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314233,NA,NA,NA,Grade 8,3-level,66,72,-6,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314233,NA,NA,NA,Grade 9,2-level,11,59,-48,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314233,NA,NA,NA,Grade 9,3-level,48,59,-11,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314234,NA,NA,NA,Grade 10,2-level,14,59,-45,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314234,NA,NA,NA,Grade 10,3-level,45,59,-14,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314234,NA,NA,NA,Grade 7,2-level,20,142,-122,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314234,NA,NA,NA,Grade 7,3-level,122,142,-20,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314234,NA,NA,NA,Grade 8,2-level,5,96,-91,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314234,NA,NA,NA,Grade 8,3-level,91,96,-5,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314234,NA,NA,NA,Grade 9,2-level,13,96,-83,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314234,NA,NA,NA,Grade 9,3-level,83,96,-13,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314801,NA,NA,NA,Grade 10,2-level,253,956,-703,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314801,NA,NA,NA,Grade 10,3-level,710,956,-246,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314801,NA,NA,NA,Grade 7,2-level,593,1201,-608,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314801,NA,NA,NA,Grade 7,3-level,1094,1201,-107,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314801,NA,NA,NA,Grade 8,2-level,280,1204,-924,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314801,NA,NA,NA,Grade 8,3-level,1038,1204,-166,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314801,NA,NA,NA,Grade 9,2-level,336,1063,-727,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314801,NA,NA,NA,Grade 9,3-level,735,1063,-328,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314802,NA,NA,NA,Grade 10,2-level,22,77,-55,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314802,NA,NA,NA,Grade 10,3-level,56,77,-21,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314802,NA,NA,NA,Grade 7,2-level,11,137,-126,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314802,NA,NA,NA,Grade 7,3-level,127,137,-10,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314802,NA,NA,NA,Grade 8,2-level,6,97,-91,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314802,NA,NA,NA,Grade 8,3-level,91,97,-6,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314802,NA,NA,NA,Grade 9,2-level,18,94,-76,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314802,NA,NA,NA,Grade 9,3-level,77,94,-17,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314910,NA,NA,NA,Grade 10,2-level,50,71,-21,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314910,NA,NA,NA,Grade 10,3-level,21,71,-50,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314910,NA,NA,NA,Grade 7,2-level,20,128,-108,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314910,NA,NA,NA,Grade 7,3-level,108,128,-20,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314910,NA,NA,NA,Grade 8,2-level,11,113,-102,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314910,NA,NA,NA,Grade 8,3-level,102,113,-11,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314910,NA,NA,NA,Grade 9,2-level,40,85,-45,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314910,NA,NA,NA,Grade 9,3-level,45,85,-40,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314920,NA,NA,NA,Grade 10,2-level,32,42,-10,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314920,NA,NA,NA,Grade 10,3-level,14,42,-28,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314920,NA,NA,NA,Grade 7,2-level,25,57,-32,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314920,NA,NA,NA,Grade 7,3-level,36,57,-21,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314920,NA,NA,NA,Grade 8,2-level,21,51,-30,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314920,NA,NA,NA,Grade 8,3-level,34,51,-17,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314920,NA,NA,NA,Grade 9,2-level,37,57,-20,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314920,NA,NA,NA,Grade 9,3-level,30,57,-27,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314926,NA,NA,NA,Grade 10,2-level,95,134,-39,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314926,NA,NA,NA,Grade 10,3-level,83,134,-51,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314926,NA,NA,NA,Grade 7,2-level,139,187,-48,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314926,NA,NA,NA,Grade 7,3-level,112,187,-75,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314926,NA,NA,NA,Grade 8,2-level,148,208,-60,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314926,NA,NA,NA,Grade 8,3-level,112,208,-96,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314926,NA,NA,NA,Grade 9,2-level,122,148,-26,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314926,NA,NA,NA,Grade 9,3-level,82,148,-66,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314927,NA,NA,NA,Grade 10,2-level,47,81,-34,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314927,NA,NA,NA,Grade 10,3-level,40,81,-41,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314927,NA,NA,NA,Grade 7,2-level,52,103,-51,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314927,NA,NA,NA,Grade 7,3-level,59,103,-44,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314927,NA,NA,NA,Grade 8,2-level,46,104,-58,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314927,NA,NA,NA,Grade 8,3-level,67,104,-37,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314927,NA,NA,NA,Grade 9,2-level,51,79,-28,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314927,NA,NA,NA,Grade 9,3-level,31,79,-48,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314939,NA,NA,NA,Grade 10,2-level,31,41,-10,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314939,NA,NA,NA,Grade 10,3-level,10,41,-31,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314939,NA,NA,NA,Grade 7,2-level,17,82,-65,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314939,NA,NA,NA,Grade 7,3-level,65,82,-17,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314939,NA,NA,NA,Grade 8,2-level,5,56,-51,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314939,NA,NA,NA,Grade 8,3-level,51,56,-5,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314939,NA,NA,NA,Grade 9,2-level,12,45,-33,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,314939,NA,NA,NA,Grade 9,3-level,33,45,-12,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,315402,NA,NA,NA,Grade 10,2-level,148,232,-84,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,315402,NA,NA,NA,Grade 10,3-level,113,232,-119,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,315402,NA,NA,NA,Grade 7,2-level,193,219,-26,Summed Phil-IRI reading category counts do not equal English assessed count.
