region,division,municipality,school_id,school_name,total_enrolled,total_assessed,emerging_not_proficient,emerging_low_proficient,developing_nearly_proficient,transitioning_proficient,at_grade_level_highly_proficient,total_emerging_not_proficient,total_emerging_low_proficient,total_developing_nearly_proficient,total_transitioning_proficient,total_at_grade_level_highly_proficient,g7_assessed,g7_emerging_not_proficient,g7_emerging_low_proficient,g7_developing_nearly_proficient,g7_transitioning_proficient,g7_at_grade_level_highly_proficient,g8_assessed,g8_emerging_not_proficient,g8_emerging_low_proficient,g8_developing_nearly_proficient,g8_transitioning_proficient,g8_at_grade_level_highly_proficient,g9_assessed,g9_emerging_not_proficient,g9_emerging_low_proficient,g9_developing_nearly_proficient,g9_transitioning_proficient,g9_at_grade_level_highly_proficient,g10_assessed,g10_emerging_not_proficient,g10_emerging_low_proficient,g10_developing_nearly_proficient,g10_transitioning_proficient,g10_at_grade_level_highly_proficient
Region V,Camarines Norte,Daet,500030,Moreno Integrated School,2582,2538,0.843971631205674,0.1548463356973996,0.001182033096926714,0,0,2142,393,3,0,0,625,480,142,3,0,0,759,687,72,0,0,0,523,429,94,0,0,0,631,546,85,0,0,0
Region V,Camarines Norte,Daet,309612,Porfirio R. Ponayo High School,309,304,0.4473684210526317,0.26973684210526316,0.27302631578947384,0.009868421052631575,0,136,82,83,3,0,103,31,32,37,3,0,84,63,5,16,0,0,68,36,7,25,0,0,49,6,38,5,0,0
Region V,Camarines Norte,Daet,301924,Vicente L. Basit Memorial High School,502,496,0.16532258064516128,0.47782258064516137,0.2923387096774195,0.06451612903225806,0,82,237,145,32,0,133,0,34,83,16,0,126,27,44,48,7,0,132,3,106,14,9,0,105,52,53,0,0,0
Region V,Camarines Norte,Daet (Capital),502910,Daet Integrated School,152,152,0.6052631578947366,0.32894736842105265,0.06578947368421052,0,0,92,50,10,0,0,152,92,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region V,Camarines Norte,Jose Panganiban,502901,Dahican Integrated School,38,38,0.5,0.47368421052631576,0.02631578947368421,0,0,19,18,1,0,0,38,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region V,Camarines Norte,Jose Panganiban,309619,Gawad Kalinga High School,226,225,0.9466666666666667,0.035555555555555556,0.017777777777777778,0,0,213,8,4,0,0,85,80,5,0,0,0,56,54,1,1,0,0,42,39,1,2,0,0,42,40,1,1,0,0
Region V,Camarines Norte,Jose Panganiban,301898,Jose Panganiban National High School,2647,2626,0.6892612338156893,0.2635186595582636,0.04607768469154609,0.0011424219345011427,0,1810,692,121,3,0,699,260,375,63,1,0,680,460,162,56,2,0,587,513,73,1,0,0,660,577,82,1,0,0
Region V,Camarines Norte,Jose Panganiban,301901,Larap National High School,770,770,0.855844155844156,0.13636363636363635,0.0077922077922077905,0,0,659,105,6,0,0,222,216,6,0,0,0,211,162,44,5,0,0,180,170,10,0,0,0,157,111,45,1,0,0
Region V,Camarines Norte,Jose Panganiban,502676,Regino A. Yet Integrated School,211,211,0.3270142180094787,0.36966824644549756,0.3033175355450237,0,0,69,78,64,0,0,79,20,38,21,0,0,76,23,21,32,0,0,37,19,16,2,0,0,19,7,3,9,0,0
Region V,Camarines Norte,Jose Panganiban,301920,Sta. Cruz National High School,301,301,0.8671096345514953,0.10963455149501662,0.019933554817275753,0.003322259136212625,0,261,33,6,1,0,105,81,18,5,1,0,87,75,11,1,0,0,40,37,3,0,0,0,69,68,1,0,0,0
Region V,Camarines Norte,Labo,305910,Anameam High School,284,283,0.0035335689045936404,0.5653710247349825,0.21554770318021207,0.08833922261484096,0.12720848056537107,1,160,61,25,36,75,0,40,18,2,15,85,0,49,21,6,9,61,1,29,14,10,7,62,0,42,8,7,5
Region V,Camarines Norte,Labo,305770,Aniceta De Lara Pimentel High School,311,307,0.3811074918566775,0.3127035830618892,0.14006514657980462,0.09446254071661242,0.0716612377850163,117,96,43,29,22,69,31,17,14,7,0,94,55,25,7,7,0,60,15,23,10,1,11,84,16,31,12,14,11
Region V,Camarines Norte,Labo,305947,Baay High School,177,177,0.5988700564971754,0.3615819209039548,0.016949152542372878,0.016949152542372878,0.005649717514124295,106,64,3,3,1,61,57,4,0,0,0,43,28,9,2,3,1,30,7,23,0,0,0,43,14,28,1,0,0
Region V,Camarines Norte,Labo,301886,Bagong Silang I High School,703,671,0.5767511177347244,0.40983606557377056,0.010432190760059613,0.002980625931445603,0,387,275,7,2,0,202,135,59,6,2,0,197,146,50,1,0,0,137,99,38,0,0,0,135,7,128,0,0,0
Region V,Camarines Norte,Labo,301887,Bagong Silang II High School,326,300,0.58,0.35666666666666674,0.05,0.013333333333333334,0,174,107,15,4,0,99,25,66,7,1,0,66,46,19,1,0,0,69,50,14,4,1,0,66,53,8,3,2,0
Region V,Camarines Norte,Labo,500908,Calabasa Integrated School,255,255,0.30980392156862746,0.4431372549019607,0.16078431372549024,0.07058823529411765,0.015686274509803918,79,113,41,18,4,72,12,30,19,11,0,73,23,32,11,5,2,61,39,21,1,0,0,49,5,30,10,2,2
Region V,Camarines Norte,Labo,301893,Daguit National High School,443,436,0.7293577981651375,0.23394495412844044,0.03669724770642202,0,0,318,102,16,0,0,131,54,63,14,0,0,136,128,7,1,0,0,90,59,30,1,0,0,79,77,2,0,0,0
Region V,Camarines Norte,Labo,500156,Dumagmang Integrated School,217,187,0.0962566844919786,0.8074866310160427,0.0855614973262032,0.010695187165775399,0,18,151,16,2,0,85,4,66,13,2,0,48,7,38,3,0,0,30,4,26,0,0,0,24,3,21,0,0,0
Region V,Camarines Norte,Labo,500909,Kabatuhan Integrated School,106,106,0.21698113207547176,0.3962264150943397,0.33018867924528306,0.05660377358490567,0,23,42,35,6,0,33,8,12,13,0,0,30,0,15,15,0,0,23,0,11,6,6,0,20,15,4,1,0,0
Region V,Camarines Norte,Labo,301899,Labo National High School,509,479,0.8121085594989561,0.17327766179540713,0.014613778705636743,0,0,389,83,7,0,0,127,97,28,2,0,0,135,101,29,5,0,0,103,97,6,0,0,0,114,94,20,0,0,0
Region V,Camarines Norte,Labo,301894,Labo Science and Technology High School,1013,1010,0.3178217821782178,0.46930693069306934,0.20594059405940596,0.006930693069306932,0,321,474,208,7,0,282,66,15,195,6,0,286,110,171,5,0,0,210,41,164,4,1,0,232,104,124,4,0,0
Region V,Camarines Norte,Labo,501259,Malaya Integrated School,139,139,0.14388489208633096,0.34532374100719426,0.4172661870503598,0.07194244604316546,0.02158273381294964,20,48,58,10,3,52,3,18,25,3,3,42,5,6,27,4,0,18,4,11,2,1,0,27,8,13,4,2,0
Region V,Camarines Norte,Labo,301908,"Pag-Asa High School, Labo",120,120,0,0,0.6166666666666666,0.2666666666666667,0.11666666666666668,0,0,74,32,14,41,0,0,23,12,6,36,0,0,18,10,8,23,0,0,17,6,0,20,0,0,16,4,0
Region V,Camarines Norte,Labo,500635,Palali Integrated School,103,97,0,0.4845360824742268,0.37113402061855666,0.14432989690721648,0,0,47,36,14,0,42,0,19,15,8,0,19,0,9,8,2,0,15,0,10,5,0,0,21,0,9,8,4,0
Region V,Camarines Norte,Labo,301923,Talobatib High School,668,581,0.7814113597246124,0.1772805507745267,0.041308089500860595,0,0,454,103,24,0,0,167,81,63,23,0,0,155,137,18,0,0,0,121,115,6,0,0,0,138,121,16,1,0,0
Region V,Camarines Norte,Labo,301921,Tigbinan National High School,830,823,0.5334143377885785,0.33657351154313475,0.12879708383961122,0.0012150668286755773,0,439,277,106,1,0,256,203,44,8,1,0,252,88,105,59,0,0,142,61,58,23,0,0,173,87,70,16,0,0
Region V,Camarines Norte,Labo,301922,Tulay Na Lupa National High School,947,941,0.6726886291179593,0.27736450584484607,0.04357066950053136,0.0053134962805526055,0.0010626992561105207,633,261,41,5,1,274,108,120,40,5,1,259,248,11,0,0,0,189,107,82,0,0,0,219,170,48,1,0,0
Region V,Camarines Norte,Mercedes,309603,Caringo High School,131,127,0.2519685039370079,0.4645669291338584,0.2834645669291339,0,0,32,59,36,0,0,36,0,18,18,0,0,36,0,20,16,0,0,26,16,9,1,0,0,29,16,12,1,0,0
Region V,Camarines Norte,Mercedes,501271,Colasi Integrated School,213,212,0.2405660377358491,0.6367924528301888,0.12264150943396226,0,0,51,135,26,0,0,55,3,33,19,0,0,59,27,28,4,0,0,43,9,34,0,0,0,55,12,40,3,0,0
Region V,Camarines Norte,Mercedes,502451,Hamoraon Integrated School,140,139,0.9424460431654677,0.057553956834532384,0,0,0,131,8,0,0,0,43,43,0,0,0,0,36,30,6,0,0,0,25,25,0,0,0,0,35,33,2,0,0,0
Region V,Camarines Norte,Mercedes,301900,Lalawigan National High School,221,221,0.5203619909502262,0.4072398190045249,0.06334841628959273,0.004524886877828056,0.004524886877828056,115,90,14,1,1,69,32,22,14,1,0,59,54,4,0,0,1,53,15,38,0,0,0,40,14,26,0,0,0
Region V,Camarines Norte,Mercedes,301902,Manguisoc National High School,726,726,0.03168044077134986,0.48347107438016534,0.4573002754820938,0.027548209366391182,0,23,351,332,20,0,202,0,66,125,11,0,220,0,120,94,6,0,157,23,67,65,2,0,147,0,98,48,1,0
Region V,Camarines Norte,Mercedes,301905,Mercedes High School,757,752,0.6236702127659576,0.33643617021276595,0.03590425531914894,0.0026595744680851068,0.0013297872340425532,469,253,27,2,1,255,175,67,12,1,0,187,92,78,15,1,1,154,144,10,0,0,0,156,58,98,0,0,0
Region V,Camarines Norte,Mercedes,301907,"Pablo S. Villafuerte High School, Mercedes",324,324,0.3487654320987653,0.5802469135802468,0.04320987654320988,0.027777777777777776,0,113,188,14,9,0,77,42,35,0,0,0,101,49,52,0,0,0,62,7,55,0,0,0,84,15,46,14,9,0
Region V,Camarines Norte,Mercedes,301909,Pambuhan National High School,434,432,0.7430555555555556,0.17361111111111113,0.08333333333333333,0,0,321,75,36,0,0,117,21,63,33,0,0,117,106,8,3,0,0,107,107,0,0,0,0,91,87,4,0,0,0
Region V,Camarines Norte,Mercedes,301918,San Roque National High School,1059,1006,0.5586481113320081,0.21172962226640163,0.08548707753479123,0.12127236580516898,0.022862823061630216,562,213,86,122,23,250,236,14,0,0,0,294,100,134,60,0,0,217,92,26,16,83,0,245,134,39,10,39,23
Region V,Camarines Norte,Paracale,301890,Batobalani National High School,1073,1039,0.3763233878729549,0.3743984600577479,0.2165543792107796,0.032723772858517804,0,391,389,225,34,0,288,66,141,67,14,0,282,36,104,131,11,0,237,165,69,3,0,0,232,124,75,24,9,0
Region V,Camarines Norte,Paracale,301911,Gumaus National High School,347,347,0.1469740634005764,0.648414985590778,0.20461095100864551,0,0,51,225,71,0,0,78,11,56,11,0,0,104,20,66,18,0,0,79,13,49,17,0,0,86,7,54,25,0,0
Region V,Camarines Norte,Paracale,309621,Maximo Manarang High School,174,172,0.9476744186046514,0.05232558139534885,0,0,0,163,9,0,0,0,63,59,4,0,0,0,35,34,1,0,0,0,42,38,4,0,0,0,32,32,0,0,0,0
Region V,Camarines Norte,Paracale,301910,Paracale National High School,2470,2434,0.8081347576006573,0.1791290057518488,0.011503697617091205,8.216926869350863e-4,4.108463434675431e-4,1967,436,28,2,1,749,611,120,15,2,1,710,483,214,13,0,0,501,436,65,0,0,0,474,437,37,0,0,0
Region V,Camarines Norte,Paracale,301912,Tabas National High School,572,534,0.49812734082397003,0.4213483146067416,0.0805243445692884,0,0,266,225,43,0,0,161,155,6,0,0,0,177,21,148,8,0,0,92,75,17,0,0,0,104,15,54,35,0,0
Region V,Camarines Norte,San Lorenzo Ruiz,309606,San Isidro High School,192,192,0.9270833333333335,0.05729166666666667,0.015624999999999998,0,0,178,11,3,0,0,57,52,4,1,0,0,42,41,1,0,0,0,38,33,3,2,0,0,55,52,3,0,0,0
Region V,Camarines Norte,San Lorenzo Ruiz,301903,San Lorenzo Ruiz National High School,718,693,0.5468975468975469,0.2828282828282829,0.12842712842712845,0.04040404040404041,0.001443001443001443,379,196,89,28,1,192,22,142,26,1,1,191,66,35,63,27,0,148,131,17,0,0,0,162,160,2,0,0,0
Region V,Camarines Norte,San Vicente,309605,Fabrica High School,212,196,0.34183673469387754,0.5357142857142856,0.11224489795918367,0.01020408163265306,0,67,105,22,2,0,45,26,19,0,0,0,57,39,16,0,2,0,42,0,29,13,0,0,52,2,41,9,0,0
Region V,Camarines Norte,San Vicente,301919,Froilan D. Lopez High School,643,642,0.35514018691588783,0.42523364485981313,0.17757009345794394,0.042056074766355145,0,228,273,114,27,0,204,24,46,108,26,0,174,89,79,5,1,0,126,68,57,1,0,0,138,47,91,0,0,0
Region V,Camarines Norte,Santa Elena,309616,Bulala High School,264,249,0.39357429718875514,0.5421686746987953,0.0642570281124498,0,0,98,135,16,0,0,61,14,35,12,0,0,77,51,23,3,0,0,57,25,32,0,0,0,54,8,45,1,0,0
Region V,Camarines Norte,Santa Elena,306067,Dominador G. Mendoza High School,264,246,0.9186991869918699,0.08130081300813008,0,0,0,226,20,0,0,0,59,49,10,0,0,0,75,75,0,0,0,0,54,50,4,0,0,0,58,52,6,0,0,0
Region V,Camarines Norte,Santa Elena,301888,E.P. Borja High School,284,282,0.010638297872340427,0.9468085106382981,0.042553191489361715,0,0,3,267,12,0,0,80,2,70,8,0,0,75,1,70,4,0,0,58,0,58,0,0,0,69,0,69,0,0,0
Region V,Camarines Norte,Santa Elena,301917,"Leocadio Alejo Entienza High School, Sta. Elena",474,474,0.5717299578059073,0.16244725738396626,0.21729957805907174,0.04852320675105484,0,271,77,103,23,0,146,144,2,0,0,0,127,0,1,103,23,0,93,44,49,0,0,0,108,83,25,0,0,0
Region V,Camarines Norte,Santa Elena,309602,Maulawin National High School,289,288,0.43750000000000006,0.46875,0.09027777777777778,0.0034722222222222225,0,126,135,26,1,0,87,22,50,15,0,0,70,49,16,5,0,0,79,33,40,5,1,0,52,22,29,1,0,0
Region V,Camarines Norte,Santa Elena,301913,Rizal National High School,634,634,0.4400630914826498,0.2981072555205047,0.1971608832807571,0.06151419558359622,0.003154574132492114,279,189,125,39,2,191,32,65,73,21,0,182,88,23,51,18,2,123,73,49,1,0,0,138,86,52,0,0,0
Region V,Camarines Norte,Santa Elena,309618,San Pedro - Domingo Llarena High School,224,219,0.06849315068493152,0.7031963470319632,0.22831050228310498,0,0,15,154,50,0,0,56,0,34,22,0,0,74,0,53,21,0,0,40,12,28,0,0,0,49,3,39,7,0,0
Region V,Camarines Norte,Santa Elena,500634,Sta. Elena Integrated School,736,724,0.6339779005524863,0.29419889502762436,0.07044198895027624,0.0013812154696132594,0,459,213,51,1,0,204,63,94,46,1,0,204,156,43,5,0,0,138,92,46,0,0,0,178,148,30,0,0,0
Region V,Camarines Norte,Talisay,301895,Gonzales-Azcutia High School,325,325,0.6492307692307692,0.2861538461538462,0.0646153846153846,0,0,211,93,21,0,0,81,2,61,18,0,0,103,80,20,3,0,0,72,66,6,0,0,0,69,63,6,0,0,0
Region V,Camarines Norte,Talisay,309607,Lazaro Cabezudo High School,152,146,0.15068493150684933,0.6917808219178081,0.1575342465753425,0,0,22,101,23,0,0,37,19,14,4,0,0,42,2,35,5,0,0,22,1,17,4,0,0,45,0,35,10,0,0
Region V,Camarines Norte,Talisay,301916,San Francisco National High School,448,446,0.024663677130044845,0.30269058295964135,0.4506726457399104,0.15022421524663676,0.07174887892376682,11,135,201,67,32,133,8,70,55,0,0,115,0,17,60,21,17,111,0,34,50,26,1,87,3,14,36,20,14
Region V,Camarines Norte,Vinzons,301892,D. Q. Liwag National High School,846,827,0.8282950423216446,0.1704957678355502,0.0012091898428053206,0,0,685,141,1,0,0,222,198,24,0,0,0,241,196,44,1,0,0,187,136,51,0,0,0,177,155,22,0,0,0
Region V,Camarines Norte,Vinzons,309604,Eugenia Morana - Quintela Memorial High School,282,281,0.9466192170818507,0.05338078291814948,0,0,0,266,15,0,0,0,74,67,7,0,0,0,82,80,2,0,0,0,66,61,5,0,0,0,59,58,1,0,0,0
Region V,Camarines Norte,Vinzons,502420,Mangcawayan Island Integrated School,173,173,0.9942196531791908,0.005780346820809248,0,0,0,172,1,0,0,0,47,46,1,0,0,0,53,53,0,0,0,0,31,31,0,0,0,0,42,42,0,0,0,0
Region V,Camarines Norte,Vinzons,301904,Matango National High School,231,228,0.8771929824561404,0.12280701754385964,0,0,0,200,28,0,0,0,46,40,6,0,0,0,67,66,1,0,0,0,55,54,1,0,0,0,60,40,20,0,0,0
Region V,Camarines Norte,Vinzons,502249,Pinagtigasan Calaguas Island Integrated School,170,134,0,0.2985074626865672,0.6044776119402985,0.08208955223880597,0.014925373134328358,0,40,81,11,2,36,0,3,28,4,1,33,0,3,27,3,0,20,0,11,8,0,1,45,0,23,18,4,0
Region V,Camarines Norte,Vinzons,301914,"Sabang National High School, Vinzons",506,505,0.3287128712871288,0.5702970297029701,0.100990099009901,0,0,166,288,51,0,0,148,47,72,29,0,0,139,27,100,12,0,0,98,11,77,10,0,0,120,81,39,0,0,0
Region V,Camarines Norte,Vinzons,309620,Sarah Jane Ferrer High School,349,347,0.8962536023054757,0.08069164265129686,0.023054755043227668,0,0,311,28,8,0,0,95,82,9,4,0,0,82,59,19,4,0,0,70,70,0,0,0,0,100,100,0,0,0,0
Region V,Camarines Norte,Vinzons,301925,Vinzons Pilot High School,3317,3055,0.5734860883797054,0.3060556464811783,0.09198036006546643,0.027495908346972176,9.819967266775777e-4,1752,935,281,84,3,810,341,308,121,38,2,853,427,231,148,46,1,658,508,143,7,0,0,734,476,253,5,0,0
Region V,Camarines Sur,Baao,301926,Agdangan National High School,553,515,0.5417475728155341,0.17087378640776701,0.0038834951456310674,0.0737864077669903,0.20970873786407773,279,88,2,38,108,147,0,0,1,38,108,152,100,51,1,0,0,101,84,17,0,0,0,115,95,20,0,0,0
Region V,Camarines Sur,Baao,301931,Baao National High School,1881,1788,0.8187919463087251,0.17561521252796425,0.004474272930648768,5.592841163310961e-4,5.592841163310961e-4,1464,314,8,1,1,548,420,120,6,1,1,380,352,27,1,0,0,406,339,66,1,0,0,454,353,101,0,0,0
Region V,Camarines Sur,Baao,301956,Caranday National High School,172,169,0.20710059171597633,0.23076923076923084,0.38461538461538464,0.11242603550295859,0.06508875739644969,35,39,65,19,11,52,8,11,25,7,1,42,9,11,16,4,2,43,12,11,13,5,2,32,6,6,11,3,6
Region V,Camarines Sur,Baao,301933,Eusebia Paz Arroyo Memorial National High School,584,575,0.6452173913043477,0.2747826086956523,0.08,0,0,371,158,46,0,0,170,141,29,0,0,0,147,14,87,46,0,0,143,109,34,0,0,0,115,107,8,0,0,0
Region V,Camarines Sur,Baao,306185,Iyagan National High School,110,110,0.00909090909090909,0.12727272727272723,0.3818181818181819,0.28181818181818186,0.2,1,14,42,31,22,29,0,2,12,12,3,36,1,3,13,9,10,21,0,5,12,2,2,24,0,4,5,8,7
Region V,Camarines Sur,Baao,301932,Nonito Paz Arroyo Memorial High School,293,293,0.819112627986348,0.18088737201365185,0,0,0,240,53,0,0,0,90,55,35,0,0,0,63,56,7,0,0,0,62,60,2,0,0,0,78,69,9,0,0,0
Region V,Camarines Sur,Balatan,301960,Coguit Provincial High School,667,663,0.36500754147812964,0.4901960784313725,0.10407239819004523,0.007541478129713424,0.03318250377073907,242,325,69,5,22,171,73,59,34,5,0,193,134,42,17,0,0,148,2,125,5,0,16,151,33,99,13,0,6
Region V,Camarines Sur,Balatan,309725,Laganac High School,209,184,0.6141304347826084,0.3423913043478261,0.04347826086956522,0,0,113,63,8,0,0,51,41,8,2,0,0,43,20,19,4,0,0,41,26,13,2,0,0,49,26,23,0,0,0
Region V,Camarines Sur,Balatan,302014,Pararao National High School,539,498,0.5060240963855422,0.4417670682730923,0.04618473895582328,0.006024096385542169,0,252,220,23,3,0,148,78,57,11,2,0,139,50,76,12,1,0,110,58,52,0,0,0,101,66,35,0,0,0
Region V,Camarines Sur,Balatan,309759,Pulang Daga National High School,146,146,0.6849315068493149,0.2945205479452056,0.020547945205479447,0,0,100,43,3,0,0,45,6,37,2,0,0,37,33,4,0,0,0,32,29,2,1,0,0,32,32,0,0,0,0
Region V,Camarines Sur,Balatan,302059,Tapayas National High School,373,373,0.2841823056300269,0.4530831099195711,0.193029490616622,0.0670241286863271,0.0026809651474530827,106,169,72,25,1,104,35,46,17,6,0,98,25,45,21,7,0,94,25,46,16,6,1,77,21,32,18,6,0
Region V,Camarines Sur,Bato,302044,Bato National High School,1116,1094,0.803473491773309,0.16544789762340043,0.030164533820840948,9.140767824497257e-4,0,879,181,33,1,0,296,136,126,33,1,0,275,254,21,0,0,0,289,282,7,0,0,0,234,207,27,0,0,0
Region V,Camarines Sur,Bato,330563,Divine Shepherd High School,112,92,0.9347826086956522,0.06521739130434778,0,0,0,86,6,0,0,0,35,31,4,0,0,0,22,21,1,0,0,0,16,15,1,0,0,0,19,19,0,0,0,0
Region V,Camarines Sur,Bato,301997,Masoli National High School,316,301,0.9734219269102989,0.026578073089700997,0,0,0,293,8,0,0,0,82,79,3,0,0,0,66,61,5,0,0,0,57,57,0,0,0,0,96,96,0,0,0,0
