school_id,region_code,full_division_code,full_municipality_code,treatment_status,time_point,grade,proficiency_group,student_count,assessed_count,percent_of_assessed
319604,15,1512,151201,Control,EoSY,Grade 9,not proficient,8,288,2.7777777777777777
305568,15,1516,151601,Control,EoSY,Grade 9,not proficient,307,317,96.84542586750788
305434,15,1503,150301,Control,EoSY,Grade 9,not proficient,524,606,86.46864686468646
301464,4,417,41710,Control,EoSY,Grade 9,not proficient,383,497,77.06237424547284
305461,15,1515,151502,Control,EoSY,Grade 9,not proficient,216,265,81.50943396226415
305384,15,1501,150101,Control,EoSY,Grade 9,not proficient,43,373,11.528150134048257
301143,4,421,42101,Control,EoSY,Grade 9,not proficient,667,716,93.15642458100558
305340,15,1514,151401,Control,EoSY,Grade 9,not proficient,742,1021,72.67384916748286
305302,15,1507,150709,Treatment,EoSY,Grade 9,not proficient,820,1108,74.0072202166065
308103,4,417,41712,Control,EoSY,Grade 9,not proficient,123,278,44.24460431654676
308130,4,417,41711,Control,EoSY,Grade 9,not proficient,114,128,89.0625
301227,4,420,42001,Control,EoSY,Grade 9,not proficient,498,562,88.61209964412811
305334,15,1514,151401,Control,EoSY,Grade 9,not proficient,331,539,61.4100185528757
305367,15,1512,151201,Control,EoSY,Grade 9,not proficient,0,811,0
305635,15,1514,151401,Control,EoSY,Grade 9,not proficient,227,384,59.114583333333336
301218,4,408,40814,Control,EoSY,Grade 9,not proficient,1531,1805,84.81994459833795
308501,4,415,41501,Control,EoSY,Grade 9,not proficient,277,427,64.8711943793911
500332,15,1506,150601,Control,EoSY,Grade 9,not proficient,145,318,45.59748427672956
305471,15,1509,150901,Control,EoSY,Grade 9,not proficient,79,640,12.34375
305376,15,1501,150101,Treatment,EoSY,Grade 9,not proficient,0,795,0
301432,4,417,41705,Control,EoSY,Grade 9,not proficient,392,446,87.89237668161435
305459,15,1515,151502,Control,EoSY,Grade 9,not proficient,1,677,0.14771048744460857
305313,15,1507,150708,Control,EoSY,Grade 9,not proficient,0,508,0
301186,4,410,41001,Control,EoSY,Grade 9,not proficient,367,1470,24.965986394557824
301184,4,410,41001,Control,EoSY,Grade 9,not proficient,0,862,0
305295,15,1507,150710,Control,EoSY,Grade 9,not proficient,796,1178,67.57215619694398
301416,4,422,42201,Control,EoSY,Grade 9,not proficient,132,135,97.77777777777777
305450,15,1505,150501,Treatment,EoSY,Grade 9,not proficient,11,347,3.170028818443804
301403,4,416,41606,Control,EoSY,Grade 9,not proficient,294,341,86.21700879765396
301451,4,417,41708,Control,EoSY,Grade 9,not proficient,50,254,19.68503937007874
305338,15,1514,151401,Control,EoSY,Grade 9,not proficient,517,633,81.67456556082149
301257,4,413,41312,Control,EoSY,Grade 9,not proficient,1443,1669,86.45895745955661
305416,15,1513,151301,Control,EoSY,Grade 9,not proficient,190,859,22.11874272409779
305337,15,1514,151401,Control,EoSY,Grade 9,not proficient,1312,1903,68.94377299001576
305353,15,1514,151401,Control,EoSY,Grade 9,not proficient,344,377,91.24668435013263
301197,4,408,40812,Control,EoSY,Grade 9,not proficient,3,348,0.8620689655172413
301236,4,413,41308,Treatment,EoSY,Grade 9,not proficient,178,245,72.65306122448979
305444,15,1516,151601,Control,EoSY,Grade 9,not proficient,210,291,72.16494845360825
320306,15,1503,150301,Control,EoSY,Grade 9,not proficient,495,688,71.94767441860465
301489,4,414,41401,Control,EoSY,Grade 9,not proficient,284,292,97.26027397260275
301507,4,418,41801,Control,EoSY,Grade 9,not proficient,93,100,93
301456,4,417,41710,Control,EoSY,Grade 9,not proficient,365,442,82.57918552036199
301238,4,413,41303,Control,EoSY,Grade 9,not proficient,311,441,70.52154195011337
305438,15,1516,151601,Control,EoSY,Grade 9,not proficient,691,882,78.34467120181407
305324,15,1514,151401,Control,EoSY,Grade 9,not proficient,29,291,9.965635738831615
305454,15,1510,151001,Control,EoSY,Grade 9,not proficient,0,119,0
308122,4,417,41708,Control,EoSY,Grade 9,not proficient,63,148,42.567567567567565
301508,4,418,41801,Control,EoSY,Grade 9,not proficient,87,242,35.950413223140494
305465,15,1515,151502,Control,EoSY,Grade 9,not proficient,229,743,30.82099596231494
305428,15,1511,151101,Control,EoSY,Grade 9,not proficient,108,345,31.304347826086957
301175,4,408,40807,Control,EoSY,Grade 9,not proficient,0,482,0
301437,4,417,41704,Control,EoSY,Grade 9,not proficient,672,919,73.12295973884657
320204,15,1511,151101,Control,EoSY,Grade 9,not proficient,460,552,83.33333333333333
305447,15,1505,150501,Control,EoSY,Grade 9,not proficient,0,631,0
301438,4,417,41704,Control,EoSY,Grade 9,not proficient,136,443,30.69977426636569
308135,4,417,41708,Control,EoSY,Grade 9,not proficient,225,346,65.02890173410404
301418,4,401,40101,Control,EoSY,Grade 9,not proficient,1802,2300,78.34782608695652
305288,15,1507,150710,Control,EoSY,Grade 9,not proficient,358,671,53.3532041728763
301265,4,413,41301,Control,EoSY,Grade 9,not proficient,186,328,56.707317073170735
305442,15,1516,151601,Control,EoSY,Grade 9,not proficient,125,260,48.07692307692308
500339,15,1505,150501,Control,EoSY,Grade 9,not proficient,203,311,65.27331189710611
305435,15,1503,150301,Control,EoSY,Grade 9,not proficient,128,348,36.7816091954023
308134,4,417,41708,Control,EoSY,Grade 9,not proficient,408,446,91.4798206278027
305452,15,1505,150501,Control,EoSY,Grade 9,not proficient,9,593,1.5177065767284992
312330,7,703,70308,Treatment,EoSY,Grade 9,not proficient,44,48,91.66666666666667
305710,7,703,70302,Treatment,EoSY,Grade 9,not proficient,64,67,95.5223880597015
305655,11,1101,110101,Treatment,EoSY,Grade 9,not proficient,2,14,14.285714285714286
305581,7,703,70303,Treatment,EoSY,Grade 9,not proficient,28,29,96.55172413793103
303130,7,703,70309,Treatment,EoSY,Grade 9,not proficient,131,133,98.49624060150376
312354,7,703,70309,Treatment,EoSY,Grade 9,not proficient,19,19,100
305849,11,1105,110503,Treatment,EoSY,Grade 9,not proficient,22,23,95.65217391304348
305500,11,1101,110101,Treatment,EoSY,Grade 9,not proficient,23,23,100
312355,7,703,70304,Treatment,EoSY,Grade 9,not proficient,27,28,96.42857142857143
501903,11,1110,111001,Treatment,EoSY,Grade 9,not proficient,15,16,93.75
500665,7,705,70527,Control,EoSY,Grade 9,not proficient,63,63,100
312462,7,705,70520,Control,EoSY,Grade 9,not proficient,18,25,72
306038,11,1102,110202,Control,EoSY,Grade 9,not proficient,0,21,0
500221,7,705,70527,Control,EoSY,Grade 9,not proficient,19,22,86.36363636363636
500744,7,708,70801,Control,EoSY,Grade 9,not proficient,31,34,91.17647058823529
305884,11,1101,110101,Control,EoSY,Grade 9,not proficient,0,77,0
303170,7,709,70901,Control,EoSY,Grade 9,not proficient,33,33,100
500787,7,708,70801,Control,EoSY,Grade 9,not proficient,24,42,57.142857142857146
500667,7,705,70528,Control,EoSY,Grade 9,not proficient,22,31,70.96774193548387
501071,11,1101,110101,Control,EoSY,Grade 9,not proficient,14,16,87.5
303046,7,705,70527,Control,EoSY,Grade 9,not proficient,72,75,96
325303,7,707,70701,Control,EoSY,Grade 9,not proficient,7,25,28
500208,7,703,70305,Control,EoSY,Grade 9,not proficient,15,15,100
312401,7,705,70525,Control,EoSY,Grade 9,not proficient,100,102,98.03921568627452
303136,7,706,70601,Control,EoSY,Grade 9,not proficient,34,48,70.83333333333333
312435,7,707,70701,Control,EoSY,Grade 9,not proficient,NA,NA,NA
502186,11,1101,110101,Control,EoSY,Grade 9,not proficient,7,8,87.5
500782,7,708,70801,Control,EoSY,Grade 9,not proficient,26,188,13.829787234042554
306086,11,1106,110606,Control,EoSY,Grade 9,not proficient,15,15,100
305755,7,705,70529,Control,EoSY,Grade 9,not proficient,90,95,94.73684210526316
305665,11,1101,110101,Control,EoSY,Grade 9,not proficient,0,13,0
501635,7,703,70301,Control,EoSY,Grade 9,not proficient,49,52,94.23076923076923
305843,11,1110,111001,Control,EoSY,Grade 9,not proficient,7,36,19.444444444444443
500894,7,705,70517,Control,EoSY,Grade 9,not proficient,79,81,97.53086419753086
500671,7,705,70506,Control,EoSY,Grade 9,not proficient,21,25,84
305847,11,1105,110503,Control,EoSY,Grade 9,not proficient,22,22,100
500784,7,708,70801,Control,EoSY,Grade 9,not proficient,6,9,66.66666666666667
501267,7,705,70525,Control,EoSY,Grade 9,not proficient,21,21,100
306000,7,705,70525,Control,EoSY,Grade 9,not proficient,24,24,100
305517,11,1106,110608,Control,EoSY,Grade 9,not proficient,21,41,51.21951219512195
305713,7,710,71001,Control,EoSY,Grade 9,not proficient,0,47,0
500768,7,705,70521,Control,EoSY,Grade 9,not proficient,63,63,100
316303,11,1107,110701,Control,EoSY,Grade 9,not proficient,45,55,81.81818181818181
316304,11,1107,110701,Control,EoSY,Grade 9,not proficient,21,39,53.84615384615385
305506,11,1101,110101,Control,EoSY,Grade 9,not proficient,1,17,5.882352941176471
500421,7,705,70507,Control,EoSY,Grade 9,not proficient,82,82,100
305681,11,1110,111001,Control,EoSY,Grade 9,not proficient,70,163,42.94478527607362
303186,7,711,71101,Control,EoSY,Grade 9,not proficient,NA,NA,NA
501429,7,714,71402,Control,EoSY,Grade 9,not proficient,43,55,78.18181818181819
305844,11,1103,110303,Control,EoSY,Grade 9,not proficient,0,47,0
305965,11,1110,111001,Control,EoSY,Grade 9,not proficient,50,56,89.28571428571429
501076,11,1103,110305,Control,EoSY,Grade 9,not proficient,8,8,100
305889,11,1101,110101,Control,EoSY,Grade 9,not proficient,2,34,5.882352941176471
501074,11,1103,110306,Control,EoSY,Grade 9,not proficient,38,40,95
312408,7,705,70530,Control,EoSY,Grade 9,not proficient,45,47,95.74468085106383
501351,7,705,70522,Control,EoSY,Grade 9,not proficient,NA,NA,NA
501404,11,1101,110101,Control,EoSY,Grade 9,not proficient,17,26,65.38461538461539
305660,11,1101,110101,Control,EoSY,Grade 9,not proficient,33,36,91.66666666666667
303219,7,701,70101,Control,EoSY,Grade 9,not proficient,64,105,60.95238095238095
312450,7,705,70522,Control,EoSY,Grade 9,not proficient,48,72,66.66666666666667
324903,7,704,70401,Control,EoSY,Grade 9,not proficient,21,21,100
501065,11,1101,110101,Control,EoSY,Grade 9,not proficient,38,107,35.51401869158879
312451,7,705,70532,Control,EoSY,Grade 9,not proficient,9,42,21.428571428571427
501763,11,1103,110305,Control,EoSY,Grade 9,not proficient,10,24,41.666666666666664
316405,11,1110,111001,Control,EoSY,Grade 9,not proficient,38,83,45.78313253012048
316404,11,1110,111001,Control,EoSY,Grade 9,not proficient,9,49,18.367346938775512
316301,11,1107,110701,Control,EoSY,Grade 9,not proficient,41,150,27.333333333333332
312910,7,710,71001,Control,EoSY,Grade 9,not proficient,100,102,98.03921568627452
303011,7,705,70512,Control,EoSY,Grade 9,not proficient,29,30,96.66666666666667
305651,11,1101,110101,Control,EoSY,Grade 9,not proficient,0,27,0
305662,11,1101,110101,Control,EoSY,Grade 9,not proficient,27,31,87.09677419354838
305850,11,1105,110503,Control,EoSY,Grade 9,not proficient,29,29,100
312481,7,705,70518,Control,EoSY,Grade 9,not proficient,42,169,24.85207100591716
304409,11,1110,111001,Control,EoSY,Grade 9,not proficient,62,99,62.62626262626262
303246,7,713,71303,Control,EoSY,Grade 9,not proficient,69,102,67.6470588235294
501405,11,1101,110101,Control,EoSY,Grade 9,not proficient,2,37,5.405405405405405
305677,11,1105,110503,Control,EoSY,Grade 9,not proficient,44,50,88
500447,7,708,70801,Control,EoSY,Grade 9,not proficient,39,45,86.66666666666667
501305,7,708,70801,Control,EoSY,Grade 9,not proficient,23,25,92
305917,7,708,70801,Control,EoSY,Grade 9,not proficient,26,28,92.85714285714286
305722,7,703,70304,Control,EoSY,Grade 9,not proficient,48,48,100
312953,7,713,71306,Control,EoSY,Grade 9,not proficient,22,22,100
305498,11,1101,110101,Control,EoSY,Grade 9,not proficient,46,47,97.87234042553192
305669,11,1101,110101,Control,EoSY,Grade 9,not proficient,0,21,0
312960,7,710,71002,Control,EoSY,Grade 9,not proficient,50,69,72.46376811594203
309906,5,508,50811,Treatment,EoSY,Grade 9,low proficient,1,108,0.9259259259259259
309934,5,508,50806,Treatment,EoSY,Grade 9,low proficient,13,32,40.625
301871,5,501,50107,Treatment,EoSY,Grade 9,low proficient,0,65,0
302134,5,508,50804,Treatment,EoSY,Grade 9,low proficient,25,124,20.161290322580644
302117,5,508,50803,Treatment,EoSY,Grade 9,low proficient,45,56,80.35714285714286
309909,5,508,50801,Treatment,EoSY,Grade 9,low proficient,13,90,14.444444444444445
309915,5,508,50801,Treatment,EoSY,Grade 9,low proficient,6,34,17.647058823529413
501544,5,508,50815,Treatment,EoSY,Grade 9,low proficient,41,71,57.74647887323944
301887,5,502,50205,Treatment,EoSY,Grade 9,low proficient,14,69,20.28985507246377
302175,5,508,50820,Treatment,EoSY,Grade 9,low proficient,10,115,8.695652173913043
302146,5,508,50812,Treatment,EoSY,Grade 9,low proficient,11,133,8.270676691729323
309921,5,508,50805,Treatment,EoSY,Grade 9,low proficient,8,67,11.940298507462687
302254,5,505,50501,Control,EoSY,Grade 9,low proficient,14,89,15.730337078651685
309513,5,501,50112,Control,EoSY,Grade 9,low proficient,9,84,10.714285714285714
500163,5,508,50801,Control,EoSY,Grade 9,low proficient,24,65,36.92307692307692
302058,5,503,50333,Control,EoSY,Grade 9,low proficient,0,123,0
302192,5,511,51103,Control,EoSY,Grade 9,low proficient,117,208,56.25
302227,5,511,51105,Control,EoSY,Grade 9,low proficient,0,46,0
302252,5,505,50501,Control,EoSY,Grade 9,low proficient,47,57,82.45614035087719
309914,5,508,50806,Control,EoSY,Grade 9,low proficient,25,156,16.025641025641026
309711,5,503,50317,Control,EoSY,Grade 9,low proficient,23,57,40.35087719298246
301817,5,507,50701,Control,EoSY,Grade 9,low proficient,9,76,11.842105263157896
302165,5,508,50816,Control,EoSY,Grade 9,low proficient,2,58,3.4482758620689653
301974,5,503,50311,Treatment,EoSY,Grade 9,low proficient,13,46,28.26086956521739
302256,5,505,50501,Control,EoSY,Grade 9,low proficient,30,91,32.967032967032964
301834,5,501,50106,Control,EoSY,Grade 9,low proficient,18,128,14.0625
309760,5,503,50306,Control,EoSY,Grade 9,low proficient,25,47,53.191489361702125
309936,5,508,50819,Control,EoSY,Grade 9,low proficient,0,45,0
302203,5,511,51102,Control,EoSY,Grade 9,low proficient,3,36,8.333333333333334
302011,5,503,50314,Control,EoSY,Grade 9,low proficient,8,102,7.8431372549019605
500168,5,505,50501,Control,EoSY,Grade 9,low proficient,2,57,3.508771929824561
301947,5,503,50306,Control,EoSY,Grade 9,low proficient,158,312,50.64102564102564
309941,5,508,50812,Control,EoSY,Grade 9,low proficient,52,151,34.437086092715234
301839,5,501,50111,Control,EoSY,Grade 9,low proficient,21,64,32.8125
501843,5,508,50818,Treatment,EoSY,Grade 9,low proficient,18,36,50
302111,5,508,50801,Control,EoSY,Grade 9,low proficient,55,400,13.75
302133,5,509,50901,Control,EoSY,Grade 9,low proficient,74,156,47.43589743589744
301990,5,503,50317,Control,EoSY,Grade 9,low proficient,1,40,2.5
309937,5,508,50819,Control,EoSY,Grade 9,low proficient,11,48,22.916666666666668
302241,5,511,51105,Control,EoSY,Grade 9,low proficient,36,85,42.35294117647059
500167,5,505,50501,Control,EoSY,Grade 9,low proficient,22,58,37.93103448275862
309764,5,503,50320,Control,EoSY,Grade 9,low proficient,0,31,0
302205,5,511,51106,Control,EoSY,Grade 9,low proficient,0,101,0
302014,5,503,50302,Control,EoSY,Grade 9,low proficient,52,110,47.27272727272727
309740,5,503,50315,Control,EoSY,Grade 9,low proficient,14,65,21.53846153846154
309741,5,503,50315,Control,EoSY,Grade 9,low proficient,0,77,0
302161,5,508,50803,Treatment,EoSY,Grade 9,low proficient,1,73,1.36986301369863
302113,5,508,50818,Treatment,EoSY,Grade 9,low proficient,0,62,0
302127,5,508,50817,Control,EoSY,Grade 9,low proficient,0,32,0
301899,5,502,50205,Control,EoSY,Grade 9,low proficient,6,103,5.825242718446602
309509,5,501,50113,Control,EoSY,Grade 9,low proficient,3,81,3.7037037037037037
309903,5,508,50816,Control,EoSY,Grade 9,low proficient,58,75,77.33333333333333
301995,5,503,50310,Control,EoSY,Grade 9,low proficient,49,55,89.0909090909091
309702,5,503,50325,Control,EoSY,Grade 9,low proficient,6,177,3.389830508474576
501020,5,503,50310,Control,EoSY,Grade 9,low proficient,1,28,3.5714285714285716
309743,5,503,50332,Control,EoSY,Grade 9,low proficient,82,118,69.49152542372882
301816,5,501,50101,Control,EoSY,Grade 9,low proficient,24,95,25.263157894736842
302054,5,503,50315,Control,EoSY,Grade 9,low proficient,26,87,29.885057471264368
301862,5,507,50701,Control,EoSY,Grade 9,low proficient,2,191,1.0471204188481675
502477,5,501,50108,Control,EoSY,Grade 9,low proficient,5,23,21.73913043478261
302283,5,513,51301,Control,EoSY,Grade 9,low proficient,118,238,49.57983193277311
301900,5,502,50206,Control,EoSY,Grade 9,low proficient,38,53,71.69811320754717
302123,5,508,50808,Control,EoSY,Grade 9,low proficient,0,78,0
309512,5,501,50110,Control,EoSY,Grade 9,low proficient,25,42,59.523809523809526
302284,5,513,51301,Control,EoSY,Grade 9,low proficient,1,145,0.6896551724137931
500034,5,508,50819,Control,EoSY,Grade 9,low proficient,17,32,53.125
302043,5,503,50305,Control,EoSY,Grade 9,low proficient,71,156,45.51282051282051
302182,5,511,51107,Control,EoSY,Grade 9,low proficient,51,83,61.44578313253012
301986,5,503,50334,Control,EoSY,Grade 9,low proficient,3,184,1.6304347826086956
302109,5,508,50817,Control,EoSY,Grade 9,low proficient,24,193,12.435233160621761
302061,5,503,50311,Control,EoSY,Grade 9,low proficient,8,45,17.77777777777778
309931,5,508,50802,Control,EoSY,Grade 9,low proficient,13,58,22.413793103448278
301984,5,503,50331,Control,EoSY,Grade 9,low proficient,32,171,18.71345029239766
302156,5,508,50803,Control,EoSY,Grade 9,low proficient,12,88,13.636363636363637
309705,5,503,50330,Control,EoSY,Grade 9,low proficient,9,71,12.67605633802817
500165,5,508,50804,Control,EoSY,Grade 9,low proficient,18,39,46.15384615384615
301930,5,503,50328,Control,EoSY,Grade 9,low proficient,1,73,1.36986301369863
302177,5,508,50806,Control,EoSY,Grade 9,low proficient,0,74,0
302282,5,513,51301,Control,EoSY,Grade 9,low proficient,17,277,6.137184115523466
502615,5,508,50802,Control,EoSY,Grade 9,low proficient,1,11,9.090909090909092
302263,5,506,50601,Control,EoSY,Grade 9,low proficient,28,62,45.16129032258065
301826,5,501,50103,Control,EoSY,Grade 9,low proficient,17,35,48.57142857142857
305750,5,513,51301,Control,EoSY,Grade 9,low proficient,0,43,0
301870,5,501,50110,Control,EoSY,Grade 9,low proficient,48,67,71.64179104477611
302039,5,503,50316,Control,EoSY,Grade 9,low proficient,57,234,24.358974358974358
301868,5,501,50112,Control,EoSY,Grade 9,low proficient,161,174,92.52873563218391
301963,5,503,50316,Control,EoSY,Grade 9,low proficient,116,157,73.88535031847134
340567,15,1505,150501,Treatment,EoSY,Grade 9,low proficient,11,158,6.962025316455696
320606,15,1515,151502,Treatment,EoSY,Grade 9,low proficient,87,308,28.246753246753247
320202,15,1511,151101,Treatment,EoSY,Grade 9,low proficient,63,107,58.87850467289719
305310,15,1507,150703,Treatment,EoSY,Grade 9,low proficient,0,284,0
305418,15,1513,151301,Treatment,EoSY,Grade 9,low proficient,259,960,26.979166666666668
500565,15,1515,151502,Treatment,EoSY,Grade 9,low proficient,70,689,10.159651669085632
301258,4,413,41308,Treatment,EoSY,Grade 9,low proficient,78,375,20.8
301214,4,411,41101,Treatment,EoSY,Grade 9,low proficient,216,654,33.027522935779814
301497,4,414,41401,Treatment,EoSY,Grade 9,low proficient,81,319,25.391849529780565
305411,15,1515,151502,Treatment,EoSY,Grade 9,low proficient,268,755,35.496688741721854
305420,15,1513,151301,Treatment,EoSY,Grade 9,low proficient,459,1092,42.032967032967036
301231,4,413,41302,Control,EoSY,Grade 9,low proficient,84,157,53.503184713375795
301188,4,402,40201,Control,EoSY,Grade 9,low proficient,40,610,6.557377049180328
307913,4,413,41309,Control,EoSY,Grade 9,low proficient,135,237,56.962025316455694
500566,15,1507,150710,Control,EoSY,Grade 9,low proficient,202,680,29.705882352941178
305453,15,1510,151001,Control,EoSY,Grade 9,low proficient,0,803,0
305311,15,1507,150702,Control,EoSY,Grade 9,low proficient,89,277,32.12996389891697
301425,4,401,40101,Control,EoSY,Grade 9,low proficient,264,774,34.10852713178294
301202,4,408,40812,Control,EoSY,Grade 9,low proficient,56,285,19.649122807017545
305412,15,1515,151502,Control,EoSY,Grade 9,low proficient,290,908,31.938325991189426
308105,4,417,41703,Control,EoSY,Grade 9,low proficient,307,626,49.04153354632588
305341,15,1514,151401,Control,EoSY,Grade 9,low proficient,336,1278,26.291079812206572
319604,15,1512,151201,Control,EoSY,Grade 9,low proficient,66,288,22.916666666666668
305568,15,1516,151601,Control,EoSY,Grade 9,low proficient,10,317,3.1545741324921135
305434,15,1503,150301,Control,EoSY,Grade 9,low proficient,82,606,13.531353135313532
301464,4,417,41710,Control,EoSY,Grade 9,low proficient,66,497,13.279678068410464
305461,15,1515,151502,Control,EoSY,Grade 9,low proficient,48,265,18.11320754716981
305384,15,1501,150101,Control,EoSY,Grade 9,low proficient,106,373,28.41823056300268
301143,4,421,42101,Control,EoSY,Grade 9,low proficient,48,716,6.70391061452514
305340,15,1514,151401,Control,EoSY,Grade 9,low proficient,273,1021,26.738491674828598
305302,15,1507,150709,Treatment,EoSY,Grade 9,low proficient,287,1108,25.902527075812273
308103,4,417,41712,Control,EoSY,Grade 9,low proficient,103,278,37.05035971223022
308130,4,417,41711,Control,EoSY,Grade 9,low proficient,14,128,10.9375
301227,4,420,42001,Control,EoSY,Grade 9,low proficient,64,562,11.387900355871887
305334,15,1514,151401,Control,EoSY,Grade 9,low proficient,196,539,36.36363636363637
305367,15,1512,151201,Control,EoSY,Grade 9,low proficient,0,811,0
305635,15,1514,151401,Control,EoSY,Grade 9,low proficient,156,384,40.625
301218,4,408,40814,Control,EoSY,Grade 9,low proficient,269,1805,14.903047091412743
308501,4,415,41501,Control,EoSY,Grade 9,low proficient,140,427,32.78688524590164
500332,15,1506,150601,Control,EoSY,Grade 9,low proficient,173,318,54.40251572327044
305471,15,1509,150901,Control,EoSY,Grade 9,low proficient,434,640,67.8125
305376,15,1501,150101,Treatment,EoSY,Grade 9,low proficient,6,795,0.7547169811320755
301432,4,417,41705,Control,EoSY,Grade 9,low proficient,54,446,12.10762331838565
305459,15,1515,151502,Control,EoSY,Grade 9,low proficient,141,677,20.82717872968981
305313,15,1507,150708,Control,EoSY,Grade 9,low proficient,50,508,9.84251968503937
301186,4,410,41001,Control,EoSY,Grade 9,low proficient,344,1470,23.401360544217688
301184,4,410,41001,Control,EoSY,Grade 9,low proficient,156,862,18.097447795823665
305295,15,1507,150710,Control,EoSY,Grade 9,low proficient,301,1178,25.551782682512734
301416,4,422,42201,Control,EoSY,Grade 9,low proficient,3,135,2.2222222222222223
305450,15,1505,150501,Treatment,EoSY,Grade 9,low proficient,86,347,24.78386167146974
301403,4,416,41606,Control,EoSY,Grade 9,low proficient,47,341,13.782991202346041
301451,4,417,41708,Control,EoSY,Grade 9,low proficient,131,254,51.574803149606296
305338,15,1514,151401,Control,EoSY,Grade 9,low proficient,105,633,16.587677725118482
301257,4,413,41312,Control,EoSY,Grade 9,low proficient,204,1669,12.222887956860395
305416,15,1513,151301,Control,EoSY,Grade 9,low proficient,370,859,43.07334109429569
305337,15,1514,151401,Control,EoSY,Grade 9,low proficient,566,1903,29.74251182343668
305353,15,1514,151401,Control,EoSY,Grade 9,low proficient,33,377,8.753315649867375
301197,4,408,40812,Control,EoSY,Grade 9,low proficient,1,348,0.28735632183908044
301236,4,413,41308,Treatment,EoSY,Grade 9,low proficient,63,245,25.714285714285715
305444,15,1516,151601,Control,EoSY,Grade 9,low proficient,81,291,27.835051546391753
320306,15,1503,150301,Control,EoSY,Grade 9,low proficient,193,688,28.052325581395348
301489,4,414,41401,Control,EoSY,Grade 9,low proficient,8,292,2.73972602739726
301507,4,418,41801,Control,EoSY,Grade 9,low proficient,7,100,7
301456,4,417,41710,Control,EoSY,Grade 9,low proficient,77,442,17.420814479638008
301238,4,413,41303,Control,EoSY,Grade 9,low proficient,126,441,28.571428571428573
305438,15,1516,151601,Control,EoSY,Grade 9,low proficient,188,882,21.31519274376417
305324,15,1514,151401,Control,EoSY,Grade 9,low proficient,24,291,8.24742268041237
305454,15,1510,151001,Control,EoSY,Grade 9,low proficient,0,119,0
308122,4,417,41708,Control,EoSY,Grade 9,low proficient,77,148,52.027027027027025
301508,4,418,41801,Control,EoSY,Grade 9,low proficient,138,242,57.02479338842975
305465,15,1515,151502,Control,EoSY,Grade 9,low proficient,375,743,50.47106325706595
305428,15,1511,151101,Control,EoSY,Grade 9,low proficient,205,345,59.42028985507246
301175,4,408,40807,Control,EoSY,Grade 9,low proficient,173,482,35.892116182572614
301437,4,417,41704,Control,EoSY,Grade 9,low proficient,244,919,26.550598476605007
320204,15,1511,151101,Control,EoSY,Grade 9,low proficient,57,552,10.326086956521738
305447,15,1505,150501,Control,EoSY,Grade 9,low proficient,37,631,5.863708399366086
301438,4,417,41704,Control,EoSY,Grade 9,low proficient,294,443,66.36568848758465
308135,4,417,41708,Control,EoSY,Grade 9,low proficient,115,346,33.23699421965318
301418,4,401,40101,Control,EoSY,Grade 9,low proficient,423,2300,18.391304347826086
305288,15,1507,150710,Control,EoSY,Grade 9,low proficient,302,671,45.007451564828614
301265,4,413,41301,Control,EoSY,Grade 9,low proficient,117,328,35.670731707317074
305442,15,1516,151601,Control,EoSY,Grade 9,low proficient,110,260,42.30769230769231
500339,15,1505,150501,Control,EoSY,Grade 9,low proficient,102,311,32.79742765273312
305435,15,1503,150301,Control,EoSY,Grade 9,low proficient,137,348,39.367816091954026
308134,4,417,41708,Control,EoSY,Grade 9,low proficient,38,446,8.52017937219731
305452,15,1505,150501,Control,EoSY,Grade 9,low proficient,65,593,10.961214165261383
312330,7,703,70308,Treatment,EoSY,Grade 9,low proficient,4,48,8.333333333333334
305710,7,703,70302,Treatment,EoSY,Grade 9,low proficient,3,67,4.477611940298507
305655,11,1101,110101,Treatment,EoSY,Grade 9,low proficient,7,14,50
305581,7,703,70303,Treatment,EoSY,Grade 9,low proficient,1,29,3.4482758620689653
303130,7,703,70309,Treatment,EoSY,Grade 9,low proficient,2,133,1.5037593984962405
312354,7,703,70309,Treatment,EoSY,Grade 9,low proficient,0,19,0
305849,11,1105,110503,Treatment,EoSY,Grade 9,low proficient,1,23,4.3478260869565215
305500,11,1101,110101,Treatment,EoSY,Grade 9,low proficient,0,23,0
312355,7,703,70304,Treatment,EoSY,Grade 9,low proficient,1,28,3.5714285714285716
501903,11,1110,111001,Treatment,EoSY,Grade 9,low proficient,1,16,6.25
500665,7,705,70527,Control,EoSY,Grade 9,low proficient,0,63,0
312462,7,705,70520,Control,EoSY,Grade 9,low proficient,7,25,28
306038,11,1102,110202,Control,EoSY,Grade 9,low proficient,13,21,61.904761904761905
500221,7,705,70527,Control,EoSY,Grade 9,low proficient,3,22,13.636363636363637
500744,7,708,70801,Control,EoSY,Grade 9,low proficient,3,34,8.823529411764707
305884,11,1101,110101,Control,EoSY,Grade 9,low proficient,6,77,7.792207792207792
303170,7,709,70901,Control,EoSY,Grade 9,low proficient,0,33,0
500787,7,708,70801,Control,EoSY,Grade 9,low proficient,17,42,40.476190476190474
500667,7,705,70528,Control,EoSY,Grade 9,low proficient,6,31,19.35483870967742
501071,11,1101,110101,Control,EoSY,Grade 9,low proficient,2,16,12.5
303046,7,705,70527,Control,EoSY,Grade 9,low proficient,3,75,4
325303,7,707,70701,Control,EoSY,Grade 9,low proficient,17,25,68
