school_id,region_code,full_division_code,full_municipality_code,treatment_status,time_point,grade,proficiency_group,student_count,assessed_count,percent_of_assessed
302205,5,511,51106,Control,BoSY,Grade 7,proficient,0,136,0
302014,5,503,50302,Control,BoSY,Grade 7,proficient,0,165,0
309740,5,503,50315,Control,BoSY,Grade 7,proficient,0,73,0
309741,5,503,50315,Control,BoSY,Grade 7,proficient,0,110,0
302161,5,508,50803,Treatment,BoSY,Grade 7,proficient,0,99,0
302113,5,508,50818,Treatment,BoSY,Grade 7,proficient,0,99,0
302127,5,508,50817,Control,BoSY,Grade 7,proficient,0,48,0
301899,5,502,50205,Control,BoSY,Grade 7,proficient,0,132,0
309509,5,501,50113,Control,BoSY,Grade 7,proficient,0,96,0
309903,5,508,50816,Control,BoSY,Grade 7,proficient,0,101,0
301995,5,503,50310,Control,BoSY,Grade 7,proficient,0,62,0
309702,5,503,50325,Control,BoSY,Grade 7,proficient,0,257,0
501020,5,503,50310,Control,BoSY,Grade 7,proficient,0,33,0
309743,5,503,50332,Control,BoSY,Grade 7,proficient,0,116,0
301816,5,501,50101,Control,BoSY,Grade 7,proficient,0,99,0
302054,5,503,50315,Control,BoSY,Grade 7,proficient,0,114,0
301862,5,507,50701,Control,BoSY,Grade 7,proficient,0,247,0
502477,5,501,50108,Control,BoSY,Grade 7,proficient,0,26,0
302283,5,513,51301,Control,BoSY,Grade 7,proficient,0,332,0
301900,5,502,50206,Control,BoSY,Grade 7,proficient,0,71,0
302123,5,508,50808,Control,BoSY,Grade 7,proficient,0,81,0
309512,5,501,50110,Control,BoSY,Grade 7,proficient,0,50,0
302284,5,513,51301,Control,BoSY,Grade 7,proficient,0,180,0
500034,5,508,50819,Control,BoSY,Grade 7,proficient,0,38,0
302043,5,503,50305,Control,BoSY,Grade 7,proficient,0,227,0
302182,5,511,51107,Control,BoSY,Grade 7,proficient,0,88,0
301986,5,503,50334,Control,BoSY,Grade 7,proficient,0,216,0
302109,5,508,50817,Control,BoSY,Grade 7,proficient,0,275,0
302061,5,503,50311,Control,BoSY,Grade 7,proficient,0,82,0
309931,5,508,50802,Control,BoSY,Grade 7,proficient,0,87,0
301984,5,503,50331,Control,BoSY,Grade 7,proficient,0,225,0
302156,5,508,50803,Control,BoSY,Grade 7,proficient,0,101,0
309705,5,503,50330,Control,BoSY,Grade 7,proficient,0,87,0
500165,5,508,50804,Control,BoSY,Grade 7,proficient,0,51,0
301930,5,503,50328,Control,BoSY,Grade 7,proficient,0,100,0
302177,5,508,50806,Control,BoSY,Grade 7,proficient,0,115,0
302282,5,513,51301,Control,BoSY,Grade 7,proficient,0,0,NA
502615,5,508,50802,Control,BoSY,Grade 7,proficient,0,22,0
302263,5,506,50601,Control,BoSY,Grade 7,proficient,0,66,0
301826,5,501,50103,Control,BoSY,Grade 7,proficient,0,0,NA
305750,5,513,51301,Control,BoSY,Grade 7,proficient,0,63,0
301870,5,501,50110,Control,BoSY,Grade 7,proficient,0,124,0
302039,5,503,50316,Control,BoSY,Grade 7,proficient,0,361,0
301868,5,501,50112,Control,BoSY,Grade 7,proficient,0,201,0
301963,5,503,50316,Control,BoSY,Grade 7,proficient,0,220,0
340567,15,1505,150501,Treatment,BoSY,Grade 7,proficient,0,187,0
320606,15,1515,151502,Treatment,BoSY,Grade 7,proficient,0,308,0
320202,15,1511,151101,Treatment,BoSY,Grade 7,proficient,0,161,0
305310,15,1507,150703,Treatment,BoSY,Grade 7,proficient,0,312,0
305418,15,1513,151301,Treatment,BoSY,Grade 7,proficient,6,1281,0.468384074941452
500565,15,1515,151502,Treatment,BoSY,Grade 7,proficient,0,856,0
301258,4,413,41308,Treatment,BoSY,Grade 7,proficient,0,546,0
301214,4,411,41101,Treatment,BoSY,Grade 7,proficient,3,645,0.46511627906976744
301497,4,414,41401,Treatment,BoSY,Grade 7,proficient,1,445,0.2247191011235955
305411,15,1515,151502,Treatment,BoSY,Grade 7,proficient,5,656,0.7621951219512195
305420,15,1513,151301,Treatment,BoSY,Grade 7,proficient,1,1406,0.07112375533428165
301231,4,413,41302,Control,BoSY,Grade 7,proficient,0,235,0
301188,4,402,40201,Control,BoSY,Grade 7,proficient,0,454,0
307913,4,413,41309,Control,BoSY,Grade 7,proficient,0,349,0
500566,15,1507,150710,Control,BoSY,Grade 7,proficient,0,789,0
305453,15,1510,151001,Control,BoSY,Grade 7,proficient,0,833,0
305311,15,1507,150702,Control,BoSY,Grade 7,proficient,0,289,0
301425,4,401,40101,Control,BoSY,Grade 7,proficient,0,1057,0
301202,4,408,40812,Control,BoSY,Grade 7,proficient,0,431,0
305412,15,1515,151502,Control,BoSY,Grade 7,proficient,0,1138,0
308105,4,417,41703,Control,BoSY,Grade 7,proficient,23,939,2.4494142705005326
305341,15,1514,151401,Control,BoSY,Grade 7,proficient,1,1496,0.06684491978609626
319604,15,1512,151201,Control,BoSY,Grade 7,proficient,0,385,0
305568,15,1516,151601,Control,BoSY,Grade 7,proficient,0,478,0
305434,15,1503,150301,Control,BoSY,Grade 7,proficient,1,960,0.10416666666666667
301464,4,417,41710,Control,BoSY,Grade 7,proficient,0,659,0
305461,15,1515,151502,Control,BoSY,Grade 7,proficient,0,373,0
305384,15,1501,150101,Control,BoSY,Grade 7,proficient,0,526,0
301143,4,421,42101,Control,BoSY,Grade 7,proficient,0,1241,0
305340,15,1514,151401,Control,BoSY,Grade 7,proficient,4,1160,0.3448275862068966
305302,15,1507,150709,Treatment,BoSY,Grade 7,proficient,0,1192,0
308103,4,417,41712,Control,BoSY,Grade 7,proficient,0,405,0
308130,4,417,41711,Control,BoSY,Grade 7,proficient,0,185,0
301227,4,420,42001,Control,BoSY,Grade 7,proficient,0,1589,0
305334,15,1514,151401,Control,BoSY,Grade 7,proficient,0,603,0
305367,15,1512,151201,Control,BoSY,Grade 7,proficient,0,1188,0
305635,15,1514,151401,Control,BoSY,Grade 7,proficient,0,554,0
301218,4,408,40814,Control,BoSY,Grade 7,proficient,1,2316,0.04317789291882556
308501,4,415,41501,Control,BoSY,Grade 7,proficient,0,695,0
500332,15,1506,150601,Control,BoSY,Grade 7,proficient,0,315,0
305471,15,1509,150901,Control,BoSY,Grade 7,proficient,0,1015,0
305376,15,1501,150101,Treatment,BoSY,Grade 7,proficient,0,848,0
301432,4,417,41705,Control,BoSY,Grade 7,proficient,0,632,0
305459,15,1515,151502,Control,BoSY,Grade 7,proficient,0,957,0
305313,15,1507,150708,Control,BoSY,Grade 7,proficient,0,591,0
301186,4,410,41001,Control,BoSY,Grade 7,proficient,2,2144,0.09328358208955224
301184,4,410,41001,Control,BoSY,Grade 7,proficient,0,1327,0
305295,15,1507,150710,Control,BoSY,Grade 7,proficient,0,1342,0
301416,4,422,42201,Control,BoSY,Grade 7,proficient,0,200,0
305450,15,1505,150501,Treatment,BoSY,Grade 7,proficient,0,523,0
301403,4,416,41606,Control,BoSY,Grade 7,proficient,4,339,1.1799410029498525
301451,4,417,41708,Control,BoSY,Grade 7,proficient,0,380,0
305338,15,1514,151401,Control,BoSY,Grade 7,proficient,0,843,0
301257,4,413,41312,Control,BoSY,Grade 7,proficient,5,1974,0.25329280648429586
305416,15,1513,151301,Control,BoSY,Grade 7,proficient,5,1063,0.4703668861712135
305337,15,1514,151401,Control,BoSY,Grade 7,proficient,0,2308,0
305353,15,1514,151401,Control,BoSY,Grade 7,proficient,0,404,0
301197,4,408,40812,Control,BoSY,Grade 7,proficient,3,443,0.6772009029345373
301236,4,413,41308,Treatment,BoSY,Grade 7,proficient,0,346,0
305444,15,1516,151601,Control,BoSY,Grade 7,proficient,0,467,0
320306,15,1503,150301,Control,BoSY,Grade 7,proficient,0,878,0
301489,4,414,41401,Control,BoSY,Grade 7,proficient,0,325,0
301507,4,418,41801,Control,BoSY,Grade 7,proficient,0,130,0
301456,4,417,41710,Control,BoSY,Grade 7,proficient,0,641,0
301238,4,413,41303,Control,BoSY,Grade 7,proficient,0,658,0
305438,15,1516,151601,Control,BoSY,Grade 7,proficient,0,939,0
305324,15,1514,151401,Control,BoSY,Grade 7,proficient,0,275,0
305454,15,1510,151001,Control,BoSY,Grade 7,proficient,0,139,0
308122,4,417,41708,Control,BoSY,Grade 7,proficient,0,267,0
301508,4,418,41801,Control,BoSY,Grade 7,proficient,0,258,0
305465,15,1515,151502,Control,BoSY,Grade 7,proficient,0,815,0
305428,15,1511,151101,Control,BoSY,Grade 7,proficient,0,371,0
301175,4,408,40807,Control,BoSY,Grade 7,proficient,0,697,0
301437,4,417,41704,Control,BoSY,Grade 7,proficient,2,1040,0.19230769230769232
320204,15,1511,151101,Control,BoSY,Grade 7,proficient,0,573,0
305447,15,1505,150501,Control,BoSY,Grade 7,proficient,0,861,0
301438,4,417,41704,Control,BoSY,Grade 7,proficient,0,543,0
308135,4,417,41708,Control,BoSY,Grade 7,proficient,0,490,0
301418,4,401,40101,Control,BoSY,Grade 7,proficient,0,3468,0
305288,15,1507,150710,Control,BoSY,Grade 7,proficient,0,648,0
301265,4,413,41301,Control,BoSY,Grade 7,proficient,0,412,0
305442,15,1516,151601,Control,BoSY,Grade 7,proficient,0,272,0
500339,15,1505,150501,Control,BoSY,Grade 7,proficient,0,365,0
305435,15,1503,150301,Control,BoSY,Grade 7,proficient,0,473,0
308134,4,417,41708,Control,BoSY,Grade 7,proficient,0,711,0
305452,15,1505,150501,Control,BoSY,Grade 7,proficient,0,736,0
312330,7,703,70308,Treatment,BoSY,Grade 7,proficient,0,89,0
305710,7,703,70302,Treatment,BoSY,Grade 7,proficient,0,86,0
305655,11,1101,110101,Treatment,BoSY,Grade 7,proficient,0,27,0
305581,7,703,70303,Treatment,BoSY,Grade 7,proficient,0,46,0
303130,7,703,70309,Treatment,BoSY,Grade 7,proficient,0,193,0
312354,7,703,70309,Treatment,BoSY,Grade 7,proficient,0,28,0
305849,11,1105,110503,Treatment,BoSY,Grade 7,proficient,0,38,0
305500,11,1101,110101,Treatment,BoSY,Grade 7,proficient,0,36,0
312355,7,703,70304,Treatment,BoSY,Grade 7,proficient,0,39,0
501903,11,1110,111001,Treatment,BoSY,Grade 7,proficient,0,30,0
500665,7,705,70527,Control,BoSY,Grade 7,proficient,0,107,0
312462,7,705,70520,Control,BoSY,Grade 7,proficient,0,18,0
306038,11,1102,110202,Control,BoSY,Grade 7,proficient,0,33,0
500221,7,705,70527,Control,BoSY,Grade 7,proficient,0,32,0
500744,7,708,70801,Control,BoSY,Grade 7,proficient,0,55,0
305884,11,1101,110101,Control,BoSY,Grade 7,proficient,11,125,8.8
303170,7,709,70901,Control,BoSY,Grade 7,proficient,0,52,0
500787,7,708,70801,Control,BoSY,Grade 7,proficient,0,49,0
500667,7,705,70528,Control,BoSY,Grade 7,proficient,0,72,0
501071,11,1101,110101,Control,BoSY,Grade 7,proficient,0,25,0
303046,7,705,70527,Control,BoSY,Grade 7,proficient,0,81,0
325303,7,707,70701,Control,BoSY,Grade 7,proficient,1,86,1.1627906976744187
500208,7,703,70305,Control,BoSY,Grade 7,proficient,0,19,0
312401,7,705,70525,Control,BoSY,Grade 7,proficient,0,127,0
303136,7,706,70601,Control,BoSY,Grade 7,proficient,0,109,0
312435,7,707,70701,Control,BoSY,Grade 7,proficient,0,54,0
502186,11,1101,110101,Control,BoSY,Grade 7,proficient,0,20,0
500782,7,708,70801,Control,BoSY,Grade 7,proficient,0,295,0
306086,11,1106,110606,Control,BoSY,Grade 7,proficient,0,23,0
305755,7,705,70529,Control,BoSY,Grade 7,proficient,0,138,0
305665,11,1101,110101,Control,BoSY,Grade 7,proficient,0,24,0
501635,7,703,70301,Control,BoSY,Grade 7,proficient,0,79,0
305843,11,1110,111001,Control,BoSY,Grade 7,proficient,0,64,0
500894,7,705,70517,Control,BoSY,Grade 7,proficient,0,101,0
500671,7,705,70506,Control,BoSY,Grade 7,proficient,0,28,0
305847,11,1105,110503,Control,BoSY,Grade 7,proficient,0,49,0
500784,7,708,70801,Control,BoSY,Grade 7,proficient,0,24,0
501267,7,705,70525,Control,BoSY,Grade 7,proficient,0,42,0
306000,7,705,70525,Control,BoSY,Grade 7,proficient,0,63,0
305517,11,1106,110608,Control,BoSY,Grade 7,proficient,0,53,0
305713,7,710,71001,Control,BoSY,Grade 7,proficient,0,82,0
500768,7,705,70521,Control,BoSY,Grade 7,proficient,0,82,0
316303,11,1107,110701,Control,BoSY,Grade 7,proficient,0,78,0
316304,11,1107,110701,Control,BoSY,Grade 7,proficient,0,94,0
305506,11,1101,110101,Control,BoSY,Grade 7,proficient,0,25,0
500421,7,705,70507,Control,BoSY,Grade 7,proficient,0,118,0
305681,11,1110,111001,Control,BoSY,Grade 7,proficient,0,228,0
303186,7,711,71101,Control,BoSY,Grade 7,proficient,0,145,0
501429,7,714,71402,Control,BoSY,Grade 7,proficient,0,59,0
305844,11,1103,110303,Control,BoSY,Grade 7,proficient,0,57,0
305965,11,1110,111001,Control,BoSY,Grade 7,proficient,0,92,0
501076,11,1103,110305,Control,BoSY,Grade 7,proficient,0,18,0
305889,11,1101,110101,Control,BoSY,Grade 7,proficient,0,61,0
501074,11,1103,110306,Control,BoSY,Grade 7,proficient,0,47,0
312408,7,705,70530,Control,BoSY,Grade 7,proficient,0,77,0
501351,7,705,70522,Control,BoSY,Grade 7,proficient,8,78,10.256410256410257
501404,11,1101,110101,Control,BoSY,Grade 7,proficient,0,18,0
305660,11,1101,110101,Control,BoSY,Grade 7,proficient,0,45,0
303219,7,701,70101,Control,BoSY,Grade 7,proficient,0,140,0
312450,7,705,70522,Control,BoSY,Grade 7,proficient,5,65,7.6923076923076925
324903,7,704,70401,Control,BoSY,Grade 7,proficient,0,44,0
501065,11,1101,110101,Control,BoSY,Grade 7,proficient,0,144,0
312451,7,705,70532,Control,BoSY,Grade 7,proficient,0,93,0
501763,11,1103,110305,Control,BoSY,Grade 7,proficient,0,42,0
316405,11,1110,111001,Control,BoSY,Grade 7,proficient,0,152,0
316404,11,1110,111001,Control,BoSY,Grade 7,proficient,0,62,0
316301,11,1107,110701,Control,BoSY,Grade 7,proficient,0,208,0
312910,7,710,71001,Control,BoSY,Grade 7,proficient,0,196,0
303011,7,705,70512,Control,BoSY,Grade 7,proficient,0,59,0
305651,11,1101,110101,Control,BoSY,Grade 7,proficient,7,34,20.58823529411765
305662,11,1101,110101,Control,BoSY,Grade 7,proficient,0,53,0
305850,11,1105,110503,Control,BoSY,Grade 7,proficient,0,31,0
312481,7,705,70518,Control,BoSY,Grade 7,proficient,0,201,0
304409,11,1110,111001,Control,BoSY,Grade 7,proficient,0,121,0
303246,7,713,71303,Control,BoSY,Grade 7,proficient,0,192,0
501405,11,1101,110101,Control,BoSY,Grade 7,proficient,0,58,0
305677,11,1105,110503,Control,BoSY,Grade 7,proficient,0,63,0
500447,7,708,70801,Control,BoSY,Grade 7,proficient,0,74,0
501305,7,708,70801,Control,BoSY,Grade 7,proficient,0,31,0
305917,7,708,70801,Control,BoSY,Grade 7,proficient,0,24,0
305722,7,703,70304,Control,BoSY,Grade 7,proficient,0,60,0
312953,7,713,71306,Control,BoSY,Grade 7,proficient,0,50,0
305498,11,1101,110101,Control,BoSY,Grade 7,proficient,0,78,0
305669,11,1101,110101,Control,BoSY,Grade 7,proficient,25,38,65.78947368421052
312960,7,710,71002,Control,BoSY,Grade 7,proficient,0,71,0
309906,5,508,50811,Treatment,BoSY,Grade 7,high proficient,0,128,0
309934,5,508,50806,Treatment,BoSY,Grade 7,high proficient,0,43,0
301871,5,501,50107,Treatment,BoSY,Grade 7,high proficient,0,73,0
302134,5,508,50804,Treatment,BoSY,Grade 7,high proficient,0,168,0
302117,5,508,50803,Treatment,BoSY,Grade 7,high proficient,0,93,0
309909,5,508,50801,Treatment,BoSY,Grade 7,high proficient,0,126,0
309915,5,508,50801,Treatment,BoSY,Grade 7,high proficient,0,51,0
501544,5,508,50815,Treatment,BoSY,Grade 7,high proficient,0,72,0
301887,5,502,50205,Treatment,BoSY,Grade 7,high proficient,0,101,0
302175,5,508,50820,Treatment,BoSY,Grade 7,high proficient,0,132,0
302146,5,508,50812,Treatment,BoSY,Grade 7,high proficient,0,160,0
309921,5,508,50805,Treatment,BoSY,Grade 7,high proficient,0,97,0
302254,5,505,50501,Control,BoSY,Grade 7,high proficient,0,93,0
309513,5,501,50112,Control,BoSY,Grade 7,high proficient,0,122,0
500163,5,508,50801,Control,BoSY,Grade 7,high proficient,0,76,0
302058,5,503,50333,Control,BoSY,Grade 7,high proficient,0,138,0
302192,5,511,51103,Control,BoSY,Grade 7,high proficient,0,287,0
302227,5,511,51105,Control,BoSY,Grade 7,high proficient,0,98,0
302252,5,505,50501,Control,BoSY,Grade 7,high proficient,0,99,0
309914,5,508,50806,Control,BoSY,Grade 7,high proficient,0,229,0
309711,5,503,50317,Control,BoSY,Grade 7,high proficient,0,65,0
301817,5,507,50701,Control,BoSY,Grade 7,high proficient,0,114,0
302165,5,508,50816,Control,BoSY,Grade 7,high proficient,0,92,0
301974,5,503,50311,Treatment,BoSY,Grade 7,high proficient,0,87,0
302256,5,505,50501,Control,BoSY,Grade 7,high proficient,0,114,0
301834,5,501,50106,Control,BoSY,Grade 7,high proficient,0,163,0
309760,5,503,50306,Control,BoSY,Grade 7,high proficient,0,34,0
309936,5,508,50819,Control,BoSY,Grade 7,high proficient,0,59,0
302203,5,511,51102,Control,BoSY,Grade 7,high proficient,0,80,0
302011,5,503,50314,Control,BoSY,Grade 7,high proficient,0,244,0
500168,5,505,50501,Control,BoSY,Grade 7,high proficient,0,90,0
301947,5,503,50306,Control,BoSY,Grade 7,high proficient,0,365,0
309941,5,508,50812,Control,BoSY,Grade 7,high proficient,0,232,0
301839,5,501,50111,Control,BoSY,Grade 7,high proficient,0,90,0
501843,5,508,50818,Treatment,BoSY,Grade 7,high proficient,0,40,0
302111,5,508,50801,Control,BoSY,Grade 7,high proficient,0,540,0
302133,5,509,50901,Control,BoSY,Grade 7,high proficient,0,190,0
301990,5,503,50317,Control,BoSY,Grade 7,high proficient,0,21,0
309937,5,508,50819,Control,BoSY,Grade 7,high proficient,0,80,0
302241,5,511,51105,Control,BoSY,Grade 7,high proficient,0,169,0
500167,5,505,50501,Control,BoSY,Grade 7,high proficient,0,69,0
309764,5,503,50320,Control,BoSY,Grade 7,high proficient,0,40,0
302205,5,511,51106,Control,BoSY,Grade 7,high proficient,0,136,0
302014,5,503,50302,Control,BoSY,Grade 7,high proficient,0,165,0
309740,5,503,50315,Control,BoSY,Grade 7,high proficient,0,73,0
309741,5,503,50315,Control,BoSY,Grade 7,high proficient,0,110,0
302161,5,508,50803,Treatment,BoSY,Grade 7,high proficient,0,99,0
302113,5,508,50818,Treatment,BoSY,Grade 7,high proficient,0,99,0
302127,5,508,50817,Control,BoSY,Grade 7,high proficient,0,48,0
301899,5,502,50205,Control,BoSY,Grade 7,high proficient,0,132,0
309509,5,501,50113,Control,BoSY,Grade 7,high proficient,0,96,0
309903,5,508,50816,Control,BoSY,Grade 7,high proficient,0,101,0
301995,5,503,50310,Control,BoSY,Grade 7,high proficient,0,62,0
309702,5,503,50325,Control,BoSY,Grade 7,high proficient,0,257,0
501020,5,503,50310,Control,BoSY,Grade 7,high proficient,0,33,0
309743,5,503,50332,Control,BoSY,Grade 7,high proficient,0,116,0
301816,5,501,50101,Control,BoSY,Grade 7,high proficient,0,99,0
302054,5,503,50315,Control,BoSY,Grade 7,high proficient,0,114,0
301862,5,507,50701,Control,BoSY,Grade 7,high proficient,0,247,0
502477,5,501,50108,Control,BoSY,Grade 7,high proficient,0,26,0
302283,5,513,51301,Control,BoSY,Grade 7,high proficient,0,332,0
301900,5,502,50206,Control,BoSY,Grade 7,high proficient,0,71,0
302123,5,508,50808,Control,BoSY,Grade 7,high proficient,0,81,0
309512,5,501,50110,Control,BoSY,Grade 7,high proficient,0,50,0
302284,5,513,51301,Control,BoSY,Grade 7,high proficient,0,180,0
500034,5,508,50819,Control,BoSY,Grade 7,high proficient,0,38,0
302043,5,503,50305,Control,BoSY,Grade 7,high proficient,0,227,0
302182,5,511,51107,Control,BoSY,Grade 7,high proficient,0,88,0
301986,5,503,50334,Control,BoSY,Grade 7,high proficient,0,216,0
302109,5,508,50817,Control,BoSY,Grade 7,high proficient,0,275,0
302061,5,503,50311,Control,BoSY,Grade 7,high proficient,0,82,0
309931,5,508,50802,Control,BoSY,Grade 7,high proficient,0,87,0
301984,5,503,50331,Control,BoSY,Grade 7,high proficient,0,225,0
302156,5,508,50803,Control,BoSY,Grade 7,high proficient,0,101,0
309705,5,503,50330,Control,BoSY,Grade 7,high proficient,0,87,0
500165,5,508,50804,Control,BoSY,Grade 7,high proficient,0,51,0
301930,5,503,50328,Control,BoSY,Grade 7,high proficient,0,100,0
302177,5,508,50806,Control,BoSY,Grade 7,high proficient,0,115,0
302282,5,513,51301,Control,BoSY,Grade 7,high proficient,0,0,NA
502615,5,508,50802,Control,BoSY,Grade 7,high proficient,0,22,0
302263,5,506,50601,Control,BoSY,Grade 7,high proficient,0,66,0
301826,5,501,50103,Control,BoSY,Grade 7,high proficient,0,0,NA
305750,5,513,51301,Control,BoSY,Grade 7,high proficient,0,63,0
301870,5,501,50110,Control,BoSY,Grade 7,high proficient,0,124,0
302039,5,503,50316,Control,BoSY,Grade 7,high proficient,0,361,0
301868,5,501,50112,Control,BoSY,Grade 7,high proficient,0,201,0
301963,5,503,50316,Control,BoSY,Grade 7,high proficient,0,220,0
340567,15,1505,150501,Treatment,BoSY,Grade 7,high proficient,0,187,0
320606,15,1515,151502,Treatment,BoSY,Grade 7,high proficient,0,308,0
320202,15,1511,151101,Treatment,BoSY,Grade 7,high proficient,0,161,0
305310,15,1507,150703,Treatment,BoSY,Grade 7,high proficient,0,312,0
305418,15,1513,151301,Treatment,BoSY,Grade 7,high proficient,5,1281,0.39032006245121
500565,15,1515,151502,Treatment,BoSY,Grade 7,high proficient,0,856,0
301258,4,413,41308,Treatment,BoSY,Grade 7,high proficient,0,546,0
301214,4,411,41101,Treatment,BoSY,Grade 7,high proficient,0,645,0
301497,4,414,41401,Treatment,BoSY,Grade 7,high proficient,0,445,0
305411,15,1515,151502,Treatment,BoSY,Grade 7,high proficient,1,656,0.1524390243902439
305420,15,1513,151301,Treatment,BoSY,Grade 7,high proficient,0,1406,0
301231,4,413,41302,Control,BoSY,Grade 7,high proficient,0,235,0
301188,4,402,40201,Control,BoSY,Grade 7,high proficient,0,454,0
307913,4,413,41309,Control,BoSY,Grade 7,high proficient,0,349,0
500566,15,1507,150710,Control,BoSY,Grade 7,high proficient,0,789,0
305453,15,1510,151001,Control,BoSY,Grade 7,high proficient,0,833,0
305311,15,1507,150702,Control,BoSY,Grade 7,high proficient,0,289,0
301425,4,401,40101,Control,BoSY,Grade 7,high proficient,0,1057,0
301202,4,408,40812,Control,BoSY,Grade 7,high proficient,0,431,0
305412,15,1515,151502,Control,BoSY,Grade 7,high proficient,0,1138,0
308105,4,417,41703,Control,BoSY,Grade 7,high proficient,0,939,0
305341,15,1514,151401,Control,BoSY,Grade 7,high proficient,0,1496,0
319604,15,1512,151201,Control,BoSY,Grade 7,high proficient,0,385,0
305568,15,1516,151601,Control,BoSY,Grade 7,high proficient,0,478,0
305434,15,1503,150301,Control,BoSY,Grade 7,high proficient,0,960,0
301464,4,417,41710,Control,BoSY,Grade 7,high proficient,0,659,0
305461,15,1515,151502,Control,BoSY,Grade 7,high proficient,0,373,0
305384,15,1501,150101,Control,BoSY,Grade 7,high proficient,0,526,0
301143,4,421,42101,Control,BoSY,Grade 7,high proficient,0,1241,0
305340,15,1514,151401,Control,BoSY,Grade 7,high proficient,0,1160,0
305302,15,1507,150709,Treatment,BoSY,Grade 7,high proficient,0,1192,0
308103,4,417,41712,Control,BoSY,Grade 7,high proficient,0,405,0
308130,4,417,41711,Control,BoSY,Grade 7,high proficient,0,185,0
301227,4,420,42001,Control,BoSY,Grade 7,high proficient,0,1589,0
305334,15,1514,151401,Control,BoSY,Grade 7,high proficient,0,603,0
305367,15,1512,151201,Control,BoSY,Grade 7,high proficient,0,1188,0
305635,15,1514,151401,Control,BoSY,Grade 7,high proficient,0,554,0
301218,4,408,40814,Control,BoSY,Grade 7,high proficient,0,2316,0
308501,4,415,41501,Control,BoSY,Grade 7,high proficient,0,695,0
500332,15,1506,150601,Control,BoSY,Grade 7,high proficient,0,315,0
305471,15,1509,150901,Control,BoSY,Grade 7,high proficient,0,1015,0
305376,15,1501,150101,Treatment,BoSY,Grade 7,high proficient,0,848,0
301432,4,417,41705,Control,BoSY,Grade 7,high proficient,0,632,0
305459,15,1515,151502,Control,BoSY,Grade 7,high proficient,0,957,0
305313,15,1507,150708,Control,BoSY,Grade 7,high proficient,0,591,0
301186,4,410,41001,Control,BoSY,Grade 7,high proficient,0,2144,0
301184,4,410,41001,Control,BoSY,Grade 7,high proficient,0,1327,0
305295,15,1507,150710,Control,BoSY,Grade 7,high proficient,0,1342,0
301416,4,422,42201,Control,BoSY,Grade 7,high proficient,0,200,0
305450,15,1505,150501,Treatment,BoSY,Grade 7,high proficient,0,523,0
301403,4,416,41606,Control,BoSY,Grade 7,high proficient,0,339,0
301451,4,417,41708,Control,BoSY,Grade 7,high proficient,0,380,0
305338,15,1514,151401,Control,BoSY,Grade 7,high proficient,0,843,0
301257,4,413,41312,Control,BoSY,Grade 7,high proficient,0,1974,0
305416,15,1513,151301,Control,BoSY,Grade 7,high proficient,0,1063,0
305337,15,1514,151401,Control,BoSY,Grade 7,high proficient,0,2308,0
305353,15,1514,151401,Control,BoSY,Grade 7,high proficient,0,404,0
301197,4,408,40812,Control,BoSY,Grade 7,high proficient,0,443,0
301236,4,413,41308,Treatment,BoSY,Grade 7,high proficient,0,346,0
305444,15,1516,151601,Control,BoSY,Grade 7,high proficient,0,467,0
320306,15,1503,150301,Control,BoSY,Grade 7,high proficient,0,878,0
301489,4,414,41401,Control,BoSY,Grade 7,high proficient,0,325,0
301507,4,418,41801,Control,BoSY,Grade 7,high proficient,0,130,0
301456,4,417,41710,Control,BoSY,Grade 7,high proficient,0,641,0
301238,4,413,41303,Control,BoSY,Grade 7,high proficient,0,658,0
305438,15,1516,151601,Control,BoSY,Grade 7,high proficient,0,939,0
305324,15,1514,151401,Control,BoSY,Grade 7,high proficient,0,275,0
305454,15,1510,151001,Control,BoSY,Grade 7,high proficient,0,139,0
308122,4,417,41708,Control,BoSY,Grade 7,high proficient,0,267,0
301508,4,418,41801,Control,BoSY,Grade 7,high proficient,0,258,0
305465,15,1515,151502,Control,BoSY,Grade 7,high proficient,0,815,0
305428,15,1511,151101,Control,BoSY,Grade 7,high proficient,0,371,0
301175,4,408,40807,Control,BoSY,Grade 7,high proficient,0,697,0
301437,4,417,41704,Control,BoSY,Grade 7,high proficient,0,1040,0
320204,15,1511,151101,Control,BoSY,Grade 7,high proficient,0,573,0
305447,15,1505,150501,Control,BoSY,Grade 7,high proficient,0,861,0
301438,4,417,41704,Control,BoSY,Grade 7,high proficient,0,543,0
308135,4,417,41708,Control,BoSY,Grade 7,high proficient,0,490,0
301418,4,401,40101,Control,BoSY,Grade 7,high proficient,0,3468,0
305288,15,1507,150710,Control,BoSY,Grade 7,high proficient,0,648,0
301265,4,413,41301,Control,BoSY,Grade 7,high proficient,0,412,0
305442,15,1516,151601,Control,BoSY,Grade 7,high proficient,0,272,0
500339,15,1505,150501,Control,BoSY,Grade 7,high proficient,0,365,0
305435,15,1503,150301,Control,BoSY,Grade 7,high proficient,0,473,0
308134,4,417,41708,Control,BoSY,Grade 7,high proficient,0,711,0
305452,15,1505,150501,Control,BoSY,Grade 7,high proficient,0,736,0
312330,7,703,70308,Treatment,BoSY,Grade 7,high proficient,0,89,0
305710,7,703,70302,Treatment,BoSY,Grade 7,high proficient,0,86,0
