time_point,school_id,grade,assessed_count,summed_proficiency_count,discrepancy_count,has_discrepancy,is_in_dlp_randomization_file
BoSY,300106,Grade 9,252,252,0,FALSE,TRUE
BoSY,300107,Grade 10,73,73,0,FALSE,FALSE
BoSY,300107,Grade 7,60,60,0,FALSE,FALSE
BoSY,300107,Grade 8,75,75,0,FALSE,FALSE
BoSY,300107,Grade 9,58,58,0,FALSE,FALSE
BoSY,300108,Grade 10,26,26,0,FALSE,FALSE
BoSY,300108,Grade 7,0,0,0,FALSE,FALSE
BoSY,300108,Grade 8,25,25,0,FALSE,FALSE
BoSY,300108,Grade 9,31,31,0,FALSE,FALSE
BoSY,300109,Grade 10,158,158,0,FALSE,FALSE
BoSY,300109,Grade 7,177,177,0,FALSE,FALSE
BoSY,300109,Grade 8,204,204,0,FALSE,FALSE
BoSY,300109,Grade 9,161,161,0,FALSE,FALSE
BoSY,300110,Grade 10,34,34,0,FALSE,FALSE
BoSY,300110,Grade 7,36,36,0,FALSE,FALSE
BoSY,300110,Grade 8,39,39,0,FALSE,FALSE
BoSY,300110,Grade 9,30,30,0,FALSE,FALSE
BoSY,300111,Grade 10,90,90,0,FALSE,FALSE
BoSY,300111,Grade 7,90,90,0,FALSE,FALSE
BoSY,300111,Grade 8,87,87,0,FALSE,FALSE
BoSY,300111,Grade 9,80,80,0,FALSE,FALSE
BoSY,300112,Grade 10,549,549,0,FALSE,TRUE
BoSY,300112,Grade 7,669,669,0,FALSE,TRUE
BoSY,300112,Grade 8,590,590,0,FALSE,TRUE
BoSY,300112,Grade 9,522,522,0,FALSE,TRUE
BoSY,300113,Grade 10,62,62,0,FALSE,FALSE
BoSY,300113,Grade 7,79,79,0,FALSE,FALSE
BoSY,300113,Grade 8,63,63,0,FALSE,FALSE
BoSY,300113,Grade 9,65,65,0,FALSE,FALSE
BoSY,300114,Grade 10,346,346,0,FALSE,FALSE
BoSY,300114,Grade 7,444,444,0,FALSE,FALSE
BoSY,300114,Grade 8,373,373,0,FALSE,FALSE
BoSY,300114,Grade 9,352,352,0,FALSE,FALSE
BoSY,300115,Grade 10,78,78,0,FALSE,FALSE
BoSY,300115,Grade 7,92,92,0,FALSE,FALSE
