beis_school_id,randomized_eval_id,rev_status,region_code,division_code,municipality_code,full_division_code,full_municipality_code,pilot_cancel,pilot_ratio,pilot_shift,enroll_g7_m,enroll_g7_f,enroll_g8_m,enroll_g8_f,enroll_g9_m,enroll_g9_f,enroll_g10_m,enroll_g10_f,enroll_sn_ed_ngjhs_m,enroll_sn_ed_ngjhs_f,enroll_total_jhs_m,enroll_total_jhs_f,enroll_total_jhs_all,ph_b_g7_fil_assessed,ph_b_g7_eng_assessed,ph_b_g8_fil_assessed,ph_b_g8_eng_assessed,ph_b_g9_fil_assessed,ph_b_g9_eng_assessed,ph_b_g10_fil_assessed,ph_b_g10_eng_assessed,ph_e_g7_fil_assessed,ph_e_g7_eng_assessed,ph_e_g8_fil_assessed,ph_e_g8_eng_assessed,ph_e_g9_fil_assessed,ph_e_g9_eng_assessed,ph_e_g10_fil_assessed,ph_e_g10_eng_assessed,rma_b_total_assessed,rma_b_g7_assessed,rma_b_g8_assessed,rma_b_g9_assessed,rma_b_g10_assessed,rma_e_total_assessed,rma_e_g7_assessed,rma_e_g8_assessed,rma_e_g9_assessed,rma_e_g10_assessed,ph_b_enrolled,ph_e_enrolled,rma_b_enrolled,rma_e_enrolled,ph_b_g7_l2_frust_pct,ph_b_g7_l2_instr_pct,ph_b_g7_l2_indep_pct,ph_b_g7_l3_frust_pct,ph_b_g7_l3_instr_pct,ph_b_g7_l3_indep_pct,ph_b_g8_l2_frust_pct,ph_b_g8_l2_instr_pct,ph_b_g8_l2_indep_pct,ph_b_g8_l3_frust_pct,ph_b_g8_l3_instr_pct,ph_b_g8_l3_indep_pct,ph_b_g9_l2_frust_pct,ph_b_g9_l2_instr_pct,ph_b_g9_l2_indep_pct,ph_b_g9_l3_frust_pct,ph_b_g9_l3_instr_pct,ph_b_g9_l3_indep_pct,ph_b_g10_l2_frust_pct,ph_b_g10_l2_instr_pct,ph_b_g10_l2_indep_pct,ph_b_g10_l3_frust_pct,ph_b_g10_l3_instr_pct,ph_b_g10_l3_indep_pct,ph_e_g7_e_frust_pct,ph_e_g7_e_instr_pct,ph_e_g7_e_indep_pct,ph_e_g8_e_frust_pct,ph_e_g8_e_instr_pct,ph_e_g8_e_indep_pct,ph_e_g9_e_frust_pct,ph_e_g9_e_instr_pct,ph_e_g9_e_indep_pct,ph_e_g10_e_frust_pct,ph_e_g10_e_instr_pct,ph_e_g10_e_indep_pct,rma_b_g7_not_pct,rma_b_g7_low_pct,rma_b_g7_near_pct,rma_b_g7_prof_pct,rma_b_g7_high_pct,rma_b_g8_not_pct,rma_b_g8_low_pct,rma_b_g8_near_pct,rma_b_g8_prof_pct,rma_b_g8_high_pct,rma_b_g9_not_pct,rma_b_g9_low_pct,rma_b_g9_near_pct,rma_b_g9_prof_pct,rma_b_g9_high_pct,rma_b_g10_not_pct,rma_b_g10_low_pct,rma_b_g10_near_pct,rma_b_g10_prof_pct,rma_b_g10_high_pct,rma_e_g7_not_pct,rma_e_g7_low_pct,rma_e_g7_near_pct,rma_e_g7_prof_pct,rma_e_g7_high_pct,rma_e_g8_not_pct,rma_e_g8_low_pct,rma_e_g8_near_pct,rma_e_g8_prof_pct,rma_e_g8_high_pct,rma_e_g9_not_pct,rma_e_g9_low_pct,rma_e_g9_near_pct,rma_e_g9_prof_pct,rma_e_g9_high_pct,rma_e_g10_not_pct,rma_e_g10_low_pct,rma_e_g10_near_pct,rma_e_g10_prof_pct,rma_e_g10_high_pct,assignment_flag_count,assignment_group,treatment_status,compliance
302284,1216,0,5,13,1,513,51301,1,0,0,96,69,101,95,82,85,84,85,0,0,363,334,697,181,181,180,180,149,151,172,172,180,180,175,146,149,148,171,170,684,180,178,151,175,675,183,177,145,170,684,684,687,689,3.867403314917127,2.2099447513812156,4.419889502762431,63.53591160220994,12.707182320441987,13.259668508287293,1.1111111111111112,7.777777777777778,4.444444444444445,35,24.444444444444443,27.22222222222222,13.245033112582782,11.920529801324504,1.3245033112582782,36.42384105960265,23.841059602649008,13.245033112582782,8.720930232558139,2.9069767441860463,1.162790697674419,72.67441860465117,10.465116279069768,4.069767441860465,70.55555555555556,20,9.444444444444445,90.4109589041096,7.534246575342466,2.0547945205479454,71.62162162162163,17.56756756756757,10.81081081081081,96.47058823529412,3.5294117647058822,0,98.88888888888889,1.1111111111111112,0,0,0,100,0,0,0,0,99.33774834437088,0.6622516556291391,0,0,0,100,0,0,0,0,96.17486338797814,3.8251366120218577,0,0,0,100,0,0,0,0,99.3103448275862,0.6896551724137931,0,0,0,100,0,0,0,0,1,emergency,Control,0
500034,616,0,5,8,19,508,50819,1,0,0,18,23,14,13,26,10,14,16,0,0,72,62,134,37,37,36,36,29,29,23,23,37,19,42,42,21,32,21,24,114,38,21,31,24,136,37,43,32,24,125,136,114,136,0,0,0,32.432432432432435,54.054054054054056,13.513513513513514,0,0,0,27.77777777777778,61.111111111111114,11.11111111111111,0,0,0,48.27586206896552,34.48275862068966,17.24137931034483,0,0,0,30.434782608695652,34.78260869565217,34.78260869565217,84.21052631578948,10.526315789473683,5.2631578947368425,83.33333333333333,14.285714285714286,2.380952380952381,96.875,3.125,0,50,50,0,76.3157894736842,23.68421052631579,0,0,0,90.47619047619048,9.523809523809524,0,0,0,100,0,0,0,0,100,0,0,0,0,67.56756756756756,18.91891891891892,13.513513513513514,0,0,48.83720930232558,32.55813953488372,18.6046511627907,0,0,21.875,53.125,25,0,0,12.5,58.333333333333336,29.166666666666668,0,0,1,emergency,Control,0
302043,830,0,5,3,5,503,50305,1,0,0,115,123,143,126,141,99,137,110,0,0,536,458,994,213,213,186,186,178,178,190,190,199,213,174,186,168,156,178,188,779,227,176,179,197,693,200,150,156,187,787,778,778,751,10.7981220657277,7.042253521126761,2.816901408450704,8.92018779342723,25.35211267605634,45.070422535211264,24.731182795698924,13.978494623655914,5.376344086021505,10.21505376344086,16.129032258064516,25.806451612903224,12.92134831460674,14.044943820224718,11.235955056179776,7.865168539325842,19.662921348314608,28.651685393258425,18.42105263157895,17.894736842105264,17.894736842105264,12.105263157894736,6.315789473684211,19.473684210526315,58.68544600938967,35.2112676056338,6.103286384976526,47.8494623655914,40.86021505376344,11.290322580645162,33.97435897435897,35.256410256410255,30.76923076923077,13.297872340425531,58.51063829787234,28.19148936170213,97.3568281938326,2.643171806167401,0,0,0,97.1590909090909,2.840909090909091,0,0,0,100,0,0,0,0,98.4771573604061,1.5228426395939083,0,0,0,40,40,12,8,0,44,18,32.666666666666664,5.333333333333333,0,46.15384615384615,45.51282051282051,8.333333333333334,0,0,14.438502673796792,56.68449197860963,25.13368983957219,3.7433155080213902,0,1,emergency,Control,0
302182,1155,0,5,11,7,511,51107,1,0,0,44,39,64,55,56,52,55,32,0,0,219,178,397,90,90,95,95,88,88,99,99,81,82,76,88,83,84,89,88,368,88,94,87,99,337,86,78,83,90,372,351,370,337,16.666666666666668,7.777777777777778,1.1111111111111112,48.888888888888886,15.555555555555555,10,30.526315789473685,7.368421052631579,1.0526315789473684,45.26315789473684,14.736842105263158,1.0526315789473684,10.227272727272728,6.818181818181818,1.1363636363636365,73.86363636363636,6.818181818181818,1.1363636363636365,22.22222222222222,5.05050505050505,0,70.70707070707071,1.0101010101010102,1.0101010101010102,21.951219512195124,48.78048780487805,29.26829268292683,32.95454545454545,38.63636363636363,28.40909090909091,35.714285714285715,36.904761904761905,27.38095238095238,32.95454545454545,32.95454545454545,34.09090909090909,79.54545454545455,18.181818181818183,2.272727272727273,0,0,89.36170212765957,10.638297872340424,0,0,0,96.55172413793105,3.4482758620689653,0,0,0,100,0,0,0,0,33.72093023255814,54.65116279069768,11.627906976744184,0,0,42.30769230769231,52.56410256410256,5.128205128205129,0,0,31.325301204819276,61.44578313253012,7.228915662650603,0,0,28.88888888888889,65.55555555555556,5.555555555555555,0,0,1,emergency,Control,0
301986,989,0,5,3,34,503,50334,1,0,0,97,78,98,78,59,88,83,90,0,0,337,334,671,210,206,173,179,181,181,160,154,182,182,168,168,167,167,161,161,749,216,194,178,161,714,202,177,184,151,765,749,753,719,17.961165048543688,6.310679611650485,6.310679611650485,57.28155339805825,7.281553398058253,3.3980582524271843,29.050279329608937,1.11731843575419,0,67.59776536312849,1.675977653631285,0.5586592178770949,7.18232044198895,13.259668508287293,6.077348066298343,59.11602209944751,12.154696132596683,1.6574585635359116,20.12987012987013,8.441558441558442,0,61.03896103896104,10.38961038961039,0,35.16483516483517,40.10989010989011,24.725274725274726,9.523809523809524,23.214285714285715,67.26190476190476,8.982035928143713,38.32335329341317,52.69461077844311,7.453416149068323,39.75155279503105,52.79503105590062,81.94444444444444,18.055555555555557,0,0,0,99.48453608247422,0.5154639175257731,0,0,0,99.438202247191,0.5617977528089888,0,0,0,97.51552795031056,2.484472049689441,0,0,0,76.73267326732673,19.8019801980198,2.9702970297029703,0.49504950495049505,0,82.485875706214685,17.51412429378531,0,0,0,97.82608695652172,1.6304347826086956,0.5434782608695652,0,0,100,0,0,0,0,1,emergency,Control,0
302109,1096,0,5,8,17,508,50817,1,0,0,109,114,144,133,113,130,132,128,0,0,498,505,1003,240,240,225,225,181,181,205,205,263,249,241,241,178,173,215,216,977,275,256,206,240,924,251,243,193,237,851,963,977,958,6.25,13.333333333333334,4.583333333333333,0,0,0,6.222222222222222,8.88888888888889,3.111111111111111,0,0,0,6.077348066298343,7.734806629834254,16.574585635359117,0,0,0,3.4146341463414633,3.902439024390244,6.829268292682927,0,0,0,88.75502008032129,9.63855421686747,1.606425702811245,80.49792531120332,19.08713692946058,0.4149377593360996,20.809248554913296,28.32369942196532,50.86705202312139,21.296296296296298,48.148148148148145,30.555555555555557,97.0909090909091,2.909090909090909,0,0,0,97.265625,2.734375,0,0,0,99.02912621359224,0.970873786407767,0,0,0,98.33333333333331,1.6666666666666667,0,0,0,66.53386454183267,21.51394422310757,10.358565737051793,1.593625498007968,0,65.4320987654321,30.45267489711934,4.11522633744856,0,0,74.61139896373057,12.43523316062176,6.217616580310881,4.1450777202072535,2.5906735751295336,27.0042194092827,64.13502109704642,3.3755274261603376,2.9535864978902953,2.5316455696202533,1,emergency,Control,0
302061,862,0,5,3,11,503,50311,1,0,0,32,22,30,25,29,33,23,35,0,0,114,115,229,82,82,63,64,54,50,34,52,81,81,61,61,51,52,53,53,221,82,43,40,56,233,79,58,45,51,252,247,223,247,2.4390243902439024,7.317073170731708,18.29268292682927,8.536585365853659,37.80487804878049,23.17073170731707,3.125,3.125,10.9375,6.25,32.8125,40.625,8,18,20,6,20,20,3.8461538461538463,7.6923076923076925,19.23076923076923,3.8461538461538463,32.69230769230769,28.846153846153847,3.703703703703704,20.987654320987655,75.30864197530865,0,16.39344262295082,83.60655737704919,3.8461538461538463,30.76923076923077,65.38461538461539,0,26.41509433962264,73.58490566037736,91.46341463414636,7.317073170731708,1.2195121951219512,0,0,88.37209302325581,6.976744186046512,4.651162790697675,0,0,92.5,7.5,0,0,0,100,0,0,0,0,5.063291139240507,24.050632911392405,54.43037974683544,11.39240506329114,5.063291139240507,6.896551724137931,18.96551724137931,55.172413793103445,12.06896551724138,6.896551724137931,11.11111111111111,17.77777777777778,42.22222222222222,24.444444444444443,4.444444444444445,0,21.568627450980394,54.90196078431372,13.72549019607843,9.803921568627452,1,emergency,Control,0
309931,1026,0,5,8,2,508,50802,1,0,0,44,32,31,34,34,36,46,39,0,0,155,141,296,87,87,75,75,66,66,55,55,87,87,75,75,65,65,58,58,282,87,75,65,55,257,78,72,58,49,283,285,282,282,2.2988505747126435,3.4482758620689653,13.79310344827586,26.436781609195403,28.735632183908045,25.28735632183908,1.3333333333333333,2.6666666666666665,13.333333333333334,13.333333333333334,29.333333333333332,40,3.0303030303030303,4.545454545454546,12.12121212121212,22.727272727272727,18.181818181818183,39.39393939393939,20,5.454545454545454,9.090909090909092,12.727272727272728,12.727272727272728,40,48.27586206896552,40.229885057471265,11.494252873563218,40,49.333333333333336,10.666666666666666,53.84615384615385,32.30769230769231,13.846153846153848,44.827586206896555,43.10344827586207,12.06896551724138,98.85057471264368,1.1494252873563218,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,78.2051282051282,20.512820512820515,1.2820512820512822,0,0,77.77777777777777,19.444444444444443,2.7777777777777777,0,0,74.13793103448276,22.41379310344828,3.4482758620689653,0,0,71.42857142857143,24.489795918367346,4.081632653061225,0,0,1,emergency,Control,0
301984,971,0,5,3,31,503,50331,1,0,0,101,93,106,102,102,110,97,125,0,0,406,430,836,225,225,189,189,174,174,190,190,215,187,178,180,158,168,178,191,774,225,187,173,189,752,220,183,171,178,778,783,774,753,2.6666666666666665,6.222222222222222,16.88888888888889,43.111111111111114,21.77777777777778,9.333333333333334,6.878306878306878,2.6455026455026456,1.5873015873015872,48.67724867724868,14.814814814814817,25.396825396825395,33.333333333333336,7.471264367816092,1.7241379310344829,48.85057471264368,4.597701149425287,4.022988505747127,8.421052631578947,5.2631578947368425,0.5263157894736842,74.21052631578948,11.052631578947368,0.5263157894736842,36.898395721925134,14.97326203208556,48.1283422459893,53.888888888888886,22.22222222222222,23.88888888888889,42.857142857142854,20.238095238095237,36.904761904761905,24.607329842931936,29.319371727748692,46.07329842931937,77.33333333333333,22.666666666666668,0,0,0,70.58823529411765,28.877005347593585,0,0,0.5347593582887701,98.26589595375722,1.7341040462427746,0,0,0,64.55026455026454,34.92063492063492,0.5291005291005291,0,0,29.09090909090909,40.90909090909091,29.09090909090909,0.9090909090909092,0,14.754098360655735,80.32786885245902,4.918032786885246,0,0,81.28654970760233,18.71345029239766,0,0,0,37.640449438202246,62.359550561797754,0,0,0,1,emergency,Control,0
302156,1029,0,5,8,3,508,50803,1,0,0,62,53,58,55,59,53,39,40,0,0,218,201,419,101,101,106,106,95,95,99,99,102,102,105,105,94,94,99,99,395,101,101,95,98,395,104,106,88,97,401,400,360,403,16.831683168316832,50.495049504950494,32.67326732673267,0,0,0,0,40.56603773584906,59.43396226415094,0,0,0,68.42105263157895,21.05263157894737,10.526315789473683,0,0,0,31.31313131313131,28.282828282828284,35.35353535353536,0,0,5.05050505050505,7.84313725490196,39.21568627450981,52.94117647058823,4.761904761904762,17.142857142857142,78.0952380952381,17.02127659574468,28.72340425531915,54.255319148936174,11.11111111111111,31.31313131313131,57.57575757575758,98.01980198019804,1.98019801980198,0,0,0,99.009900990099,0.99009900990099,0,0,0,98.94736842105264,1.0526315789473684,0,0,0,100,0,0,0,0,7.6923076923076925,70.1923076923077,22.115384615384617,0,0,50,42.45283018867924,7.547169811320755,0,0,86.36363636363636,13.636363636363637,0,0,0,78.35051546391753,21.649484536082475,0,0,0,1,emergency,Control,0
309705,968,0,5,3,30,503,50330,1,0,0,60,38,42,51,41,42,51,36,0,0,194,167,361,87,87,92,92,74,74,82,82,87,87,89,89,76,76,80,80,334,87,91,74,82,322,86,86,71,79,335,332,335,327,4.597701149425287,5.747126436781609,3.4482758620689653,71.26436781609195,11.494252873563218,3.4482758620689653,1.0869565217391304,0,2.1739130434782608,84.78260869565217,7.608695652173913,4.3478260869565215,10.81081081081081,2.702702702702702,0,78.37837837837837,5.405405405405405,2.702702702702702,19.51219512195122,0,0,71.95121951219512,8.536585365853659,0,58.62068965517241,25.28735632183908,16.091954022988507,83.14606741573034,11.235955056179776,5.617977528089888,71.05263157894737,13.157894736842104,15.789473684210526,72.5,16.25,11.25,9.195402298850574,88.50574712643679,2.2988505747126435,0,0,46.15384615384615,43.95604395604395,9.89010989010989,0,0,97.29729729729728,2.702702702702702,0,0,0,100,0,0,0,0,36.04651162790697,61.627906976744185,2.3255813953488373,0,0,96.51162790697674,3.488372093023256,0,0,0,87.32394366197182,12.67605633802817,0,0,0,68.35443037974683,31.64556962025317,0,0,0,1,emergency,Control,0
500165,603,0,5,8,4,508,50804,1,0,0,20,20,14,30,19,26,12,19,0,0,65,95,160,51,51,49,49,43,43,39,39,47,47,43,43,40,39,34,34,180,51,48,42,39,164,48,43,39,34,182,165,180,167,1.96078431372549,1.96078431372549,5.882352941176471,54.90196078431372,19.607843137254903,15.68627450980392,4.081632653061225,10.20408163265306,8.16326530612245,20.40816326530612,30.612244897959183,26.53061224489796,4.651162790697675,11.627906976744184,11.627906976744184,6.976744186046512,41.86046511627907,23.25581395348837,5.128205128205129,17.94871794871795,15.384615384615383,10.256410256410255,38.46153846153846,12.82051282051282,97.87234042553192,2.127659574468085,0,100,0,0,94.87179487179488,5.128205128205129,0,79.41176470588235,14.705882352941176,5.882352941176471,5.882352941176471,86.27450980392157,7.84313725490196,0,0,54.166666666666664,33.333333333333336,12.5,0,0,35.714285714285715,47.61904761904762,16.666666666666668,0,0,43.58974358974359,23.076923076923077,33.333333333333336,0,0,33.333333333333336,31.25,22.916666666666668,12.5,0,48.83720930232558,25.58139534883721,20.930232558139537,4.651162790697675,0,35.8974358974359,46.15384615384615,10.256410256410255,7.6923076923076925,0,0,50,35.294117647058826,14.705882352941176,0,1,emergency,Control,0
301930,955,0,5,3,28,503,50328,1,0,0,49,42,53,35,48,39,59,57,0,0,209,173,382,99,99,102,112,65,75,77,78,91,92,101,106,71,71,59,73,362,100,111,73,78,362,100,111,73,78,368,342,368,368,4.040404040404041,8.080808080808081,2.0202020202020203,76.76767676767676,8.080808080808081,1.0101010101010102,14.285714285714286,0,0,85.71428571428571,0,0,0,1.3333333333333333,0,81.33333333333333,14.666666666666666,2.6666666666666665,16.666666666666668,1.2820512820512822,0,74.35897435897436,7.6923076923076925,0,86.95652173913044,6.521739130434782,6.521739130434782,80.18867924528301,16.037735849056602,3.7735849056603774,85.91549295774648,0,14.084507042253522,75.34246575342466,9.58904109589041,15.068493150684931,93,7,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,92,8,0,0,0,100,0,0,0,0,98.63013698630137,1.36986301369863,0,0,0,100,0,0,0,0,1,emergency,Control,0
302177,1042,0,5,8,6,508,50806,1,0,0,59,56,67,46,67,54,49,58,0,0,242,214,456,114,114,98,98,81,81,85,85,114,114,98,98,81,81,85,85,380,115,99,81,85,322,109,65,74,74,378,378,380,370,6.140350877192983,15.789473684210526,3.508771929824561,35.08771929824562,13.157894736842104,26.31578947368421,7.142857142857143,1.020408163265306,0,75.51020408163265,11.224489795918368,5.1020408163265305,18.51851851851852,6.172839506172839,2.4691358024691357,55.55555555555556,17.28395061728395,0,20,0,0,80,0,0,14.912280701754383,66.66666666666667,18.42105263157895,11.224489795918368,63.265306122448976,25.510204081632654,1.2345679012345678,62.96296296296296,35.80246913580247,0,63.52941176470589,36.47058823529411,89.56521739130434,10.434782608695652,0,0,0,98.989898989899,1.0101010101010102,0,0,0,100,0,0,0,0,100,0,0,0,0,72.4770642201835,24.770642201834864,2.7522935779816513,0,0,78.46153846153847,21.53846153846154,0,0,0,100,0,0,0,0,100,0,0,0,0,1,emergency,Control,0
302282,1214,0,5,13,1,513,51301,1,0,0,172,125,142,166,181,151,134,148,0,0,629,590,1219,328,328,367,367,289,289,290,275,309,286,358,358,277,261,287,267,321,0,150,0,171,1114,287,268,277,282,1276,1276,345,1114,6.097560975609756,13.71951219512195,5.182926829268292,9.451219512195122,43.59756097560975,21.646341463414632,14.168937329700272,29.97275204359673,11.989100817438691,5.449591280653951,31.607629427792915,6.8119891008174385,6.920415224913495,20.761245674740483,6.920415224913495,28.719723183391004,31.14186851211073,3.114186851211073,16.363636363636363,29.09090909090909,2.909090909090909,5.090909090909091,42.90909090909091,2.1818181818181817,6.293706293706293,47.55244755244755,46.15384615384615,2.23463687150838,46.089385474860336,51.675977653631286,0.7662835249042146,27.96934865900383,71.26436781609195,0,51.68539325842696,48.31460674157304,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,NA,NA,NA,95.32163742690058,4.678362573099415,0,0,0,31.70731707317073,65.50522648083624,2.7874564459930316,0,0,83.2089552238806,16.417910447761194,0.373134328358209,0,0,93.14079422382672,6.137184115523466,0.7220216606498195,0,0,36.87943262411348,57.4468085106383,5.673758865248227,0,0,1,emergency,Control,0
502615,655,0,5,8,2,508,50802,1,0,0,11,8,0,0,0,0,0,0,0,0,11,8,19,22,22,22,22,12,12,0,0,3,3,0,0,2,0,0,0,56,22,22,12,0,53,21,21,11,0,56,53,56,53,9.090909090909092,4.545454545454546,9.090909090909092,77.27272727272727,0,0,31.818181818181817,9.090909090909092,4.545454545454546,22.727272727272727,18.181818181818183,13.636363636363637,25,8.333333333333334,0,41.666666666666664,25,0,NA,NA,NA,NA,NA,NA,66.66666666666667,33.333333333333336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,NA,NA,NA,NA,NA,14.285714285714286,61.904761904761905,23.80952380952381,0,0,85.71428571428571,0,14.285714285714286,0,0,90.9090909090909,9.090909090909092,0,0,0,NA,NA,NA,NA,NA,1,emergency,Control,0
302263,1199,0,5,6,1,506,50601,1,0,0,31,36,55,36,44,30,53,44,0,0,183,146,329,66,66,90,90,61,61,90,90,61,61,79,84,58,62,84,72,307,66,90,62,89,295,61,85,62,87,307,297,307,297,15.151515151515152,3.0303030303030303,4.545454545454546,36.36363636363637,25.75757575757576,15.151515151515152,12.22222222222222,2.2222222222222223,0,55.55555555555556,17.77777777777778,11.11111111111111,29.50819672131147,13.114754098360656,1.639344262295082,54.09836065573771,1.639344262295082,0,66.66666666666667,10,0,5.555555555555555,0,0,26.229508196721312,40.98360655737705,32.78688524590164,28.571428571428573,34.523809523809526,36.904761904761905,45.16129032258065,37.096774193548384,17.741935483870968,27.77777777777778,38.888888888888886,33.333333333333336,95.45454545454544,4.545454545454546,0,0,0,98.88888888888889,1.1111111111111112,0,0,0,100,0,0,0,0,86.51685393258427,13.48314606741573,0,0,0,90.1639344262295,9.836065573770492,0,0,0,98.82352941176472,1.1764705882352942,0,0,0,54.83870967741935,45.16129032258065,0,0,0,42.52873563218391,57.47126436781609,0,0,0,1,emergency,Control,0
301826,691,0,5,1,3,501,50103,1,0,0,26,11,23,13,20,21,16,20,0,0,85,65,150,56,56,43,43,35,35,39,39,56,56,44,44,34,34,39,39,35,0,10,12,13,174,56,43,35,40,173,173,49,174,5.357142857142857,8.928571428571429,3.5714285714285716,21.428571428571427,51.785714285714285,5.357142857142857,4.651162790697675,18.6046511627907,0,20.930232558139537,51.16279069767442,4.651162790697675,11.428571428571429,14.285714285714286,14.285714285714286,14.285714285714286,28.571428571428573,17.142857142857142,2.5641025641025643,2.5641025641025643,10.256410256410255,15.384615384615383,30.76923076923077,38.46153846153846,19.642857142857142,41.07142857142857,39.285714285714285,4.545454545454546,38.63636363636363,56.81818181818182,20.58823529411765,50,29.41176470588235,17.94871794871795,56.41025641025641,25.64102564102564,NA,NA,NA,NA,NA,60,40,0,0,0,91.66666666666669,8.333333333333334,0,0,0,61.53846153846154,38.46153846153846,0,0,0,87.5,12.5,0,0,0,32.55813953488372,67.44186046511628,0,0,0,42.857142857142854,48.57142857142857,5.714285714285714,2.857142857142857,0,32.5,55,10,2.5,0,1,emergency,Control,0
305750,1220,0,5,13,1,513,51301,1,0,0,35,25,29,27,32,34,26,18,0,0,122,104,226,64,66,84,84,48,48,51,51,66,66,79,79,48,48,48,48,235,63,79,43,50,230,65,79,43,43,249,241,252,246,0,3.0303030303030303,3.0303030303030303,50,36.36363636363637,7.575757575757576,0,4.761904761904762,2.380952380952381,38.095238095238095,42.857142857142854,11.904761904761903,0,8.333333333333334,6.25,41.666666666666664,33.333333333333336,8.333333333333334,15.68627450980392,27.45098039215686,3.92156862745098,23.529411764705884,29.41176470588235,0,36.36363636363637,45.45454545454545,18.181818181818183,24.050632911392405,41.77215189873418,34.177215189873415,35.416666666666664,22.916666666666668,41.666666666666664,20.833333333333332,50,29.166666666666668,95.23809523809524,4.761904761904762,0,0,0,88.60759493670886,11.39240506329114,0,0,0,100,0,0,0,0,100,0,0,0,0,75.38461538461539,24.615384615384617,0,0,0,73.41772151898734,18.9873417721519,7.594936708860759,0,0,100,0,0,0,0,51.16279069767442,46.51162790697674,2.3255813953488373,0,0,1,emergency,Control,0
301870,731,0,5,1,10,501,50110,1,0,0,41,35,57,62,68,55,70,58,0,0,236,210,446,124,124,148,148,67,67,116,116,122,122,142,142,66,66,108,108,455,124,148,67,116,433,124,138,67,104,455,455,455,436,6.451612903225806,3.225806451612903,4.838709677419355,75.80645161290323,8.064516129032258,1.6129032258064515,22.972972972972972,6.081081081081081,2.027027027027027,47.972972972972975,12.16216216216216,6.756756756756757,0,8.955223880597014,10.447761194029852,20.895522388059703,46.26865671641791,13.432835820895525,9.482758620689657,6.896551724137931,13.79310344827586,55.172413793103445,10.344827586206897,4.310344827586207,40.98360655737705,38.52459016393443,20.49180327868853,14.788732394366198,43.66197183098591,41.54929577464789,1.5151515151515151,57.57575757575758,40.90909090909091,7.407407407407407,46.2962962962963,46.2962962962963,83.87096774193549,16.129032258064516,0,0,0,61.48648648648648,31.08108108108108,6.756756756756757,0.6756756756756757,0,91.04477611940298,8.955223880597014,0,0,0,90.51724137931036,9.482758620689657,0,0,0,0,13.709677419354838,73.38709677419355,12.903225806451612,0,1.4492753623188406,59.42028985507246,29.71014492753623,9.420289855072465,0,5.970149253731344,71.64179104477611,22.388059701492537,0,0,69.23076923076923,30.76923076923077,0,0,0,1,emergency,Control,0
302039,881,0,5,3,16,503,50316,1,0,0,169,145,148,146,138,155,147,138,0,0,602,584,1186,322,322,276,284,250,228,233,241,291,299,244,244,198,209,213,228,1161,361,297,254,249,1089,330,292,234,233,1219,1219,1193,1129,8.695652173913043,5.590062111801243,15.527950310559008,12.732919254658386,30.124223602484474,26.70807453416149,0,7.042253521126761,6.338028169014085,56.33802816901409,17.6056338028169,12.67605633802817,12.719298245614034,34.21052631578947,3.9473684210526314,39.03508771929825,10.087719298245617,0,10.78838174273859,17.012448132780083,11.203319502074688,10.78838174273859,24.48132780082987,25.726141078838175,10.702341137123746,53.17725752508361,36.12040133779264,4.918032786885246,60.65573770491803,34.42622950819672,12.91866028708134,76.55502392344498,10.526315789473683,3.070175438596491,50.43859649122807,46.49122807017544,90.02770083102493,9.695290858725762,0.2770083102493075,0,0,98.31649831649833,1.6835016835016836,0,0,0,100,0,0,0,0,100,0,0,0,0,66.36363636363636,29.09090909090909,4.242424242424242,0.30303030303030304,0,52.397260273972606,38.6986301369863,8.904109589041095,0,0,75.64102564102564,24.35897435897436,0,0,0,86.69527896995709,13.304721030042918,0,0,0,1,emergency,Control,0
301868,741,0,5,1,12,501,50112,1,0,0,96,80,130,120,121,111,134,113,0,0,481,424,905,227,227,241,241,174,174,236,236,236,236,241,241,173,173,223,223,827,201,240,176,210,878,231,237,174,236,878,873,860,880,4.405286343612334,1.3215859030837005,19.823788546255507,5.286343612334802,0.8810572687224669,5.726872246696035,2.4896265560165975,18.67219917012448,17.012448132780083,3.319502074688797,0.4149377593360996,0.4149377593360996,2.8735632183908044,0.5747126436781609,2.8735632183908044,1.1494252873563218,1.7241379310344829,1.1494252873563218,0.847457627118644,2.542372881355932,2.1186440677966103,1.271186440677966,0.423728813559322,0.423728813559322,8.05084745762712,29.23728813559322,62.71186440677966,7.053941908713693,28.21576763485477,64.73029045643153,2.3121387283236996,20.809248554913296,76.878612716763,0.8968609865470852,19.730941704035875,79.37219730941705,45.27363184079602,53.233830845771145,1.492537313432836,0,0,95.41666666666669,4.583333333333333,0,0,0,21.022727272727273,60.22727272727273,18.75,0,0,98.0952380952381,1.9047619047619049,0,0,0,9.090909090909092,4.329004329004329,86.58008658008659,0,0,0,52.32067510548523,47.67932489451477,0,0,0,92.52873563218392,7.471264367816092,0,0,0.423728813559322,17.796610169491526,77.11864406779661,4.661016949152542,0,1,emergency,Control,0
